#/home/enes/bim/BIM.py trees/r8050068.trees,trees/r8050069.trees,trees/r8050070.trees,trees/r8050071.trees,trees/r8050072.trees,trees/r8050073.trees,trees/r8050074.trees,trees/r8050075.trees,trees/r8050076.trees,trees/r8050077.trees,trees/r8050078.trees,trees/r8050079.trees,trees/r8050080.trees,trees/r8050081.trees,trees/r8050082.trees,trees/r8050083.trees,trees/r8050084.trees 250 --stats=all --eta=etas/BC.json --out=outs/652596439.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FayH,ZngE,bsfs,FerL,btree,Colless,path
0,10001.0,250,84,-0.5999886320797151,2.145848113743973,0.11950761680616839,1.2220641357224231,1.8384992643773628,-0.33127544301457956,0.3724567293359182,0.031132856086155233,r8050068.trees
0,10001.0,250,74,-1.253265093762514,2.661613189097019,0.1234708602311604,1.6565604235491886,4.464733883403611,-0.5916233411386467,0.07626733886677234,0.032497234595952045,r8050069.trees
0,10001.0,250,65,-1.5606289139442413,2.4627063868589154,0.06534381140758169,1.8053835757612564,5.038957088491768,-0.8920384969654304,0.40829102653563554,0.02986138100790258,r8050070.trees
0,10001.0,250,65,0.37133497328858295,2.338413384874556,0.0511989096894972,1.7750823106317968,5.327744607093859,-0.922417027618744,-0.12217632775886325,0.036887588303879656,r8050071.trees
0,10001.0,250,50,-0.42115004148078133,1.8619828326484094,0.06387190979059915,1.2775096009257254,5.110623280475547,-0.5776954174754813,-0.19402097233883875,0.0360042319816902,r8050072.trees
0,10001.0,250,93,-1.0313953417880373,1.9881750201677164,0.01592177038120892,1.6818862103952674,0.7647211192661342,-0.9836755173442427,0.25206767584801504,0.034058986369927935,r8050073.trees
0,10001.0,250,68,-1.0969315307385543,2.234590465514022,0.08206629296530336,1.5115345786591845,4.043691874754039,-0.6502391849404934,0.24189394159837693,0.03300606419533742,r8050074.trees
0,10001.0,250,84,-0.1666223285770411,2.3736699977941744,0.09267981606262718,1.57896113188554,4.553204904974238,-0.6477084151561464,-0.5100615363403541,0.03550299508325159,r8050075.trees
0,10001.0,250,62,0.5299740207269263,2.0465050174545243,0.020849233234392042,1.6851908235422068,3.651223878302992,-0.9728043117955485,-0.2833243695257124,0.03813965539577665,r8050076.trees
0,10001.0,250,60,-0.8432189439040392,2.1401339988151866,0.009173849312130748,1.830511163344485,0.9433091981323076,-1.1036104747105633,0.03551218284439912,0.03568990602608947,r8050077.trees
0,10001.0,250,85,-1.0569231625315878,2.619102074763141,0.0432577365933937,2.082007993871797,2.993700421486691,-1.134814053269369,0.6659174317229456,0.025291128672395677,r8050078.trees
0,10001.0,250,69,0.17999834453392108,1.3255530591817033,0.06879705903131376,0.7833464815543728,0.7990415815651877,-0.24489441105172896,0.011929293971795252,0.032634178754560386,r8050079.trees
0,10001.0,250,63,1.0438995484595637,0.7364198174961087,0.05336057283891404,0.35048854267739055,4.677540040832806,-0.032443678411893793,-0.30597572266270173,0.038445641243931176,r8050080.trees
0,10001.0,250,70,-1.151841061261325,1.9514009876947915,0.13032099074927106,0.9891427285274106,1.710573796915877,-0.1566294367367278,0.44828911741165256,0.03127939528098368,r8050081.trees
0,10001.0,250,90,-0.1526893940401454,0.9785513986477061,0.0938787372346397,0.32957885106478263,2.0562237090249678,0.1319745766956053,-0.0697825321887825,0.03574153243799572,r8050082.trees
0,10001.0,250,76,0.12920948825735093,0.5797692885747648,0.11497261502743554,-0.1407973994493915,2.857829787114091,0.49286255173492877,0.12588506375716899,0.032104223344992876,r8050083.trees
0,10001.0,250,88,-1.1245708080926966,2.0893755498012543,0.16069246061045597,0.934052559601408,5.024588438288195,-0.004114846959611235,0.8298811813393846,0.025397113950077103,r8050084.trees
