start,end,N,SS,FerL,bsfs,TajD,FayH,FulD,ZngE,Colless,btree,path,iColless,ibtree
0,100001.0,250,362,-0.5058164471844779,0.4561625074657891,1.0172054521979652,0.00884172424754445,-0.8551385675307679,0.8748578951650078,0.031173931720089188,0.3152931340905075,8040000,0.04385472192513873,-0.46535386179092103
0,100001.0,250,378,-0.1877243856620827,0.7810541994022326,0.6385105321130905,0.02259249643875792,-0.4995394788304549,0.4440441208140393,0.0330633285831498,0.2378105813760001,8040001,0.04081375705771174,-0.2819064149421253
0,100001.0,250,329,-0.20286600077163425,0.8472828206940435,0.540018552209105,0.0133177508078436,-0.2259593762658471,0.4109610123734457,0.03701518314231076,-0.039764689931685734,8040002,0.047601572543274816,-0.6793333234450029
0,100001.0,250,323,-0.05219898034510126,0.4217627400845856,0.2576229033843453,0.01222452209106156,0.23751177970765466,0.15988839318795925,0.03571606525357009,0.13058851043782285,8040003,0.039284634698548385,-0.16587045069046208
0,100001.0,250,351,-0.06832306397154216,0.9699590098230364,0.5075452745276556,0.02859964878330925,-0.6224124863009329,0.28720795364400875,0.03582709971706821,0.11475752851373827,8040004,0.0450046473657045,-0.5065832123633962
0,100001.0,250,358,-0.4803371392234976,0.7547620581846782,1.0997398868610948,0.018294594323709508,-1.2003056364441496,0.8918482039179777,0.03170172398971833,0.2485441729114413,8040005,0.040944188725363935,-0.2432911673851512
0,100001.0,250,354,-0.39561258867405696,1.02344296478319,1.1645031889015884,0.034221399493999376,-0.5900099278101226,0.8526757111688597,0.02981394882338932,0.4340003193553957,8040006,0.041510260637822816,-0.22130910797739944
0,100001.0,250,371,0.09722033835893006,1.1208530182754541,0.4357835280068276,0.045005920983107135,-0.29696789202908075,0.12030100281530702,0.03335444920599205,0.3181759742989599,8040007,0.03710883578809116,0.014598471892820097
0,100001.0,250,348,0.01947489326442314,1.5027136428117585,0.9683724804532882,0.07427105887460299,-0.16559114798526073,0.4264585355876241,0.03159655464564512,0.3702355109037713,8040008,0.038154907435737004,-0.1785494299866548
0,100001.0,250,338,-0.3631210116779788,1.3245156992752385,1.1413375943551975,0.03678373205817703,-0.918734486130832,0.8155042705124956,0.03179361475329725,0.34415093229525057,8040009,0.04032038900204263,-0.3002258286759617
0,100001.0,250,439,-0.1950588146451621,0.8694889893085054,0.9190165733142959,0.04232550806055716,-0.7768605249509137,0.5787268224048139,0.030032665223104407,0.5396967152659908,8040010,0.03935828861695222,-0.17220495067501376
0,100001.0,250,333,0.1052156345699964,1.9534414580045532,0.9435759917786902,0.0837668650006787,-0.4878972118455046,0.3454403297913232,0.032321071139119965,0.2562154234506959,8040011,0.041799828695147236,-0.4371693000316579
0,100001.0,250,365,0.05696665034229258,0.2108966389274767,0.4607505428956079,0.041578488632001656,-0.9775613959563187,0.16432119775974932,0.03392564565663028,0.16030741065596193,8040012,0.03849298983482729,-0.2091159202902858
0,100001.0,250,349,0.011532321479031785,0.6710549971677306,0.5293547121804993,0.040714628887757655,-1.0965328125784748,0.23240851417419334,0.036224327269306994,0.17463397337282782,8040013,0.04532392241778173,-0.4355937351852845
0,100001.0,250,371,-0.2561088992053074,0.7866702728757452,0.8252113410886384,0.027429945948226474,-0.7567543116782497,0.5847584056396676,0.034400079093964996,0.1985786230744028,8040014,0.041069376360802205,-0.32074001921581397
0,100001.0,250,344,-0.6181523964539809,1.1789024911439068,1.314023293688545,0.01603280624150295,-1.2322776488066465,1.101231251047294,0.034489400726846274,0.22972272556786436,8040015,0.043440598841318914,-0.3113845544418209
0,100001.0,250,331,-0.3059112355281306,2.2842296408441647,1.3414936353049731,0.05915040170304385,-0.4720604573465178,0.8603735610015896,0.028739412751266617,0.4883539698469745,8040016,0.03627340904837993,-0.1338016881768263
0,100001.0,250,364,0.12668784088770593,0.6338031154361214,0.4394612427339433,0.04916203111653472,-0.4511054199374281,0.09805590840867312,0.032385195211695875,0.24564442095820904,8040017,0.04144783718916414,-0.29422603808723125
0,100001.0,250,350,-0.21688943469900945,1.0662686871474842,1.1147640370477434,0.0540333634539124,0.1963908125198613,0.6849878086987788,0.028225174260930193,0.6596411760205896,8040018,0.04042260770093762,-0.1551869004389684
0,100001.0,250,329,-0.1257559459038544,0.7546028539920524,0.6843722563847903,0.03416738026582633,-1.4913688922847492,0.4143350517151656,0.035289642319428736,0.0894245519230178,8040019,0.04359453944811505,-0.3611162846992164
0,100001.0,250,396,-0.7099489557471024,0.9740453001968256,1.4509323701149035,0.014172057434949243,-0.7142222080408378,1.2391104803801312,0.03178796624891953,0.3266890204350821,8040020,0.040671124106327804,-0.2427966944818443
0,100001.0,250,343,0.17200805326022786,1.0700614589564421,0.6461170201451911,0.07047842749439608,-0.5091454680267329,0.15557536017994372,0.033515745816561984,0.2336233490238405,8040021,0.040604612941996375,-0.29032910370187986
