#/home/enes/bim/BIM.py trees/ir8000005.trees,trees/ir8000006.trees,trees/ir8000007.trees,trees/ir8000008.trees,trees/ir8000009.trees,trees/ir8000010.trees,trees/ir8000011.trees,trees/ir8000012.trees,trees/ir8000013.trees,trees/ir8000014.trees,trees/ir8000015.trees,trees/ir8000016.trees,trees/ir8000017.trees,trees/ir8000018.trees,trees/ir8000019.trees,trees/ir8000020.trees,trees/ir8000021.trees 250 --stats=all --eta=etas/BC.json --out=outs/878429147.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,FerL,FayH,ZngE,TajD,btree,Colless,path
0,10001.0,250,47,-0.26246884078775484,-0.27231860108026623,1.0255045435769026,0.06922094442026246,-1.2782353872550707,-1.0405560216839362,-0.8110802696476145,0.05383226454203913,ir8000005.trees
0,10001.0,250,64,-0.9774888166508424,0.3303279738515347,-0.265054771467684,0.020272135180033072,0.5410142847199161,0.742600279323302,-0.6446429427877342,0.04365310705186337,ir8000006.trees
0,10001.0,250,52,0.5014812498441639,0.9604254357527006,0.1344999957289752,0.06208416670528736,0.12233645869658778,0.5279022837093077,-0.9239233097291214,0.052111672496437354,ir8000007.trees
0,10001.0,250,70,-0.8943969174224436,0.06538982113333916,-0.27744479927552096,-0.05433298809808505,0.14073605562102132,-0.18803635711090577,-1.5624531874623413,0.06401592031207265,ir8000008.trees
0,10001.0,250,52,0.16180562859153264,-0.329646520385576,1.1084327682734079,0.09507718727195809,-1.2666042865126748,-0.8551913663935757,-2.853098311514087,0.08469361316232674,ir8000009.trees
0,10001.0,250,47,0.1103216817384697,0.24113879045837072,0.875552443346164,0.09911752176781673,-0.8757388945216861,-0.3928167687123461,-0.7664328241191469,0.0483449928747247,ir8000010.trees
0,10001.0,250,52,0.1618056285915321,-0.2193565785029372,0.42459301898048596,0.021916168452651357,-0.5643844591064469,-0.5088368220820976,-1.111752080366481,0.05564516129032258,ir8000011.trees
0,10001.0,250,88,-0.5026462318554933,1.2140002886624515,0.5253618721290307,0.1409308084494905,-0.03540604862310149,0.8732007921248724,-0.11010313205379321,0.03800362741287732,ir8000012.trees
0,10001.0,250,42,0.8739109970854663,-0.3387957532195391,0.5437383771407222,0.04580223294636462,-0.6320674784658379,-0.4498671565962466,-1.0935740817180004,0.054686487887032,ir8000013.trees
0,10001.0,250,69,-0.3419049678202494,0.27386281437828996,-0.29156519568673533,-0.0263022085725032,0.3220937103006248,0.19653157075018451,-0.48214004625428714,0.045836186527985996,ir8000014.trees
0,10001.0,250,53,-0.22947315298874715,1.6076646398386558,0.3717133755608273,0.11065386246242724,0.006796089972391424,0.7002941339139492,-0.9303206551194269,0.04758329505706109,ir8000015.trees
0,10001.0,250,53,-0.22947315298874768,-0.18288625180058138,0.031801384161866904,-0.012527886819107962,-0.11982085645250579,-0.2153940556896987,-1.006960976816154,0.05359430553756243,ir8000016.trees
0,10001.0,250,43,1.5978255162516024,-1.2154345938351017,-1.0495304365076497,-0.21199863099025867,0.5613003759141834,-0.6535508068232088,-0.4034670775356421,0.048160383469361315,ir8000017.trees
0,10001.0,250,87,-0.6833644806264698,-0.2267983530539941,0.13918559053775892,-0.01611476518072077,-0.3177667247690238,-0.4611241369891818,-1.4596709736889053,0.05658476198701618,ir8000018.trees
0,10001.0,250,60,0.04908351331443663,-0.22760279886973173,-0.250757060125422,-0.03816188271865597,0.19227322220281812,-0.022510917844661884,-1.5127243916643567,0.056303169667918984,ir8000019.trees
0,10001.0,250,72,-1.2038789414713402,1.6557532738634941,0.46489495851032475,0.1308968077486388,-0.008636545265885956,0.8282298873413622,-0.5505304185596096,0.04361397201710066,ir8000020.trees
0,10001.0,250,68,-0.8323752647235949,0.04595980898880724,-0.5655434399667179,-0.06659606774296355,0.5373618605994742,0.18360579477096287,-1.7885099663692905,0.06782197916088317,ir8000021.trees
