#/home/enes/bim/BIM.py trees/r8020170.trees,trees/r8020171.trees,trees/r8020172.trees,trees/r8020173.trees,trees/r8020174.trees,trees/r8020175.trees,trees/r8020176.trees,trees/r8020177.trees,trees/r8020178.trees,trees/r8020179.trees,trees/r8020180.trees,trees/r8020181.trees,trees/r8020182.trees,trees/r8020183.trees,trees/r8020184.trees,trees/r8020185.trees,trees/r8020186.trees 250 --stats=all --eta=etas/BC.json --out=outs/343007942.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FayH,bsfs,FerL,FulD,Colless,btree,path
0,10001.0,250,67,1.7850273234772425,0.935337810999447,0.11388031618750043,2.4275683648629975,-0.1826973111961431,0.8095100803487495,0.03467579997408991,0.052798467229444465,r8020170.trees
0,10001.0,250,65,0.8075797345516622,0.5239332988347665,0.033572872624504944,1.7293654450431981,-0.2080974115131757,1.1993194963883653,0.043049408873788615,-0.5903757861895872,r8020171.trees
0,10001.0,250,75,2.1464991884255538,1.481179437858903,0.07407282093663967,2.4805090902780305,-0.6564635834370312,-0.7945580803687653,0.03306481056189568,0.2638474560196056,r8020172.trees
0,10001.0,250,62,1.1748488702481377,0.6867997176109664,0.06228148948508584,0.7885742466131,-0.2104544861108923,-0.6239052371832599,0.036026363518590496,-0.3181507131305349,r8020173.trees
0,10001.0,250,54,1.388928099368966,0.8925478490939163,0.05891684962090251,3.7503465429002727,-0.35325844335974127,-0.9353579182464252,0.03777475493371334,0.04705356605939485,r8020174.trees
0,10001.0,250,68,2.0064218420632405,1.4064215300824143,0.0649488246024732,2.3727423044860765,-0.6448602001481801,-0.8323752647235948,0.03136688272340142,0.29841013950030393,r8020175.trees
0,10001.0,250,38,1.531783786406095,1.026000630175995,0.0561627218744378,4.802008294237181,-0.45591298345584086,-0.10348350060033158,0.03696981474284234,-0.08956585725369895,r8020176.trees
0,10001.0,250,79,1.1005110196530203,0.6343722664509132,0.05995780927166122,1.1336265284475318,-0.18058236039723283,0.011624348835882899,0.024149862766896537,1.122878048541613,r8020177.trees
0,10001.0,250,77,1.2132561617330893,1.661845531550358,-0.10266057630972851,0.25120483350672373,-1.3919146256331232,-2.0287259934662063,0.031074349426843687,0.23465817418783036,r8020178.trees
0,10001.0,250,77,1.6427841908628973,1.030552642605878,0.07484162750010014,2.3954000653669993,-0.37391156151150834,0.08905169129991769,0.030137234142353614,0.26886534107402676,r8020179.trees
0,10001.0,250,75,1.197799789039656,0.5048117009628426,0.09788547831446454,1.8511186570651808,0.032251987149459184,0.4116127789052049,0.03693558352516767,-0.09416236439362878,r8020180.trees
0,10001.0,250,58,0.6299290432350276,0.1068530706895261,0.08061381850849793,4.244119096980056,0.21049163472459884,-0.462655797797481,0.03905226641332355,-0.41100283769836826,r8020181.trees
0,10001.0,250,67,1.0261193126987749,0.018437570203385382,0.15777450629075063,1.4164005981625594,0.538620406066864,0.8095100803487502,0.029225288249773298,0.5638598953907501,r8020182.trees
0,10001.0,250,71,1.3950667109926125,0.6887651090044499,0.09639117803660276,1.8357565119114683,-0.08880850428301174,-0.41611511278606955,0.039155084238644285,-0.34969877924683895,r8020183.trees
0,10001.0,250,62,1.352703833776623,0.641928207232034,0.09839539214799733,2.5135345141132888,-0.057732598151159116,0.2415042062493793,0.030520564230355963,0.1311337322925049,r8020184.trees
0,10001.0,250,81,1.5440572321788073,0.6011088151693635,0.13455224593955986,2.0626674116202,0.10518047975125872,-1.183633816768294,0.025390540657252658,0.7213976170584516,r8020185.trees
0,10001.0,250,78,1.9724878060725837,0.8330424312097618,0.1606954741640702,1.5686943664996111,0.05236793539696909,-0.18258553033757202,0.03157387614976032,0.30014741440501935,r8020186.trees
