#/home/enes/bim/BIM.py trees/ir8030202.trees,trees/ir8030203.trees,trees/ir8030204.trees,trees/ir8030205.trees,trees/ir8030206.trees,trees/ir8030207.trees,trees/ir8030208.trees,trees/ir8030209.trees,trees/ir8030210.trees,trees/ir8030211.trees,trees/ir8030212.trees,trees/ir8030213.trees,trees/ir8030214.trees,trees/ir8030215.trees,trees/ir8030216.trees,trees/ir8030217.trees 250 --stats=all --eta=etas/BC.json --out=outs/495630053.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,bsfs,TajD,ZngE,FerL,FulD,Colless,btree,path
0,10001.0,250,44,-0.025167265430336216,0.630680008844698,1.397423626077621,1.3463811777476018,-0.9200344546003514,-0.08407018666124817,0.05858919549164399,-1.8418926797857247,ir8030202.trees
0,10001.0,250,46,0.05864357466865166,3.534570499651529,1.7618261758845626,1.2163594599320642,-0.5599147744534727,0.9352528642313028,0.03392602668739474,-0.22230179938594874,ir8030203.trees
0,10001.0,250,48,0.003207756694580046,6.009368239785395,3.4986132194146364,3.029516202809949,-1.8705727784399324,-1.4143617479761603,0.03607980308330094,-0.34955761628431936,ir8030204.trees
0,10001.0,250,48,0.025139420234501223,4.979776354449916,3.479017428356879,2.8939543677764976,-1.7128021102565971,-1.41436174797616,0.04495400958673403,-0.598780464847679,ir8030205.trees
0,10001.0,250,37,0.01597126194300321,5.813095737209869,2.936977950258949,2.4425517602200264,-1.4679047215261183,-0.4933004654389258,0.05512372068920844,-2.01496808548072,ir8030206.trees
0,10001.0,250,77,0.02724271931534705,0.9061850537427846,2.507653978848831,2.0692935315862377,-1.1854020500725906,-0.8521828352628039,0.045115947661614204,-0.5270315130605099,ir8030207.trees
0,10001.0,250,39,0.0393711521905936,3.409135991974249,1.3892801129776955,0.9916173920473139,-0.4883862020417632,-0.6152804950534947,0.07512307293690892,-2.5227682993781064,ir8030208.trees
0,10001.0,250,46,-0.016885775460784132,4.995234720345941,3.333556561757672,2.9881376542015836,-1.9124853624048614,0.5550457539365066,0.04945588806840264,-1.5534559073098726,ir8030209.trees
0,10001.0,250,45,0.010017041479505391,3.4301019187312236,2.8727816510042676,2.4407547360909887,-1.4830278457525266,-0.5338766159724846,0.034266096644643085,-0.28571318799439355,ir8030210.trees
0,10001.0,250,69,0.12104426623365379,2.1075895261556803,2.7343482589908703,1.7336383355831795,-0.6511102348927847,-1.1247599363515055,0.047486721077859825,-0.7449211552485939,ir8030211.trees
0,10001.0,250,53,0.02048117601690598,5.465911371573766,2.4896155096125856,2.0654938485105307,-1.2123035129143958,-0.5632217466162424,0.047545018784816685,-0.7857898197661745,ir8030212.trees
0,10001.0,250,36,0.04043158333098582,5.59579277094064,2.7844306080698913,2.181853532924987,-1.2275299785333595,-0.42776132586652904,0.05865397072159606,-2.099145504778545,ir8030213.trees
0,10001.0,250,51,0.03556258455803542,6.028341975770556,2.4431608158509857,1.9397187306904524,-1.083861099193367,-1.5076720617645416,0.05628967482834564,-1.5298764153002928,ir8030214.trees
0,10001.0,250,49,0.0075444047253310775,5.707153273084625,3.3597158109742216,2.8877264200368975,-1.7676679452150623,-1.0878327471550784,0.05596579867858531,-1.4482871282421625,ir8030215.trees
0,10001.0,250,61,0.03423646288648035,5.431205469992756,2.340105968389162,1.868019408680035,-1.0401800090111244,-0.2925590550937998,0.05071900505246794,-0.6145004639900012,ir8030216.trees
0,10001.0,250,54,0.015014196310560463,4.468248751444323,3.4191346353638967,2.910630152080099,-1.755066615608199,-0.6073324070137393,0.036598004922917475,0.061545972384695946,ir8030217.trees
