#/home/enes/bim/BIM.py trees/r8060017.trees,trees/r8060018.trees,trees/r8060019.trees,trees/r8060020.trees,trees/r8060021.trees,trees/r8060022.trees,trees/r8060023.trees,trees/r8060024.trees,trees/r8060025.trees,trees/r8060026.trees,trees/r8060027.trees,trees/r8060028.trees,trees/r8060029.trees,trees/r8060030.trees,trees/r8060031.trees,trees/r8060032.trees,trees/r8060033.trees 250 --stats=all --eta=etas/BC.json --out=outs/821075285.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FulD,ZngE,FerL,FayH,bsfs,btree,Colless,path
0,10001.0,250,56,3.1452951950357533,-0.3740191419681383,2.6490884765544167,-1.5762851299311293,0.01966627109645133,4.73251519679914,0.1948428288365142,0.031330969037440086,r8060017.trees
0,10001.0,250,51,3.7708675858259793,0.22141660071262018,3.1051795687852843,-1.8111092168131215,0.034447580153881885,4.021246130484329,0.17407241699034667,0.0321325625080969,r8060018.trees
0,10001.0,250,46,3.3144759671783808,-0.5855755769478824,2.950976763235631,-1.8766204742508958,-0.013054748436316809,5.682491201804691,-0.10853023579172909,0.037430829308015466,r8060019.trees
0,10001.0,250,49,3.1257981209194288,-0.7290367633705622,2.4255007712469454,-1.320263821926707,0.05522177854018108,4.56529678227545,-0.358915388281493,0.03995552100876625,r8060020.trees
0,10001.0,250,51,3.2024043419578248,-0.47021886427824466,2.7170968755591174,-1.6374383841104256,0.014562741227411493,4.344664269862777,0.07199085862612381,0.03109211037699184,r8060021.trees
0,10001.0,250,45,2.2285438374374626,1.0178279262807017,1.7860335354172887,-1.0170431302258574,0.027823767757641504,5.737735331843454,-0.28665070450634367,0.03616077212074102,r8060022.trees
0,10001.0,250,39,4.1215653875743,-1.9406162743545758,3.4331468606736166,-2.0599681332844693,0.02301906572244631,4.978202523314834,-0.3261979857191695,0.033585956730146395,r8060023.trees
0,10001.0,250,48,2.9628304574361666,0.048273735651424475,2.4258823713402413,-1.4106158779702007,0.02857062161028582,5.879081720724439,-0.3906270180051416,0.0339206287515654,r8060024.trees
0,10001.0,250,49,4.1009277936685375,-2.1642206985086268,3.534591118751097,-2.169793832843469,0.0074034571444251945,6.032747698242918,-0.24777376277001922,0.03964963797843704,r8060025.trees
0,10001.0,250,62,3.535889730275142,-1.7777844950934465,3.0374549772345727,-1.8368287723295809,0.013462631029138819,5.079593072500683,-0.03831347425037692,0.03581260525974867,r8060026.trees
0,10001.0,250,48,3.056967791816149,-0.6830440061623675,2.521798764052589,-1.4788336479558835,0.025991539781467544,5.999563053623263,-0.40549126635019284,0.036840912035237726,r8060027.trees
0,10001.0,250,45,4.588343700221331,-2.473507293788968,3.911171978099896,-2.3846286004239006,0.013598598683234911,4.035451793796832,-0.2628956000851177,0.03996991550431114,r8060028.trees
0,10001.0,250,50,3.5451815970696083,-1.8298976208592184,2.8829694950103613,-1.6594421886405901,0.03866839944079519,4.730585104729262,0.09386366868730445,0.031491557628362914,r8060029.trees
0,10001.0,250,43,1.804774263382789,0.7891274930930117,1.5109915537956324,-0.9062700962412827,0.00990410470606144,5.118930737520578,0.08768418902120056,0.03533026113671275,r8060030.trees
0,10001.0,250,59,3.9429111513622512,-1.1091343211323579,3.3941004193073723,-2.0617111507274952,0.012618152957518445,5.54860174230566,0.46567306049076196,0.026892516301766204,r8060031.trees
0,10001.0,250,59,3.9991241555954926,-2.0155216929643363,3.633954427375861,-2.328608593813077,-0.021724258467440978,4.343792898170733,-0.062484964034601194,0.03133501748931209,r8060032.trees
0,10001.0,250,65,3.3255660171003467,-1.0086392318777198,2.835626590162873,-1.6976342790518342,0.017308048740034318,4.099049243998873,-0.14252851162603225,0.037480567431014376,r8060033.trees
