#/home/enes/bim/BIM.py trees/r8070187.trees,trees/r8070188.trees,trees/r8070189.trees,trees/r8070190.trees,trees/r8070191.trees,trees/r8070192.trees,trees/r8070193.trees,trees/r8070194.trees,trees/r8070195.trees,trees/r8070196.trees,trees/r8070197.trees,trees/r8070198.trees,trees/r8070199.trees,trees/r8070200.trees,trees/r8070201.trees,trees/r8070202.trees,trees/r8070203.trees 250 --stats=all --eta=etas/BC.json --out=outs/979004936.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FerL,bsfs,ZngE,TajD,FayH,btree,Colless,path
0,10001.0,250,100,-1.7233245762528129,-0.5409812840306242,2.8536368444887326,1.6536554980922618,2.720699709558371,0.13364768283950756,0.4759843824393144,0.028406754648326822,r8070187.trees
0,10001.0,250,117,-2.0798020261151553,-0.900416445172556,1.406059381028026,1.7052562945229073,2.176562328815363,0.04222590077383475,0.31885889660081823,0.030573908537375308,r8070188.trees
0,10001.0,250,118,-0.9927522816040658,0.5117147986134659,1.471968000784641,0.21102783882131798,1.3916765090850476,0.17611142813044564,0.7242108996745051,0.027629874336053895,r8070189.trees
0,10001.0,250,122,-2.1218433708928375,0.09249249332386164,2.207837192184103,0.8105769679849171,1.9703361202836525,0.1624533652473885,0.43163586553266997,0.03139126966269152,r8070190.trees
0,10001.0,250,97,-1.4924479137393423,-0.1571086905600254,2.329669400630665,1.073021023457762,2.1177788951562735,0.140818448326122,0.30993988487724966,0.033578105187121905,r8070191.trees
0,10001.0,250,120,-0.10318554804347667,0.4031987229530586,3.3830404665823615,0.34518121790965295,1.494444590881978,0.16892117245407956,0.44730468471102114,0.030344060947222817,r8070192.trees
0,10001.0,250,60,0.3465176657205959,-0.2515906879972143,4.638577368929474,0.7047476550727756,1.1418064196385955,0.053818504913188986,-0.00791659967320327,0.03642912664482817,r8070193.trees
0,10001.0,250,101,-0.10097369105828252,-0.5297184773789929,3.7232935632550332,1.2755360290107105,1.8947892240104682,0.0718553436105055,0.12348163633039216,0.03130771935668943,r8070194.trees
0,10001.0,250,81,-1.4079250326216999,-0.37787018858489063,1.9643309109223557,1.0229409537538259,1.615578206230054,0.07202464448174187,0.36317204117888635,0.03244249399029812,r8070195.trees
0,10001.0,250,73,-0.48649138573635214,-0.18008368161455404,2.0777940227793485,0.9720571778599184,1.867130871585257,0.12008343060842362,0.7349633247456154,0.028704063566092324,r8070196.trees
0,10001.0,250,99,-1.3390710704045001,-0.4490803547115541,1.6217986193804985,1.1635400893483916,1.7911449591275317,0.07512430787160253,0.644245425339278,0.03034719523254308,r8070197.trees
0,10001.0,250,97,-2.248129290939278,0.20036999782211132,1.7835436931185413,0.6134250673504688,1.7356408377606627,0.1611354172878866,0.7420807607528241,0.02680614932849678,r8070198.trees
0,10001.0,250,117,-0.8172312642163113,-0.05297858039854074,1.6300162832495186,0.934750976554757,1.986821774958918,0.1440373079545838,1.0956223956159468,0.025209279120600458,r8070199.trees
0,10001.0,250,84,0.05006082317429544,0.08718295806055669,2.1496740663887404,0.5864623269373488,1.4767096560127846,0.1265194773378538,0.12536537366195974,0.034246348098925995,r8070200.trees
0,10001.0,250,116,-2.0709757604629337,-0.16636976496425265,1.6812270700210874,1.0540688508701392,2.0487794026930177,0.13324267125317865,0.2738086626350194,0.03178670904817427,r8070201.trees
0,10001.0,250,81,-1.4079250326216999,0.00742046146414388,1.8727056871097343,1.0277435966978614,2.3266083835234035,0.18145632874893647,0.5481968987166318,0.02916465231500353,r8070202.trees
0,10001.0,250,93,-1.621414348102764,-0.31568203980898235,1.715492714127654,1.3780995246766845,2.516964744863276,0.1497152177629497,-0.03788479823231402,0.0373925136027983,r8070203.trees
