#/home/enes/bim/BIM.py trees/ir8000022.trees,trees/ir8000023.trees,trees/ir8000024.trees,trees/ir8000025.trees,trees/ir8000026.trees,trees/ir8000027.trees,trees/ir8000028.trees,trees/ir8000029.trees,trees/ir8000030.trees,trees/ir8000031.trees,trees/ir8000032.trees,trees/ir8000033.trees,trees/ir8000034.trees,trees/ir8000035.trees,trees/ir8000036.trees,trees/ir8000037.trees,trees/ir8000038.trees 250 --stats=all --eta=etas/BC.json --out=outs/103435335.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,TajD,FayH,FulD,ZngE,bsfs,FerL,btree,Colless,path
0,2501.0,250,18,-0.2307420007325949,0.08809003267828307,0.04279058948416611,-0.5821382729748676,7.942844380620404e-07,0.6096029309744507,0.4362626281029141,0.03493004275165177,ir8000022.trees
0,2501.0,250,18,1.1737437132575474,0.024274839325805587,-2.5502150563523878,0.8583963939269503,1.339682779971268,-0.4694786541052447,-0.852021561773277,0.04633588115904478,ir8000023.trees
0,2501.0,250,18,0.29063610904605347,0.09014461069993396,2.635796235320721,-0.1619823284618375,0.8630806882945337,0.35243688976995985,1.0881108711740912,0.03850887420650343,ir8000024.trees
0,2501.0,250,15,0.41555275593244,-0.3530267549619296,-2.4670401169421527,1.831288045424765,-0.5617393113037775,-2.083425898194597,-1.0457771522542416,0.05457313123461588,ir8000025.trees
0,2501.0,250,12,-0.08150414702614389,-0.07634148430946096,0.039536030753832795,0.23587970554366838,4.72985831489979e-06,-0.3371836393501015,-1.3442138136603174,0.07909055577147299,ir8000026.trees
0,2501.0,250,28,1.7252057197507422,0.13899045370264426,-0.3497490525185192,0.7748419625755566,1.4764893873921512,-0.05546405506601413,-0.1903016460406362,0.05180399015416505,ir8000027.trees
0,2501.0,250,22,-1.6111101836851898,-0.634216105112335,-1.9033047906683256,1.624867503529212,-1.541523297318408,-2.869452696242886,-0.5478320976479311,0.047804119704624955,ir8000028.trees
0,2501.0,250,14,-0.6043920653385246,-0.022873457859116132,2.8689971750578733,-0.3944682831156194,-0.7101624687999458,0.18792077261517648,-0.5479180025784779,0.05520468972664853,ir8000029.trees
0,2501.0,250,10,0.08143502229992555,0.05776940709732891,0.4973207385797265,-0.14951710000588306,1.331586504129518e-05,0.22853689404695243,0.42861558017513723,0.044824459126829905,ir8000030.trees
0,2501.0,250,20,2.3035331800796524,0.21833991683760753,-2.595086400843159,0.9112238495501741,1.5568019588480324,0.054705238021803666,0.30026183894658426,0.042710010549108876,ir8000031.trees
0,2501.0,250,24,2.0848671872655937,-0.05963779388113554,-0.633203559838002,2.033663089711864,0.8900552713131944,-1.4471581593164327,-0.19014298024427784,0.049634019950770825,ir8000032.trees
0,2501.0,250,11,1.804814011245952,-0.10840764087202463,-2.3105962099881507,1.852122667186932,0.8372072972275125,-1.4246144103297198,-0.518595481613324,0.05183637776914108,ir8000033.trees
0,2501.0,250,16,0.673054231213191,-0.10724029549700421,-2.4972680128673694,1.0119971496589286,0.1804225966281039,-0.9233122598794056,-1.2860429499999273,0.07036209353543205,ir8000034.trees
0,2501.0,250,12,-0.6099243826124974,0.11525454386535813,0.039536030753832926,-0.9431691219672217,4.72985831489979e-06,0.8776418864688108,0.17318636722200906,0.07290452131105066,ir8000035.trees
0,2501.0,250,13,-1.021128545649874,0.121827489068006,-1.2721674407506367,-1.3156173504616662,-7.12390662050588e-06,1.1349412637963374,0.5018512713082902,0.05062184220753983,ir8000036.trees
0,2501.0,250,13,-1.3063573046673258,0.08665812305120645,0.9776412577841304,-1.402937809981538,-0.8397867128672031,1.100388407328776,1.3184467847124688,0.04093794532970592,ir8000037.trees
0,2501.0,250,16,0.79071264762077,0.1600544304265335,-2.4972680128673694,-0.04386665686176926,1.3057622809780651,0.4595111632544777,-1.2460198006111842,0.050891738999006786,ir8000038.trees
