#/home/enes/bim/BIM.py trees/r3030050.trees,trees/r3030051.trees,trees/r3030052.trees,trees/r3030053.trees,trees/r3030054.trees,trees/r3030055.trees,trees/r3030056.trees,trees/r3030057.trees,trees/r3030058.trees,trees/r3030059.trees 50 --stats=all --eta=etas/Fn.json --out=outs/792872055.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,bsfs,FulD,ZngE,FayH,TajD,btree,Colless,path
0,100001.0,50,425,-1.548604004227308,-2.1725109835408545,0.5764213822401549,1.168667833027731,-0.2090236895586074,-0.3656492269210132,-1.844200300989026,0.19026822685595995,r3030050.trees
0,100001.0,50,317,-2.665511928316242,-3.7699163328152236,1.4709022128531801,1.622957629654247,-0.4143152143896462,-1.3832872488849284,-2.3546174580443817,0.21968592631857953,r3030051.trees
0,100001.0,50,419,-0.9094014772135127,-2.1733975343917455,0.7731594814054995,0.3470630358569623,-0.16863456820921635,-0.8715154570770922,-1.837394541743322,0.21542543719058302,r3030052.trees
0,100001.0,50,287,-1.801039987764738,-3.145604256635319,1.2459647726618963,1.0098136434788922,-0.2923336193267875,-1.1039757918747832,-2.0889555540313824,0.22107593037214887,r3030053.trees
0,100001.0,50,409,-0.21499765915178654,0.3472912181521069,0.0034418108983580546,0.29199781509103806,-0.011485573984965235,0.20052859509660848,-0.5105203617390123,0.15209750566893418,r3030054.trees
0,100001.0,50,494,-1.356185884059516,-2.3899609489747826,1.5965942446089083,0.9434634196077132,-0.19348313482545978,-0.4750706224854912,-1.6848628725635968,0.17534210215878257,r3030055.trees
0,100001.0,50,364,-1.5511148157058663,-3.2750199732936114,1.7519890836178647,0.8425532276453069,-0.2543151601623041,-1.0020529813734262,-2.027934818394006,0.26450515690147003,r3030056.trees
0,100001.0,50,282,-0.7635600958470221,-2.7766165762312034,1.7449910015047636,0.08433951824815193,-0.17086370008098917,-1.1371242104408188,-2.064823246188229,0.23953339725151807,r3030057.trees
0,100001.0,50,315,-0.5922837913042936,-2.6640202895461056,1.8295016437918121,0.12459532365929285,-0.12417225963860093,-0.7659776431488607,-1.1736415391390878,0.16852079177535687,r3030058.trees
0,100001.0,50,370,-1.5998442971589855,-3.332067289798091,1.8304246807664213,0.8844289018672635,-0.2601449910332931,-1.0035670199507027,-1.988369140521801,0.2046973961998592,r3030059.trees
