#/home/enes/bim/BIM.py trees/r8100170.trees,trees/r8100171.trees,trees/r8100172.trees,trees/r8100173.trees,trees/r8100174.trees,trees/r8100175.trees,trees/r8100176.trees,trees/r8100177.trees,trees/r8100178.trees,trees/r8100179.trees,trees/r8100180.trees,trees/r8100181.trees,trees/r8100182.trees,trees/r8100183.trees,trees/r8100184.trees,trees/r8100185.trees,trees/r8100186.trees 250 --stats=all --eta=etas/BC.json --out=outs/911676979.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FerL,TajD,FulD,bsfs,ZngE,btree,Colless,path
0,10001.0,250,96,0.11381185599847529,-0.9779261397095764,3.250678756965795,-2.4300290652689713,2.57249078355384,2.2419756920808895,0.4944666788804826,0.03285954879425535,r8100170.trees
0,10001.0,250,83,0.13179730101956916,-0.7460529779001285,3.0570227201108913,-2.54337564917009,1.853030400689271,1.9618122280819248,0.46992893974735855,0.02986258054919799,r8100171.trees
0,10001.0,250,93,0.10758136969245667,-0.2457021030577631,1.8427791718646176,-1.0313953417880375,1.735679182421463,1.0207448850958931,0.10418601983761613,0.03467175152221791,r8100172.trees
0,10001.0,250,117,0.06382385126474596,-0.8002398773328726,2.2797026977622883,-0.02812453802953388,2.187714551603214,1.6705437211137069,0.28695327730744397,0.03149024105864844,r8100173.trees
0,10001.0,250,89,0.14024354879589404,-0.5432941312888092,2.802991733401124,-1.5563355799977914,1.6822038388145988,1.6879260404359069,0.9784015130308052,0.026743416560750414,r8100174.trees
0,10001.0,250,136,0.17981556510637087,-0.0008407081614480915,2.3764051167171405,-1.8142148938286993,1.7229969865637407,1.0711380502875698,0.3529180322741889,0.033168804249255085,r8100175.trees
0,10001.0,250,116,0.158724607680579,0.19778802363074274,1.7271278764052505,-1.2753211457007418,1.8927506171564379,0.6152182026206041,0.6752851430330584,0.028272881473380404,r8100176.trees
0,10001.0,250,90,0.12892645066215974,-0.4440697638311056,2.4771584288060517,-0.35560824160210946,1.5772426282722902,1.4629607964382958,0.3194836463454567,0.031955145058412016,r8100177.trees
0,10001.0,250,115,0.07872416322870084,-1.0405112718787388,2.90813689543446,-1.741077142337554,1.4442863235742303,2.146363321949121,0.7409137839778053,0.029416477454810755,r8100178.trees
0,10001.0,250,93,0.11051673334612126,-0.4615459797777914,2.271782228311479,-1.0313953417880373,2.583236279267518,1.3865576226549288,0.8463089273877273,0.026139621600004506,r8100179.trees
0,10001.0,250,106,0.09017825032265771,-0.6912535234887104,2.42703181027583,-0.9327529447566322,3.38326688783957,1.6456331616655986,0.23091440577420735,0.0320313512112968,r8100180.trees
0,10001.0,250,84,0.039164279398703754,-0.9910587997719188,2.305480071002067,-1.0333549355823888,6.288529543024622,1.8259245630699974,-0.1019374045889266,0.03235684674180593,r8100181.trees
0,10001.0,250,119,0.09415448774741283,-0.5764922718495322,2.2753996554124822,-0.389102042881941,1.824147194740388,1.4881101928268272,0.5144344494912347,0.02966381655654877,r8100182.trees
0,10001.0,250,125,0.18835873884026752,0.007276574047848615,2.466832092874962,-1.257072904331006,1.9250350419154802,1.1032299562322827,0.4395070745356346,0.03166723590353594,r8100183.trees
0,10001.0,250,96,0.05717630299031091,-0.8974413476804686,2.367981657684971,-1.6668267647372605,1.334575708991059,1.7827318890480777,0.19952528423434224,0.032289642440730654,r8100184.trees
0,10001.0,250,121,0.08988468240970224,-0.47184640580502485,2.0313476943083795,-1.349743395105707,2.29302073855742,1.294257882645712,0.16076443204521118,0.034136546184738964,r8100185.trees
0,10001.0,250,88,0.10121831869584176,-0.9167335623370573,2.9737639530928432,-1.5391871922508327,1.52174174175895,2.065211226428017,0.6391367287860649,0.027815923190971766,r8100186.trees
