#/home/enes/bim/BIM.py trees/ir8000082.trees,trees/ir8000083.trees,trees/ir8000084.trees,trees/ir8000085.trees,trees/ir8000086.trees,trees/ir8000087.trees 250 --stats=all --eta=etas/BC.json --out=outs/869814886.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FerL,bsfs,TajD,FayH,FulD,btree,Colless,path
0,2501.0,250,5,0.15079579843621274,-0.2165932023070127,4.412274868850414e-06,-0.05433548956223134,-0.06972481859794655,-1.854344998188919,-1.0978708721796018,0.057066977587770434,ir8000082.trees
0,2501.0,250,5,-0.9840813178451867,0.8044172622997772,-0.5048618772467529,-0.9185755771182725,0.10490706651434162,0.4082063286831289,-0.6591849982142788,0.04670294079543982,ir8000083.trees
0,2501.0,250,12,0.27441071297866476,-0.2781164495333208,4.72985831489979e-06,0.1321731397892553,-0.04272622683767988,0.0395360307538326,-1.4798675535191628,0.05421686746987952,ir8000084.trees
0,2501.0,250,4,0.9903808957572477,-0.9355929563176638,0.21785190969725915,0.6716143227792748,-0.19946276681652955,-1.7193945226261713,-2.0033097943618703,0.05541520922399275,ir8000085.trees
0,2501.0,250,8,-0.8071534570193383,0.8091609652122357,9.120471661981977e-07,-0.42318965526063773,0.1404068538140721,-0.5065713299685085,-0.6623325783730983,0.04450058297706957,ir8000086.trees
0,2501.0,250,9,1.061740705038614,-1.35372671224827,-0.4190307115291243,-0.035085880460237466,-0.3059091485715087,0.7828117394489827,-2.738891754464198,0.07922010623137712,ir8000087.trees
