#/home/enes/bim/BIM.py trees/r8110068.trees,trees/r8110069.trees,trees/r8110070.trees,trees/r8110071.trees,trees/r8110072.trees,trees/r8110073.trees,trees/r8110074.trees,trees/r8110075.trees,trees/r8110076.trees,trees/r8110077.trees,trees/r8110078.trees,trees/r8110079.trees,trees/r8110080.trees,trees/r8110081.trees,trees/r8110082.trees,trees/r8110083.trees,trees/r8110084.trees 250 --stats=all --eta=etas/BC.json --out=outs/232136755.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FulD,TajD,FayH,bsfs,FerL,Colless,btree,path
0,10001.0,250,103,3.025937893907014,-2.8331880743410602,4.084180334052446,0.10765976452144174,1.6730978964227747,-1.4826377435011446,0.030641274776525448,0.17721852431492954,r8110068.trees
0,10001.0,250,68,2.350561948548762,-0.5678189987086351,2.8671625596301773,0.03231848394570475,6.342880850664639,-1.343914180501448,0.03156712872997366,0.0011185416474091437,r8110069.trees
0,10001.0,250,73,3.345667888746889,-0.7339578000348772,3.8744114590833156,0.015034004766178223,6.6583926751833165,-2.0198625841925884,0.02570330951597955,0.715749600734467,r8110070.trees
0,10001.0,250,99,3.9771085331691918,-1.3390710704044997,4.533578798518744,0.012992026008725677,6.823598147146172,-2.4136775256343297,0.032078133321817734,0.19662240011047996,r8110071.trees
0,10001.0,250,98,2.400502751112673,-1.3214726045441414,3.16160390891627,0.07301193923406399,6.035175095421567,-1.2222147558606011,0.02981279958543853,0.21620529242766134,r8110072.trees
0,10001.0,250,110,2.805598743208692,-1.0099711647405607,3.257615134500511,0.01953724990928449,6.749971956972288,-1.6640884398292854,0.03717957383531321,-0.24016084223385875,r8110073.trees
0,10001.0,250,102,1.8559588061970493,-2.1100825540862274,3.0710553803692258,0.15271210273679023,2.3936614574559734,-0.5965133568756127,0.03068888457054022,0.17563170267852388,r8110074.trees
0,10001.0,250,98,2.2608416253845594,-1.1343957571390098,2.9577998368901435,0.0657148054255738,4.299466156853274,-1.1620886222422022,0.02614297435517801,0.6129521175855442,r8110075.trees
0,10001.0,250,78,1.8828195144685673,-0.8799471540862625,2.3455566702344943,0.03483820860924395,6.4250712246882555,-1.0428644775567364,0.027601445207352707,0.5559903329303628,r8110076.trees
0,10001.0,250,97,1.3238329759056946,-1.492447913739342,2.731804915078361,0.19201363002713237,1.7249023724764552,-0.12804521888907813,0.028893977030140197,0.5745374434413446,r8110077.trees
0,10001.0,250,93,3.081701425794582,-1.6214143481027643,3.8839700654214737,0.06627813810978003,4.562876638551505,-1.6692590652441455,0.03131882368182407,0.12075366688383393,r8110078.trees
0,10001.0,250,75,2.6705104102432853,-0.7945580803687654,3.6016469645401172,0.09173186259451546,4.73814066684245,-1.3309490890351614,0.03405131561901255,-0.032322427180928724,r8110079.trees
0,10001.0,250,100,1.9725932042938292,-1.5398287485519548,3.03951376161964,0.1278408453688006,3.425589976297174,-0.7592332874798213,0.0283499589756877,0.47426376575330603,r8110080.trees
0,10001.0,250,93,2.1661123196497134,-0.4413763354733104,2.7126709688373567,0.04391568578206132,6.429976975545377,-1.1828958877724334,0.030636884455384268,-0.0984929917182698,r8110081.trees
0,10001.0,250,84,3.1784170843215502,-1.4667212390850626,3.6375819517462613,0.010043725242220563,5.18271021779299,-1.9320294227644292,0.035567489900952785,-0.13212931981277187,r8110082.trees
0,10001.0,250,85,2.934350932789761,-1.271183863294312,3.4350137071455307,0.021325435982418803,6.5171177648598775,-1.740605261670537,0.03495317676234893,-0.0722385341250615,r8110083.trees
0,10001.0,250,93,1.0919338764127768,-1.228068343892946,2.313044066182807,0.16768726865506803,1.6975275526921858,-0.07411778842960541,0.03146735998499002,0.23642669176560488,r8110084.trees
