#/home/enes/bim/BIM.py trees/ir8090088.trees,trees/ir8090089.trees,trees/ir8090090.trees,trees/ir8090091.trees,trees/ir8090092.trees,trees/ir8090093.trees 250 --stats=all --eta=etas/BC.json --out=outs/535672488.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,FayH,ZngE,TajD,FerL,Colless,btree,path
0,2501.0,250,6,-1.9642299758823034,0.7325246197878825,0.17686642168267316,-0.10365566865767309,0.5589325747258093,0.4008000410302874,0.07815131493716802,-2.3745996841618364,ir8090088.trees
0,2501.0,250,9,2.2745822299074945,-0.8472285522759556,0.07883450000160028,-0.7920177759629685,-0.6510612810505276,0.6751121519876984,0.10794792071511854,-3.3125932876286,ir8090089.trees
0,2501.0,250,8,2.747666444680365,1.7507984844317013,0.09356463551944569,0.7509277813276953,1.3719995042806041,-0.2726230736284196,0.08916310402901931,-2.1324030150225113,ir8090090.trees
0,2501.0,250,6,-1.9642299758823034,2.5569844482477087,0.013760998619184145,0.8536800064841144,1.1697994553979325,-0.5127738611521171,0.030541520922399274,-0.324160088956275,ir8090091.trees
0,2501.0,250,8,-0.5065713299685085,9.120471661981977e-07,0.026116633217975888,-0.06884698786796599,0.02560763462467256,0.09930433725856554,0.07232154424148206,-1.467688345507016,ir8090092.trees
0,2501.0,250,4,-1.7193945226261713,1.057087611913595,0.030746003560410077,0.761963632272971,1.119417698984566,-0.43456949081773716,0.03708381914755798,-0.13440216953499418,ir8090093.trees
