#/home/enes/bim/BIM.py trees/r8030102.trees,trees/r8030103.trees,trees/r8030104.trees,trees/r8030105.trees,trees/r8030106.trees,trees/r8030107.trees,trees/r8030108.trees,trees/r8030109.trees,trees/r8030110.trees,trees/r8030111.trees,trees/r8030112.trees,trees/r8030113.trees,trees/r8030114.trees,trees/r8030115.trees,trees/r8030116.trees,trees/r8030117.trees,trees/r8030118.trees 250 --stats=all --eta=etas/BC.json --out=outs/328721485.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,TajD,ZngE,FayH,FulD,btree,Colless,path
0,10001.0,250,50,-0.9439919926300837,5.6670121558396955,2.334235756125826,1.778521681631615,0.047492353749277356,-0.42115004148078117,0.3501361731664873,0.030962559917087705,r8030102.trees
0,10001.0,250,49,-1.0819431980458947,5.706160046620204,2.220271987129065,1.8389263745488276,0.017800195809667484,0.3473511879829864,0.016421917791397834,0.034742657265004716,r8030103.trees
0,10001.0,250,49,-1.2143837531449344,5.827785780115179,2.514490457623271,2.073807342819808,0.021783819543691733,0.7061471717675017,-0.9844475603315861,0.04436455499417023,r8030104.trees
0,10001.0,250,38,-1.908865222287012,5.886575707719776,4.009829150955743,3.260910591405527,0.03678468819327552,-2.36473894554471,0.6168886167688483,0.02531991766348548,r8030105.trees
0,10001.0,250,42,-0.9723041544646991,5.385530003465441,2.1865405393727406,1.7282979320242307,0.030939371512364047,0.047719259819079804,-0.8669288935999742,0.04320147975414202,r8030106.trees
0,10001.0,250,51,-1.0372393099038828,4.4352949423751244,2.737491982165411,2.030675611915336,0.06604887110994045,-1.5076720617645416,0.24546388466363095,0.029399317700911167,r8030107.trees
0,10001.0,250,31,-0.8389956717882832,2.3745723791958206,1.8066554920110003,1.4427821680624877,0.019052129263983624,0.498219979995868,-1.2741404550472613,0.0482080123149143,r8030108.trees
0,10001.0,250,34,-1.118540979417209,4.130491463525678,2.3208071079713357,1.8918041916462989,0.01853886936090073,-0.7860525318473446,0.15437770223982428,0.030462865286028908,r8030109.trees
0,10001.0,250,47,-0.8310369475313916,4.6884515387624806,1.7728536287527716,1.4402441607532595,0.018971637592185068,-0.6352593633139793,0.7554923865371309,0.02555382821609017,r8030110.trees
0,10001.0,250,48,-1.2638431570575386,4.505927637380068,2.837725194262269,2.253232864458017,0.04036016894231388,0.048273735651424475,0.19800508613968523,0.028789890745778812,r8030111.trees
0,10001.0,250,38,-0.9617478326780153,5.532431935752798,2.178375704799829,1.711018518922346,0.03158043904870599,0.3487675883885441,-0.34817537678439187,0.03963920196916699,r8030112.trees
0,10001.0,250,60,-1.1755056684784193,4.369322853911442,2.7225889071945533,2.1445067687299715,0.04481700543981611,-0.5457847914978804,0.2672620747453378,0.03012857883145485,r8030113.trees
0,10001.0,250,41,-1.3530574046851704,5.835309886537933,2.876306977020611,2.331407994235684,0.029326743008582748,-0.7264779108499136,0.011130697160821493,0.03287990672366887,r8030114.trees
0,10001.0,250,38,-0.39757855222861915,5.131660433980558,1.197532089985209,0.8351965607078335,0.0375665247007086,1.7055208553551702,-0.08976698118759634,0.03793129507276418,r8030115.trees
0,10001.0,250,37,-0.8774400798999431,4.6468005583526795,2.143174835136459,1.6266824038164358,0.04163073770271255,-0.0300650904916571,0.23822182427324956,0.026918156496955562,r8030116.trees
0,10001.0,250,38,-1.4605399043840965,4.9938290079147185,2.725508709004684,2.347553406410393,-0.00012471011775003289,-1.460236767566959,0.07683981519634583,0.029942350045342663,r8030117.trees
0,10001.0,250,49,-1.6642336623473997,5.556185737962625,3.5104735258636635,2.8701417486155405,0.035044019589443226,-0.7290367633705623,0.20008036525432507,0.02976016971110247,r8030118.trees
