#/home/enes/bim/BIM.py trees/r8010017.trees,trees/r8010018.trees,trees/r8010019.trees,trees/r8010020.trees,trees/r8010021.trees,trees/r8010022.trees,trees/r8010023.trees,trees/r8010024.trees,trees/r8010025.trees,trees/r8010026.trees,trees/r8010027.trees,trees/r8010028.trees,trees/r8010029.trees,trees/r8010030.trees,trees/r8010031.trees,trees/r8010032.trees,trees/r8010033.trees 250 --stats=all --eta=etas/BC.json --out=outs/191546774.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,bsfs,ZngE,FerL,TajD,FulD,btree,Colless,path
0,10001.0,250,61,0.091156478183112,0.44395788371423683,-0.36084459256573775,0.5384766131948165,0.16671949083636003,1.1718571002573934,0.3907985764433143,0.030245714038951505,r8010017.trees
0,10001.0,250,81,0.047181238218876875,2.0183659323219802,0.8964713562275546,-0.3877036846445965,1.3130643028878544,-0.062177737501268426,-0.04971671661191174,0.03701806247472784,r8010018.trees
0,10001.0,250,57,0.1034885796031636,1.6652931699930684,0.36883584368791916,0.12579984965303997,1.0719469773165764,0.2048994237923546,0.06712619285771045,0.036020141687292465,r8010019.trees
0,10001.0,250,81,-0.1129967074781051,-0.24300799471545897,1.411154591730039,-1.2747127850657054,0.8594159523137364,-0.7350513850614836,0.08559060311249832,0.035908339239310194,r8010020.trees
0,10001.0,250,56,0.12342716409091406,1.7486759384322295,0.19245633020674024,0.3026654404353512,0.9954997823325559,1.2117326406744577,0.12070196043725447,0.03273647585734644,r8010021.trees
0,10001.0,250,70,0.13259651469334463,1.7748852059335667,0.14256451827814717,0.37592257846353044,1.0085392095588324,-0.6369527735835624,0.3358690845131414,0.03181327460379151,r8010022.trees
0,10001.0,250,54,0.09756369356206065,2.3601100067246286,0.46932716041052824,0.04096325110163317,1.1477015635744297,-1.2633834294791115,0.5183134541233223,0.02977141541074693,r8010023.trees
0,10001.0,250,81,0.09345725110833764,3.1229590694358,0.7916136519494432,-0.15858719157283177,1.4934556926535825,-0.5107601692080787,0.3520064621003005,0.030942317657727685,r8010024.trees
0,10001.0,250,65,0.0927159116954071,1.2308578685652094,0.5346853606548975,-0.009204561467522215,1.1957991766489207,0.09534013225532229,0.2096592167714796,0.03366748417474124,r8010025.trees
0,10001.0,250,66,0.08391750374270475,2.1927978179267775,0.5256381041454413,-0.03369521139858196,1.1298321482068308,-0.7668319605999473,0.4127780363774643,0.030374359038652016,r8010026.trees
0,10001.0,250,79,0.05538287187702707,1.8155964977836432,1.0348459358798034,-0.44478547562558224,1.522088612110705,0.011624348835882594,0.11726511254016872,0.03305597757599312,r8010027.trees
0,10001.0,250,78,0.13679441074729254,1.724888644532654,0.9200405320323147,-0.08603602267877461,1.9167362181605736,-0.8799471540862622,0.1981412570187776,0.03364567139525846,r8010028.trees
0,10001.0,250,67,0.06698301026727492,0.6014623942931001,-0.01770580028442631,0.24449625436285546,0.40671619746453486,-0.531800272367815,0.328086960481966,0.031048926890357126,r8010029.trees
0,10001.0,250,59,0.11150596878715661,1.7022780098825543,0.5009280730945714,0.07287598202617422,1.2740796224574678,-0.20274694930037943,0.9106609046397097,0.026568071948234365,r8010030.trees
0,10001.0,250,76,0.09903444839247877,2.0559240744144787,0.7262918603293105,-0.10044435797189137,1.4552016609777862,-0.10902501076379023,0.2516797738508334,0.03252796130759598,r8010031.trees
0,10001.0,250,69,0.11235565968703504,2.7799689885266154,0.4026740137124242,0.14330788581932172,1.1729057723056813,-0.6028566239973346,-0.3197464114307969,0.04216697008748066,r8010032.trees
0,10001.0,250,71,0.10424640827215118,2.4181679152568387,0.8079030037496173,-0.13508616979936605,1.5799759573235495,-0.4161151127860697,0.4219408950094829,0.03169559960271191,r8010033.trees
