#/home/enes/bim/BIM.py trees/r8020204.trees,trees/r8020205.trees,trees/r8020206.trees,trees/r8020207.trees,trees/r8020208.trees,trees/r8020209.trees,trees/r8020210.trees,trees/r8020211.trees,trees/r8020212.trees,trees/r8020213.trees,trees/r8020214.trees,trees/r8020215.trees,trees/r8020216.trees,trees/r8020217.trees,trees/r8020218.trees,trees/r8020219.trees,trees/r8020220.trees 250 --stats=all --eta=etas/BC.json --out=outs/718338227.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,ZngE,FayH,FerL,TajD,FulD,btree,Colless,path
0,10001.0,250,62,1.9118781610006688,0.6113339956100351,0.12855613224152646,0.06554770690278919,1.509056790250076,1.395383464159566,0.9346460748620551,0.02798505851362438,r8020204.trees
0,10001.0,250,68,2.4493930182811754,0.3890773813572448,0.08969212245550226,0.07202446335746093,1.0125062626192798,0.7549623313661616,0.45285378864237946,0.02950943559182968,r8020205.trees
0,10001.0,250,70,2.9994389055058326,0.498200505089123,0.11071886639827525,0.07895100291099527,1.2709295894785375,-0.12206448590580045,0.2611907503160318,0.03031156885606944,r8020206.trees
0,10001.0,250,73,2.5742979042103435,1.010781268063488,0.09644793021339539,-0.28715930663793243,1.7594144063349308,-1.2288906286319263,0.026652564425577636,0.03661306892988309,r8020207.trees
0,10001.0,250,77,3.7575615901837236,1.3491333833746728,0.10388594596899603,-0.4686313536813452,2.188609494869125,-0.38156557198144364,0.21824746251717986,0.03179123613475034,r8020208.trees
0,10001.0,250,70,1.2136655901016147,0.7752125976436876,0.13870599877527148,0.005291610333044915,1.7630469943293623,-1.409285205100206,0.7657603883614769,0.025290678844409904,r8020209.trees
0,10001.0,250,74,1.3739280397010363,0.4534826201050003,0.09718749564617717,0.06114828154573564,1.1351220418140457,-0.7646441268550347,0.227977813028598,0.03400985345556801,r8020210.trees
0,10001.0,250,81,0.8837302581043263,0.25211676123610843,0.08165355983760528,0.13359452522055357,0.8102268169108336,-0.7350513850614834,-0.0623296831992081,0.03722200630478905,r8020211.trees
0,10001.0,250,45,2.970383499923768,0.2953253471065101,0.13559387503916456,0.26755793160765473,1.1762513514741177,-0.1459504804091882,0.28989305803120113,0.030102815955905735,r8020212.trees
0,10001.0,250,52,1.592202130577562,0.7172561426960918,0.04569419820355955,-0.2903150170359152,1.106207531767081,0.5014812498441634,1.2388620884788977,0.02213153690028933,r8020213.trees
0,10001.0,250,94,0.9747371493927582,1.3751226866277289,0.009704942829336169,-0.816078977311164,1.6035834438460868,-1.052831712581083,-0.22352212608613634,0.038724208079046786,r8020214.trees
0,10001.0,250,64,1.3439580314819028,1.3498147198002133,0.050990582366883995,-0.6598734943989379,1.8553837076595525,-0.977488816650842,0.8247646076211282,0.027320032819449842,r8020215.trees
0,10001.0,250,64,2.095710614925243,0.8601732799354253,0.07628612714498816,-0.2685450012261529,1.4604699289703815,0.4226673962370734,0.1464644549839236,0.03288692404024702,r8020216.trees
0,10001.0,250,70,1.0991014122781435,0.23581611379156506,0.11818227428310367,0.2676700557835992,1.021889084198381,-0.6369527735835621,0.7402542989797566,0.02429311031461569,r8020217.trees
0,10001.0,250,77,4.30262789995558,0.4286027166269451,0.097625036116846,0.07939089444591986,1.1107334194462053,0.7949775862219589,-0.08646208462117612,0.031414691022153135,r8020218.trees
0,10001.0,250,71,1.2791616811389634,0.3936280515675576,0.12012275242268614,0.17726570310814607,1.2132507116761277,-1.4322345146311273,-0.11655146998136139,0.03905821798359692,r8020219.trees
0,10001.0,250,72,1.2888371979745927,1.7104575290529425,0.11988766603038171,-0.6388438787441001,2.6999599440839157,-0.7024687379975418,0.6580720899508121,0.030034114954441433,r8020220.trees
