start,end,N,SS,TajD,ZngE,FerL,FulD,FayH,bsfs,Colless,btree,path,iColless,ibtree
0,100001.0,250,654,-2.2158381016746,-1.750325247429359,0.9045037324979746,5.588401428959854,-0.04530759415930021,-2.0365080218206404,0.052816701928552284,-0.9242818824676624,1030000,0.07662411432329813,-2.2502924902923542
0,100001.0,250,743,-2.419581667070865,-1.7593050345503218,0.7994612846966096,7.089881210204473,-0.0739425572821681,-3.6663049343251912,0.0636253182764219,-1.9262039438623608,1030001,0.08063495428439074,-2.5940798445171263
0,100001.0,250,734,-1.6131336289801372,-1.7034095668689726,1.1868225301234216,5.759648195417203,0.03564389303092978,0.4516733850675537,0.03487169621914472,0.23061237610684665,1030002,0.04534944371303825,-0.6971992939645557
0,100001.0,250,640,-2.057614675168378,-1.265604400735737,0.39667467579096544,4.884993121356969,-0.09974529874486934,-1.6763958381305557,0.049884219638648586,-0.7165490021217564,1030003,0.08454432985091401,-2.25803792134662
0,100001.0,250,654,-2.076271670763863,-1.0855840599276605,0.16411267453134548,5.38444384538834,-0.13135905716249238,-2.6586502579938656,0.054590666540949066,-1.1931164354847197,1030004,0.08003594844325942,-2.323697795761145
0,100001.0,250,684,-1.7384772003769464,-1.4999075793204837,0.8655001296867778,5.375122401260677,-0.015288175258050147,-0.7357024055229784,0.04475838439380785,-0.4492759513357419,1030005,0.07496320215660171,-2.0336322612637696
0,100001.0,250,651,-2.1593653111059,-1.9429802612033893,1.1739141652852223,5.7161752236369905,-0.0061039907968742065,-1.4899611587714676,0.048670694508238216,-0.690759217285714,1030006,0.06398877417101785,-1.6205420595615347
0,100001.0,250,742,-1.913483127382365,-1.3948521277062835,0.6366059563978451,5.741341118245848,-0.05790909668015444,-1.4596702623449902,0.04426612102241779,-0.5408782185000672,1030007,0.07031742875477902,-2.1089138826129408
0,100001.0,250,666,-2.21581163286365,-1.348508269990786,0.4091544711203743,5.718277556175079,-0.10973369416830707,-2.6363529042541165,0.06052791207034953,-1.354762736373375,1030008,0.08477458219976683,-2.488717835145025
0,100001.0,250,704,-1.926419843162396,-1.301497602239854,0.5145247498118046,4.809672019736159,-0.07473213211386433,-1.35231007032431,0.059442875014743636,-1.1033911812742527,1030009,0.0726765691357002,-1.9913587211241777
0,100001.0,250,743,-1.5796489104135782,-1.360234234906487,0.7827767861688292,4.5230385909260304,-0.0143911790762843,-0.2642789226318061,0.04233752093531843,-0.3389730901778391,1030010,0.06517622710580426,-1.6530838135000334
0,100001.0,250,709,-1.4900980577848526,-1.2756788097027791,0.7294353495232926,5.157304966488615,-0.014727401434910569,-0.2699077720128307,0.04182333233910887,-0.2254455074760605,1030011,0.06538950988395628,-1.617597031573614
0,100001.0,250,710,-1.5499649091187198,-1.1086818285133588,0.4897576841665207,5.038272094832543,-0.05027772031959079,-0.6529148508584384,0.046851052578546624,-0.5834835076965136,1030012,0.06051773074703504,-1.5177846094049323
0,100001.0,250,741,-1.8250878376588848,-1.829793612709262,1.2226345194799584,5.418674944667054,0.024713195480480427,-0.3282887277716206,0.035716684796876536,0.11815525120732705,1030013,0.05922075398367666,-1.4901413064972358
0,100001.0,250,637,-1.910722767456112,-1.64132885655411,0.9428378576828392,5.670258354578103,-0.017869281337283167,-1.067699868415097,0.043073308206194316,-0.4566462025546558,1030014,0.06709941792677082,-1.7767215402320975
