#/home/enes/bim/BIM.py trees/r8050000.trees,trees/r8050001.trees,trees/r8050002.trees,trees/r8050003.trees,trees/r8050004.trees,trees/r8050005.trees,trees/r8050006.trees,trees/r8050007.trees,trees/r8050008.trees,trees/r8050009.trees,trees/r8050010.trees,trees/r8050011.trees,trees/r8050012.trees,trees/r8050013.trees,trees/r8050014.trees,trees/r8050015.trees,trees/r8050016.trees 250 --stats=all --eta=etas/BC.json --out=outs/614465058.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,bsfs,FerL,FayH,TajD,FulD,Colless,btree,path
0,10001.0,250,46,1.3477497529902538,3.5563880165248483,-0.6227607691609267,0.06426953076340601,1.9477581413720197,-0.20536846665308633,0.028464665112061152,0.1031270856167574,r8050000.trees
0,10001.0,250,66,1.4203415326514521,5.004588103176119,-0.6910023721288318,0.054405878584391776,1.9559912261346577,-0.49475855933340335,0.027826143282808653,0.41404134139807064,r8050001.trees
0,10001.0,250,65,0.6901015269640596,1.3155205204376317,0.0957266740602069,0.15062604866427945,1.7402250482929085,-0.45664954981119815,0.032320140778166424,0.10706562639577862,r8050002.trees
0,10001.0,250,68,1.664511604712877,5.912162490109149,-0.6211340379890067,0.11755665286114324,2.6341235509448064,-1.0969315307385548,0.0287095964503174,0.11589187145419451,r8050003.trees
0,10001.0,250,70,0.27329959826264455,4.554952821347802,0.33942598777687366,0.14530993686552376,1.2376293445598117,0.39282380177196247,0.03315634454325842,0.3451087052293302,r8050004.trees
0,10001.0,250,77,1.0850467166847508,3.2007121147764908,-0.35896127065898487,0.08862880013469951,1.792844946828708,-1.5581087301848453,0.026964161631864707,0.78183143775387,r8050005.trees
0,10001.0,250,85,1.4716599953833718,1.8128446717097104,-0.4671788539826826,0.12460527836437184,2.459265312963633,-1.271183863294312,0.03326521486570632,0.1719519598247823,r8050006.trees
0,10001.0,250,70,2.5268798231702414,4.663581663988512,-1.3793037471563285,0.053261239619306414,3.1980179060183525,-1.4092852051002067,0.038127041272049154,-0.2155175292103741,r8050007.trees
0,10001.0,250,83,1.3849334590107771,1.4997982546115496,-0.6474028642026056,0.05908425612551751,1.938825895226542,-0.5709258801405981,0.033344992874724706,0.2126802051862232,r8050008.trees
0,10001.0,250,77,2.1263027167764426,2.921667590423451,-1.1494366101722993,0.047420159443669854,2.7016314526042233,-0.8521828352628043,0.03888313109067093,-0.22204367952537835,r8050009.trees
0,10001.0,250,83,0.9591233499541905,1.833337180413553,-0.1668029273123589,0.12010956233968846,1.8540624848933793,-0.7900869655883193,0.028135840854457268,0.6567535378779934,r8050010.trees
0,10001.0,250,89,2.1599240549811465,5.830364518084098,-1.2501419379611265,0.024257321513559374,2.580796065835415,-0.32579553320510307,0.044706840946127466,-0.612552913550725,r8050011.trees
0,10001.0,250,68,2.555156989528547,2.956481826987472,-1.364434356049978,0.06275783129910252,3.2929175271703963,-0.8323752647235948,0.030969260802944824,0.41771933379660786,r8050012.trees
0,10001.0,250,84,1.1291625315151042,1.6200843957091873,-0.15663435062851708,0.15241854056167883,2.2540748214428095,-1.0333549355823888,0.03441577994628908,-0.011553329956085972,r8050013.trees
0,10001.0,250,76,1.9471739002721205,1.809648833447172,-0.995979350611081,0.059546496666815885,2.578329025278741,-1.3001975058694986,0.03755695995764263,-0.04229739936886957,r8050014.trees
0,10001.0,250,81,0.7796070445893544,3.2687144442073466,-0.04131878594146214,0.12441372225009921,1.6795543480564488,-0.06217773750126793,0.029935090752330796,0.6049685010141304,r8050015.trees
0,10001.0,250,70,1.2314140305965844,1.5842708160795893,-0.5672648014884877,0.05591731193627965,1.7499369873258401,-0.3795086297446814,0.029036742503512816,0.43621965585949457,r8050016.trees
