#/home/enes/bim/BIM.py trees/ir8000056.trees,trees/ir8000057.trees,trees/ir8000058.trees,trees/ir8000059.trees,trees/ir8000060.trees,trees/ir8000061.trees,trees/ir8000062.trees,trees/ir8000063.trees,trees/ir8000064.trees,trees/ir8000065.trees,trees/ir8000066.trees,trees/ir8000067.trees,trees/ir8000068.trees,trees/ir8000069.trees,trees/ir8000070.trees,trees/ir8000071.trees,trees/ir8000072.trees 250 --stats=all --eta=etas/BC.json --out=outs/187949832.csv --r2t=0.005 --r2s=0.001 --treew=branch
start,end,N,SS,TajD,ZngE,FayH,FerL,bsfs,FulD,Colless,btree,path
0,2501.0,250,18,1.1660237071580288,0.4868299123848147,0.1063141397303267,-0.008482594038979854,2.718734230909183,-1.6858798410735365,0.05373105324523902,0.02153180074437977,ir8000056.trees
0,2501.0,250,15,1.8565429416591235,1.1954840996197444,0.07434164792143733,-0.5521062339526843,3.289591734206082,-1.4636660782230697,0.04971961579035034,-1.565713184256283,ir8000057.trees
0,2501.0,250,10,-1.607082240602691,-1.5154682335559424,0.06597894301096373,1.1065709447903407,-1.0407127223449568,3.2538034726531526,0.04537504858142246,0.1842640455895616,ir8000058.trees
0,2501.0,250,28,-0.18946283162492908,1.0894775582480443,-0.25328776949331033,-1.4583907064208053,-0.27085289637552046,-1.5360309750754062,0.06012760720300557,-0.708899628885208,ir8000059.trees
0,2501.0,250,7,-0.3836348603229847,-0.22626927548391418,-0.021787761397729977,0.09848203988671607,1.690525703800356e-05,-0.2641278187844844,0.09502526233968131,-1.3290945368508373,ir8000060.trees
0,2501.0,250,16,-0.41585208017822145,-0.9935193112472493,0.1517043695681099,1.0317614558514803,0.3216966198971236,-0.5928903682049141,0.06137453037958284,-0.962062870424024,ir8000061.trees
0,2501.0,250,22,1.1556932906774071,0.5091065708360624,0.09720309338204373,-0.033775157458395225,2.370754469187873,-0.4426837126389184,0.040193030185257154,0.021670172637743193,ir8000062.trees
0,2501.0,250,17,-0.618590954619641,-0.18164908290040868,-0.07431465811859546,-0.09020786375438793,-0.35457503245736194,-0.712707643166984,0.05664593859308201,0.11155771669632157,ir8000063.trees
0,2501.0,250,10,0.5880079135095637,-0.03568783887671169,0.1352303507985607,0.337333126882117,1.0721247136594045,-0.8809206284569866,0.06608692835859567,-1.2068570391883604,ir8000064.trees
0,2501.0,250,25,-0.8541224324536758,-0.6838925711180177,-0.007134150941120058,0.4052824946405874,-0.2710396036647346,-0.06408293727392286,0.04683249125534396,0.47885405587362684,ir8000065.trees
0,2501.0,250,8,0.11463521583313897,-0.5118308693587894,0.1768024188215082,0.7010851973849861,0.35672111117749883,1.120547557355928,0.08385153517294987,-0.4236060177303713,ir8000066.trees
0,2501.0,250,16,-1.4380975259034572,-0.8529457275388721,-0.07467505814915217,0.33264878301654816,-1.3089435071002098,3.2158649211199966,0.06020857624044565,-1.0367510930354018,ir8000067.trees
0,2501.0,250,18,-0.6766973171073122,-0.8651004396877244,0.0691673690988781,0.733943963748205,7.942844380620404e-07,-1.6858798410735367,0.07193289286176967,0.3321855205235216,ir8000068.trees
0,2501.0,250,24,0.042006799329734806,-0.5791128788066424,0.12864133830249563,0.7449420910843967,1.0112778775106381,-0.6332035598380017,0.06523945243338948,-0.5716348173369855,ir8000069.trees
0,2501.0,250,11,0.3516139435300454,0.09027738515963944,0.049514257190206405,0.06244127962325445,0.339774648369171,1.5338211835684221,0.08148723927969943,-3.309166406614937,ir8000070.trees
0,2501.0,250,15,-0.6839195320853287,-1.157645967844196,0.14217514757561522,1.102343361231599,-3.1232848154354443e-06,0.5430819992150967,0.049617826143282806,0.1212922588183184,ir8000071.trees
0,2501.0,250,25,0.9214213588772644,1.0690611538334809,-0.06105130404139575,-0.8506418722442979,0.43718480742839494,-2.682196731888612,0.051917346806581166,-0.17534633046816794,ir8000072.trees
