#/home/enes/bim/BIM.py trees/r8000017.trees,trees/r8000018.trees,trees/r8000019.trees,trees/r8000020.trees,trees/r8000021.trees,trees/r8000022.trees,trees/r8000023.trees,trees/r8000024.trees,trees/r8000025.trees,trees/r8000026.trees,trees/r8000027.trees,trees/r8000028.trees,trees/r8000029.trees,trees/r8000030.trees,trees/r8000031.trees,trees/r8000032.trees,trees/r8000033.trees 250 --stats=all --eta=etas/BC.json --out=outs/150179311.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FerL,FayH,bsfs,ZngE,FulD,btree,Colless,path
0,10001.0,250,43,-0.6535508068232088,-1.0495304365076497,-0.21199863099025867,-1.2154345938351017,0.5613003759141834,1.5978255162516024,-0.543007524738112,0.048275852357536744,r8000017.trees
0,10001.0,250,87,-0.4611241369891818,0.13918559053775892,-0.01611476518072077,-0.2267983530539941,-0.3177667247690238,-0.6833644806264698,-0.6262633199080924,0.0447904916281965,r8000018.trees
0,10001.0,250,60,-0.022510917844661884,-0.250757060125422,-0.03816188271865597,-0.22760279886973173,0.19227322220281812,0.04908351331443663,0.3373485878355395,0.030713906615013647,r8000019.trees
0,10001.0,250,72,0.8282298873413622,0.46489495851032475,0.1308968077486388,1.6557532738634941,-0.008636545265885956,-1.2038789414713402,0.8064450625348851,0.026890716989823094,r8000020.trees
0,10001.0,250,68,0.18360579477096287,-0.5655434399667179,-0.06659606774296355,0.04595980898880724,0.5373618605994742,-0.8323752647235949,0.06917056026713901,0.03522889210802153,r8000021.trees
0,10001.0,250,57,1.0876336599512604,0.3402763020872431,0.1360307562606305,1.4466033806028278,0.2028501496241989,-0.41905967781087716,0.2790743963606268,0.03342960272681381,r8000022.trees
0,10001.0,250,44,-0.9942907847895972,0.8917296511524453,0.0536592895537369,-1.0079329857475126,-1.1487736782581974,2.6876958000499664,-0.033992411467564855,0.03609388465502965,r8000023.trees
0,10001.0,250,69,-0.1559061728872812,-0.14365039979461944,-0.032752999890065346,-0.5442518280574642,0.047009226239654624,0.9628533130651771,0.07256027621662342,0.035457397612891975,r8000024.trees
0,10001.0,250,67,-0.22081450435676872,-1.8143586592719827,-0.27754201168342063,-0.7700980333958776,1.3662048328673058,0.004723868718810779,-0.18403941317543027,0.03849753854126184,r8000025.trees
0,10001.0,250,75,1.1626280405456138,-0.1530197142450517,0.06885867009701246,1.4279999146982703,0.6387724458667876,-1.2770264240783538,0.43962399088275395,0.032613428624893845,r8000026.trees
0,10001.0,250,56,-0.379062978963532,0.22701858675435282,0.0030470240367008695,-0.08658215090050217,-0.3491193929653614,0.5774319276174191,-0.35655203061156104,0.038712828646757916,r8000027.trees
0,10001.0,250,81,0.7564978111147537,-0.3757488497171719,0.005708507385997058,0.48185497067939825,0.6395299587216489,-0.286468953354673,0.32507752223096126,0.03382706453052353,r8000028.trees
0,10001.0,250,46,-0.06464602775843381,-0.3209760041463731,-0.05333390563474087,-0.221336209707237,0.23026867465696926,-1.3459897975374755,0.2059257362062841,0.03347583883922789,r8000029.trees
0,10001.0,250,61,-0.4057037288412233,-1.585850699997725,-0.2617232321345356,-0.7955460448032723,1.1002306023084645,0.2932074070466778,-0.20698059225321638,0.03912979105361538,r8000030.trees
0,10001.0,250,80,-1.019186205791378,-1.5119342644966547,-0.292382234310232,-1.3459459950618704,0.7681348246233711,-0.706556382273739,-0.4588811168423766,0.045911243540470124,r8000031.trees
0,10001.0,250,64,-0.1356406763139925,0.4213652740588071,0.05003576621654561,0.412307856588428,-0.3996126918624391,-0.6974575740732593,0.09452316512896763,0.037032445689320126,r8000032.trees
0,10001.0,250,57,1.635925817650833,-0.7701514587299925,0.017541570568100323,1.2842235524729706,1.3383681759011719,-0.10708012700926088,-0.10279201767966424,0.0357235393185646,r8000033.trees
