#/home/enes/bim/BIM.py trees/r3000030.trees,trees/r3000031.trees,trees/r3000032.trees,trees/r3000033.trees,trees/r3000034.trees,trees/r3000035.trees,trees/r3000036.trees,trees/r3000037.trees,trees/r3000038.trees,trees/r3000039.trees 50 --stats=all --eta=etas/Fn.json --out=outs/599574445.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FulD,FerL,FayH,ZngE,bsfs,TajD,btree,Colless,path
0,100001.0,50,443,-0.3833355583414841,-0.40258755586298617,-0.02165594453397735,0.5455660088184091,0.4353577800771718,0.3727291842441317,0.9324263874800105,0.10065558481457094,r3000030.trees
0,100001.0,50,483,-0.4711527759353943,-0.0734933651300214,0.00636157689441572,0.17605041466417642,0.45941076453957985,0.21578899745241,0.6138198806573704,0.12065331451729627,r3000031.trees
0,100001.0,50,478,-0.6276469614280655,-0.19809982826582664,-0.011881551203967437,0.2593257383535853,0.14500464291269904,0.16556871782037982,0.4711392343209959,0.109259153099442,r3000032.trees
0,100001.0,50,427,0.48893651406138744,0.1916622416031926,0.027387471239488773,-0.13339745161024175,0.38892199956544143,0.0670181752186984,0.3521286366332879,0.11697722567287781,r3000033.trees
0,100001.0,50,450,0.1969817796851824,-0.20424614211487999,-0.05397589147915069,-0.04158477850596291,-0.8118943610560383,-0.42691521305742797,-0.36892878398091095,0.12144033145172962,r3000034.trees
0,100001.0,50,373,0.6783570030935089,-0.20978287760686962,-0.06241625504279768,-0.09295155227409166,-1.1148349640661845,-0.5366377177638074,-0.8390671781183683,0.16281636878353822,r3000035.trees
0,100001.0,50,450,-0.8896166405302345,-0.3118886971116367,-0.009207343089798125,0.4786985991577132,0.4973064761134334,0.3971255480692024,0.8275932772670853,0.11131005197109904,r3000036.trees
0,100001.0,50,464,-0.32352234031577853,0.07552494214376637,-0.011083327717434236,-0.21455771473615756,-0.43507280318280644,-0.2869161207589064,0.3444940882639896,0.11123995052566484,r3000037.trees
0,100001.0,50,529,0.2641800771012744,0.12533204490249839,0.027597064013985567,-0.014948998833747186,0.30737652744096444,0.18346608359211083,0.5312855120991746,0.11172309833024117,r3000038.trees
0,100001.0,50,343,0.6366799509379008,-0.6024715826953693,-0.11087010620427856,0.23893129392911885,-1.596967940782387,-0.5607635186497537,-0.3979945500248874,0.12576892459111297,r3000039.trees
