#/home/enes/bim/BIM.py trees/ir8020122.trees,trees/ir8020123.trees,trees/ir8020124.trees,trees/ir8020125.trees,trees/ir8020126.trees,trees/ir8020127.trees,trees/ir8020128.trees,trees/ir8020129.trees,trees/ir8020130.trees,trees/ir8020131.trees,trees/ir8020132.trees,trees/ir8020133.trees,trees/ir8020134.trees,trees/ir8020135.trees,trees/ir8020136.trees,trees/ir8020137.trees 250 --stats=all --eta=etas/BC.json --out=outs/713627288.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,bsfs,ZngE,FayH,FerL,Colless,btree,path
0,10001.0,250,58,0.15129443107301574,0.8058787955731747,0.43587625276975095,0.8818325311699532,-0.03149148392346329,-0.6551104886287711,0.05606943904650861,-1.2454888907372752,ir8020122.trees
0,10001.0,250,61,-0.8783255172342779,1.6466149366328733,1.5937960336420414,0.5807831888333582,0.15586467173907592,0.177964358933396,0.03408060394068945,0.024408207277680692,ir8020123.trees
0,10001.0,250,56,1.5288829972029774,0.903875171701088,1.2216548128544238,0.5520179443539911,0.04361782493387976,-0.1933260775967324,0.04876495228224726,-1.0976557879829947,ir8020124.trees
0,10001.0,250,79,0.01162434883588244,1.15808104706896,1.96332086942575,0.6163550461494087,0.0720506798598827,-0.12661135683798577,0.04008393506112736,-0.2153814406978065,ir8020125.trees
0,10001.0,250,79,-1.136713963982053,1.039163005305915,1.535509133378566,0.6327343373325945,0.05071625237027596,-0.21228657193023237,0.04762328885434209,-0.7620351455168214,ir8020126.trees
0,10001.0,250,77,-2.0287259934662063,1.5792792107574603,1.9010550973449836,0.4822584203353736,0.16109965485832808,0.27037577142164215,0.04695596903744008,-0.9353081238992782,ir8020127.trees
0,10001.0,250,73,-0.4864913857363524,0.9602549150320582,3.6535584043802847,0.2697429964406369,0.10232454349934948,0.19258729975856737,0.046227922442458,-0.748302511484332,ir8020128.trees
0,10001.0,250,59,-0.8070051971883655,1.6449728496631228,3.3805416332513123,0.8068751856085999,0.11509489993544422,-0.10453552312718775,0.046035755926933535,-0.961291588481294,ir8020129.trees
0,10001.0,250,83,-1.6667313073792045,2.2847096169731427,3.574270137929191,1.3864989373528969,0.1123780763124115,-0.45889565932145204,0.048185573836564896,-1.0531331118846825,ir8020130.trees
0,10001.0,250,54,0.37674412668431895,0.9604977995253948,1.5384986940820102,-0.04614871926651386,0.16164219857752313,0.5790285478202576,0.04781851420016985,-0.9812162807459086,ir8020131.trees
0,10001.0,250,63,-0.3770391951913381,0.5382964452970342,2.863679271034129,-0.18331879182274638,0.11766269702705998,0.5212815541259597,0.050746765865304536,-0.9452785850498764,ir8020132.trees
0,10001.0,250,75,-0.3120897366591776,1.824574608115169,2.890846934671642,1.2476068570007424,0.06497281150462705,-0.5438486193664646,0.04607678023923652,-0.5825462401651914,ir8020133.trees
0,10001.0,250,72,-0.9531738397344413,1.562528013916172,1.6015322193603778,0.5180532411117332,0.1526483554086648,0.21494090314777883,0.039656321137082895,-0.3535391258699697,ir8020134.trees
0,10001.0,250,77,-0.6168742036221236,0.9982842439595071,0.9178049342267935,0.17373812401190952,0.12482071628980278,0.3333090602284586,0.037993163721885055,-0.15236924017516748,ir8020135.trees
0,10001.0,250,75,-0.5533239085139716,2.0094626778210682,1.5638684118018675,1.7310677504681848,0.008798124830366757,-1.0412838606387171,0.04895747866016035,-0.9809250057718049,ir8020136.trees
0,10001.0,250,68,-0.5678189987086351,0.9948096796203026,1.4491076601832467,-0.02574375677608097,0.16055023191633647,0.5765043709811718,0.04669831399330039,-0.870365210357541,ir8020137.trees
