start,end,N,SS,TajD,FulD,FayH,bsfs,ZngE,FerL,btree,Colless,path,iColless,ibtree
0,10001.0,250,54,0.6593572064984786,-0.9353579182464254,0.04046267059461904,1.5899637303326029,0.35516136155588146,-0.08261996317550027,0.1587681138250516,0.03464444287413584,9010000,0.05207208763368889,-1.171065516686152
0,10001.0,250,50,-0.8388069242312833,-0.4211500414807814,-0.08819593210800909,-0.7279651818898456,-0.25267507906270625,-0.14060830883858733,-0.5482481268488106,0.05262507617087225,9010001,0.08049293949993523,-2.229362374822697
0,10001.0,250,71,-1.4309123351684851,1.8701535413653096,-0.20619086148502208,-1.7400257407381536,-0.099169603969272,-0.6614767195855921,-0.7994371963416811,0.05072662566775642,9010002,0.08156496955564192,-2.6886992589279117
0,10001.0,250,65,-0.4401386295219155,2.0273040194881475,-0.23240762497516845,-1.3268263427732316,0.9149173650213388,-1.3749102587381823,-0.2885877761855655,0.04320655054234534,9010003,0.0516883201006792,-1.1486165742443386
0,10001.0,250,38,0.19418126434829774,-0.10348350060033168,0.059323643705102624,1.2414238331639176,-0.14228330337086326,0.2809950069656262,0.17646674753112296,0.032997797642181616,9010004,0.0911095996890789,-3.0284804179423275
0,10001.0,250,67,1.5781229294061492,0.2729859392621241,-0.01599226810282987,1.0575332028020783,1.48319521628838,-0.9750300282404252,-0.34694141516709964,0.03686621485943775,9010005,0.06211404758820226,-1.966966548751345
0,10001.0,250,71,-0.8105816423441045,1.3620938404427807,-0.2272376723208141,-1.3901654435073216,0.5687246544506069,-1.1491012241572776,-1.221561619875477,0.059577017748413015,9010006,0.07723698765284462,-2.2423928353446634
0,10001.0,250,65,-0.03380328508791942,0.0953401322553224,0.01978501042918028,0.34313747577490633,-0.1407396136824058,0.15600869212381113,-0.1219037764442962,0.04091230513451656,9010007,0.05198644038519671,-1.1262445708513302
0,10001.0,250,46,-1.1185862452403534,1.3154599745260993,-0.13221589860911812,-1.6815489714274583,-0.2621131306419009,-0.27829823819486377,-1.296149044551552,0.061645969438429614,9010008,0.07878611219069827,-2.351317200920419
0,10001.0,250,55,0.9851521214895734,-1.2949489529817473,0.002366793771326689,1.4049416705383173,0.8500222274511977,-0.5193466179324691,-0.1204120364895129,0.04014336917562723,9010009,0.06366541434555427,-1.866704919883876
0,10001.0,250,53,-1.1206489157640434,0.4380240342662417,-0.264469995814757,-1.3244357064247605,0.4675410894629884,-1.1886652055462332,-1.4246494926276936,0.059257639878510474,9010010,0.05294970203394223,-1.3783261229173702
0,10001.0,250,51,0.9684051241225128,-0.4702188642782447,-0.016953054183280657,0.7892473264197943,0.9379802788004108,-0.6395899573863523,-0.02067044573356263,0.03734595640627024,9010011,0.06708358360126725,-1.8739684854634795
0,10001.0,250,67,-0.5398675269229488,0.8095100803487498,0.009555860419420584,-0.32862520792861216,-0.5303709764141745,0.3620355583573236,-0.6418434997147876,0.048697478084380526,9010012,0.05039782787062228,-0.7594548124674431
0,10001.0,250,69,0.20284471443215554,0.4409500007110062,0.0851656793452582,0.7071903052374057,-0.30124587816076576,0.4844582808648204,-0.376723629194528,0.040150746354594,9010013,0.05659259428606265,-1.43877802122148
0,10001.0,250,61,-1.3629167022513111,-0.2925590550937996,-0.17247290983696462,-1.4786521265369146,-0.238743407724976,-0.4474060794497995,-1.4107451954571124,0.0695982856155806,9010014,0.06998963596320767,-1.6896714109269548
