#/home/enes/bim/BIM.py trees/r8000153.trees,trees/r8000154.trees,trees/r8000155.trees,trees/r8000156.trees,trees/r8000157.trees,trees/r8000158.trees,trees/r8000159.trees,trees/r8000160.trees,trees/r8000161.trees,trees/r8000162.trees,trees/r8000163.trees,trees/r8000164.trees,trees/r8000165.trees,trees/r8000166.trees,trees/r8000167.trees,trees/r8000168.trees,trees/r8000169.trees 250 --stats=all --eta=etas/BC.json --out=outs/232435259.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FerL,bsfs,ZngE,FayH,btree,Colless,path
0,10001.0,250,55,1.6075149929885546,-0.5107837540208391,0.012172014726492849,-0.7315749544032143,-0.2335435707646838,-0.03889860223335222,-0.1842196773223275,0.0416925767586475,r8000153.trees
0,10001.0,250,44,1.4997960914594457,-0.8152312035482417,0.05063597937611157,-0.7088267152991868,-0.39429622870862724,-0.058613345417283164,-0.09534185532277452,0.040225417800233206,r8000154.trees
0,10001.0,250,72,2.055287381108351,-0.4305553942406184,0.36207221652489796,-0.5454533437516587,-0.48274647141291377,0.017939239156446733,0.053692180561710504,0.03694554894516029,r8000155.trees
0,10001.0,250,38,2.1577719443440464,-1.1404861663046555,1.11675090899971,-1.3697912195134356,-1.3887656260440175,0.07795821322275491,0.21688437449671688,0.0329090555771473,r8000156.trees
0,10001.0,250,57,1.1408380761972037,0.18939316306656828,0.4214844025815978,1.8662291992721969,-0.25663342732040384,0.07654416679734312,0.2649846279790499,0.03237219230223506,r8000157.trees
0,10001.0,250,75,1.1353152944695877,-0.7372664177711544,0.7017544167603371,-0.6378670877801378,-0.8931888932911466,0.04213343008250842,-0.1454613535608495,0.03560046638165566,r8000158.trees
0,10001.0,250,60,-0.5457847914978807,-0.7662157503268882,0.056252454532952904,-0.5964438496677725,-0.38216020972313863,-0.05244877724727097,0.37469780414506404,0.03255079872841241,r8000159.trees
0,10001.0,250,85,-0.6284017610061399,0.4193657641437773,-0.690304205619813,0.26546209170627566,0.7441435605477335,-0.06445967030052742,0.5413490802005474,0.030651407473210813,r8000160.trees
0,10001.0,250,53,0.10427544063874711,-0.21847151260121964,-0.6960151729405342,-0.27196131452078987,0.4651963311958605,-0.11988872432716902,-0.12271684307941388,0.037787626934537154,r8000161.trees
0,10001.0,250,54,-0.6073324070137388,0.19537895326092014,-0.01549562040441617,0.3597591660466842,0.09800001666107062,0.013309336841477767,0.13507632744918677,0.03568536820091426,r8000162.trees
0,10001.0,250,94,-0.27412881349162554,0.41789726009115175,0.6874164375282774,2.0036840934684075,-0.3689263827717882,0.1278712336383248,0.11705146192845003,0.033698461076905245,r8000163.trees
0,10001.0,250,61,1.4647403313276337,0.018297090718420124,0.37152602163360077,0.6806608390413132,-0.2915159537154748,0.05525175718151696,0.20157036503262013,0.03283974608109859,r8000164.trees
0,10001.0,250,32,-0.12936796267962125,-1.0790402517980553,0.711939020717617,-0.8305698709172923,-1.031908480772402,0.021976197537531824,-0.37953967800044464,0.042704869657842835,r8000165.trees
0,10001.0,250,49,0.34735118798298614,-0.9605221336637952,0.9758924039383828,-0.3314948665852816,-1.2044778293045793,0.06777353153453708,0.1780785045122455,0.03472175688292658,r8000166.trees
0,10001.0,250,62,-0.04696560822816678,1.7979436695196382,-0.2421724800660937,2.5655739196508396,0.9866229915065586,0.10686438754768372,0.7401633741931427,0.02868117631817594,r8000167.trees
0,10001.0,250,50,0.9875975378976558,-0.21153519081423097,-0.6251955589895722,-0.39473542297968495,0.41122762886775827,-0.10966343544417236,0.16685844032482552,0.033717596713597364,r8000168.trees
0,10001.0,250,73,-0.48649138573635214,-0.6169230813690364,-0.3837009722987777,-0.42351043722584736,0.03651836226004833,-0.10271664860880078,-0.4173354926526471,0.042471822774970844,r8000169.trees
