#/home/enes/bim/BIM.py trees/ir8010039.trees,trees/ir8010040.trees,trees/ir8010041.trees,trees/ir8010042.trees,trees/ir8010043.trees,trees/ir8010044.trees,trees/ir8010045.trees,trees/ir8010046.trees,trees/ir8010047.trees,trees/ir8010048.trees,trees/ir8010049.trees,trees/ir8010050.trees,trees/ir8010051.trees,trees/ir8010052.trees,trees/ir8010053.trees,trees/ir8010054.trees,trees/ir8010055.trees 250 --stats=all --eta=etas/BC.json --out=outs/803729710.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,ZngE,bsfs,TajD,FayH,btree,Colless,path
0,10001.0,250,44,0.329665848218838,1.1038295219292718,-0.09498799003905366,1.0122995145618703,0.3926672021443331,0.08161786358832497,-2.046815405743001,0.06798160383469361,ir8010039.trees
0,10001.0,250,68,0.1579998111148749,-0.8323752647235947,0.11597115693010061,1.7146030475691798,0.551196632886592,0.06583908222209096,-1.0780311733352261,0.05101589152308158,ir8010040.trees
0,10001.0,250,74,-0.3785892115941105,-1.2532650937625136,0.9150681068310583,1.0795290542091354,1.3759003255070081,0.05349204460380494,-1.1692445913510956,0.05213907740141709,ir8010041.trees
0,10001.0,250,98,-0.030193884412053857,-1.3214726045441414,0.701740019900517,1.3677261268167489,1.5158084918408263,0.11216436557375027,-0.3094931950553149,0.04055392075213295,ir8010042.trees
0,10001.0,250,93,0.3698770822840264,-0.8347223396831286,0.17916413626065528,0.8690173937581384,1.0713407739536163,0.13400158781311391,-0.8255586834274423,0.04789948323760994,ir8010043.trees
0,10001.0,250,74,0.5759782482875474,1.6784607076823608,-0.2714934550918591,1.4317172018124769,0.43657851845719103,0.11586026318406041,-0.3433341355079738,0.03869163289101106,ir8010044.trees
0,10001.0,250,82,-0.05303604336190622,0.12389836310545622,0.5145933590878932,3.7643788414120847,1.0613768982293983,0.07477726002449363,-0.8497780748903463,0.04819739788647678,ir8010045.trees
0,10001.0,250,72,0.16219996581183965,-0.45176363626064303,0.39506983921645156,1.4377381347193825,1.1884639199511406,0.11592185863655932,-0.7610370868519577,0.044790529244474055,ir8010046.trees
0,10001.0,250,57,-0.18802914384009012,-1.3549983302157256,0.7920444014000532,2.5626246963514374,1.4600846205516282,0.0885198151739315,-0.5608505110551357,0.04555086706272092,ir8010047.trees
0,10001.0,250,70,0.18525927656515012,-0.6369527735835624,0.09319602653574972,1.2109982553918412,0.548903191145125,0.06940477467646566,-1.2993476000472377,0.05168739474025132,ir8010048.trees
0,10001.0,250,62,0.20225377845707304,0.24150420624937968,0.358421846201508,1.6602095621570419,1.184895497682472,0.12274046286170724,-0.8771490428109853,0.04685989616032367,ir8010049.trees
0,10001.0,250,70,-0.07787148902125235,0.13537965793308115,0.7496141204439256,2.945585781878281,1.553369595250948,0.11042374725194487,-0.6386804341193651,0.04393504539248806,ir8010050.trees
0,10001.0,250,72,0.12663296183956302,-0.20105853452374417,0.5804361261310791,1.877725819751422,1.54245549621245,0.13850381012904814,-0.414428281700954,0.03936091761587293,ir8010051.trees
0,10001.0,250,73,0.3364249162964086,0.2559078571592224,0.2380596499104436,1.4144032920962382,1.1508815736415812,0.13765867355231168,-0.0906157114366332,0.039269983158440214,ir8010052.trees
0,10001.0,250,59,0.19177094081801938,-1.713392569020344,0.39006222047624733,2.1284438990013492,1.239891710022745,0.1260800430902714,-1.1253787206581687,0.05183637776914109,ir8010053.trees
0,10001.0,250,71,-0.013638614877966825,0.0919445881364593,0.3096899893607348,1.6334888926636733,0.6752297712020072,0.05083951966288492,-0.3093381082279809,0.03994112651322135,ir8010054.trees
0,10001.0,250,50,-0.1889481302736375,-0.7733369363253905,0.8246242964452779,1.9775501263755768,1.541501244771015,0.09576607083311965,-0.7196473875890464,0.048116218539848536,ir8010055.trees
