#/home/enes/bim/BIM.py trees/ir8020058.trees,trees/ir8020059.trees,trees/ir8020060.trees,trees/ir8020061.trees,trees/ir8020062.trees,trees/ir8020063.trees 250 --stats=all --eta=etas/BC.json --out=outs/680654819.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FerL,bsfs,FayH,ZngE,Colless,btree,path
0,2501.0,250,6,0.03295822379415026,-0.15979851040112916,0.40231853225168956,-3.1178367348751664e-06,0.0857365780952969,-0.3798101903331887,0.06733385153517296,-1.577739381165122,ir8020058.trees
0,2501.0,250,5,2.670757655555177,0.4635979467096832,-0.11661687024255583,4.412274868850414e-06,0.03022474934635755,0.26772253162884185,0.060953491384894413,-1.8049011781472883,ir8020059.trees
0,2501.0,250,5,-1.854344998188919,-1.1460301346052648,0.8607865263959459,4.412274868850414e-06,0.08983467166834057,-1.1147641372957722,0.04602280088094313,-0.45015703862616924,ir8020060.trees
0,2501.0,250,5,-1.854344998188919,-0.2844069738851241,0.7948195344215895,0.357835954478492,0.18934446151368975,-0.7364717652019722,0.03620935354320508,-0.09859425475706322,ir8020061.trees
0,2501.0,250,11,-1.0291237454692927,-0.7810224419772244,-0.38056143339664017,-0.5415524779937346,-0.16023244929647856,-0.00805816546513978,0.08197305350433995,-2.3140957536113316,ir8020062.trees
0,2501.0,250,6,2.0301464234706033,-1.1484146900771168,0.9242766473961347,-0.44453827457026146,0.09747101634776036,-1.171453152469667,0.037472470527270374,0.19668560751642375,ir8020063.trees
