#/home/enes/bim/BIM.py trees/ir8090073.trees,trees/ir8090074.trees,trees/ir8090075.trees,trees/ir8090076.trees,trees/ir8090077.trees,trees/ir8090078.trees,trees/ir8090079.trees,trees/ir8090080.trees,trees/ir8090081.trees,trees/ir8090082.trees,trees/ir8090083.trees,trees/ir8090084.trees,trees/ir8090085.trees,trees/ir8090086.trees,trees/ir8090087.trees,trees/ir8090088.trees,trees/ir8090089.trees 250 --stats=all --eta=etas/BC.json --out=outs/920055363.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FayH,bsfs,ZngE,FulD,TajD,Colless,btree,path
0,10001.0,250,67,-2.5413215455307525,0.005156701574013421,6.689978139318855,4.129270392527638,-1.604848554541067,4.710079370926189,0.042184868506283196,-0.7545415836985555,ir8090073.trees
0,10001.0,250,77,-1.7879207876953427,0.028806770799824816,6.474492605486815,3.0510252353763914,-1.087491466903484,3.624321012952822,0.05007125275294727,-1.441272435790908,ir8090074.trees
0,10001.0,250,62,-2.5364811790220894,-0.0423859324165998,4.291905180604008,3.8543204275419507,-1.4893146806158997,4.109984050538039,0.03138359891177614,0.33232182976164515,ir8090075.trees
0,10001.0,250,61,-2.3559085710822227,0.00217676459940098,6.412445263122696,3.8112908080948724,-1.464091979374755,4.346184370490435,0.03922140173597616,-0.6044078492504377,ir8090076.trees
0,10001.0,250,47,-1.5994306264900955,0.00935041763056917,3.988180780061755,2.625589818964846,-0.6352593633139789,3.0756861388993606,0.03339163104029019,0.2920962891902516,ir8090077.trees
0,10001.0,250,65,-2.4242468509156287,-0.0031213064528764476,5.727573805802355,3.893238489197551,-1.5606289139442409,4.394980629736276,0.04757740639979272,-1.1207620523361836,ir8090078.trees
0,10001.0,250,61,-1.7458559251910684,0.05026482516895486,6.3895471942910635,3.095239791910066,-2.6356249036557107,3.836562843476715,0.030104288120222825,0.44276273448979053,ir8090079.trees
0,10001.0,250,60,-1.8989487763162594,0.013292103354029907,6.476634186505748,3.1358507536259546,-1.1406530963101977,3.6509465951609306,0.03705143153258194,-0.1485055984312191,ir8090080.trees
0,10001.0,250,63,-2.338248469981913,-0.011134417421423026,6.064095526849886,3.7091520164343743,-0.9454146926516994,4.140418389153691,0.034557585179427384,0.13756045627274396,ir8090081.trees
0,10001.0,250,59,-1.4070536518508572,0.021103038165852222,6.2831972451699905,2.3856475676060787,-0.8070051971883652,2.8486261585765744,0.05965798678585309,-1.8756421831982288,ir8090082.trees
0,10001.0,250,56,-1.6206789535068344,0.030184987052934573,6.246157753888266,2.7786199897254757,-2.5940716376677746,3.3591742627798054,0.03637129161808524,-0.13304270504255183,ir8090083.trees
0,10001.0,250,68,-2.0573741616479695,0.038209110710241384,6.282770422260485,3.5349607637620126,-1.890600328783433,4.245575078815591,0.05815196268946755,-1.7250038539449335,ir8090084.trees
0,10001.0,250,74,-2.3332724489177266,0.026736230604189896,5.801765177358382,3.9184162360938264,-2.230507027577472,4.59424451420693,0.05582005441119316,-1.6572631981974753,ir8090085.trees
0,10001.0,250,67,-2.082275455830252,0.015418700036885074,6.068678227251612,3.4463509185737236,-1.336586483997754,4.001919217862069,0.05097810597227621,-0.8104842962566613,ir8090086.trees
0,10001.0,250,54,-1.3152633418595436,0.012825116400554896,4.889827242989827,2.1898864724421765,-0.27930689578105306,2.5820556865870747,0.04867858530897785,-0.8377982923221798,ir8090087.trees
0,10001.0,250,48,-2.320414871252292,-0.009672503657564934,5.557771660642129,3.684305443726241,-1.7800206188830565,4.170579680398819,0.03922140173597616,-0.5730915755450041,ir8090088.trees
0,10001.0,250,62,-2.259715123634048,0.014053559205559106,4.2372965257528,3.722765317567353,-1.7777844950934465,4.3181549903928245,0.05305091333074232,-1.4468641093444528,ir8090089.trees
