#/home/enes/bim/BIM.py trees/ir8080090.trees,trees/ir8080091.trees,trees/ir8080092.trees,trees/ir8080093.trees,trees/ir8080094.trees,trees/ir8080095.trees,trees/ir8080096.trees,trees/ir8080097.trees,trees/ir8080098.trees,trees/ir8080099.trees,trees/ir8080100.trees,trees/ir8080101.trees,trees/ir8080102.trees,trees/ir8080103.trees,trees/ir8080104.trees,trees/ir8080105.trees 250 --stats=all --eta=etas/BC.json --out=outs/648191383.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,TajD,ZngE,FulD,FerL,bsfs,Colless,btree,path
0,10001.0,250,108,0.056032826324566284,2.0525865154657352,1.5106652872207593,-0.9720481760072849,-0.7311080518395912,2.5793578602611063,0.03993932720127823,-0.3620113526497421,ir8080090.trees
0,10001.0,250,64,0.029196974567469017,2.2747872869044237,1.8414385136725506,-0.41742633149567604,-1.0402790431726836,4.957592970223164,0.040247009543550545,-0.5742487935106598,ir8080091.trees
0,10001.0,250,52,0.023432205607329556,2.3544567810282775,1.9297477631920747,-0.17786999266109974,-1.1183547145015709,5.510422181627459,0.04301075268817204,-0.3694239895335134,ir8080092.trees
0,10001.0,250,96,0.14216637335500293,2.274288613818893,1.2050839460381022,-0.9036244642055502,-0.23438786631628847,3.0529497459956696,0.0448244591268299,-0.7234656556507981,ir8080093.trees
0,10001.0,250,71,0.10454244683853313,2.2909085897453765,1.4351820707790985,-1.4322345146311273,-0.5227153048857426,5.121217783559424,0.038087835211815,-0.4000214156645409,ir8080094.trees
0,10001.0,250,65,0.1037171919904426,2.8330404765268065,1.9168140346244293,-1.5606289139442409,-0.8277428482362856,4.209311920557091,0.042111096716615566,-0.6341812286056492,ir8080095.trees
0,10001.0,250,79,0.08571131456530344,2.3602482947752934,1.6056642336138252,-1.3663816265456399,-0.6909089944127947,5.401002245489891,0.050932223517726825,-1.2559952450036713,ir8080096.trees
0,10001.0,250,79,0.07799855688346773,2.733951709089602,1.9815689662679374,-0.6773786388548788,-0.9510060612572951,2.8533707161570034,0.053176865166760234,-1.2858727432532924,ir8080097.trees
0,10001.0,250,85,0.18252358677393662,2.72446671045388,1.3744025351474494,-0.842662461768864,-0.20064589314128614,2.145842366169252,0.060455220385263145,-1.8917246401384664,ir8080098.trees
0,10001.0,250,77,0.007479223640059056,3.063844202822268,2.675435309417391,-1.0874914669034845,-1.6306332598153888,3.2707408251836974,0.04128341322278361,-0.42514104966455574,ir8080099.trees
0,10001.0,250,62,0.0327409314380968,2.6617219262101726,2.160420910737262,-0.9123750516608066,-1.2263459157883219,5.936096513177437,0.05979293518158655,-1.8560214932044714,ir8080100.trees
0,10001.0,250,122,0.10871100945298809,2.9379230882432794,1.9978137039150834,-2.273427580247482,-0.8377979041767691,2.160749168043605,0.04162213369607462,-0.4104611355408569,ir8080101.trees
0,10001.0,250,102,0.10431480055301959,2.2461540848389543,1.4005174111229746,0.5906593277559575,-0.48958308529447053,2.3689093081253545,0.03869780196053029,-0.23512891804173022,ir8080102.trees
0,10001.0,250,94,0.11937676255986159,2.5901155793286734,1.6193872621738796,-0.6634802630363543,-0.5734501033636702,4.267263786263779,0.03646197694001814,-0.2508888738624309,ir8080103.trees
0,10001.0,250,70,0.0387538036891716,1.2122199177365816,0.8529222605715358,-0.12206448590580016,-0.3928262350499649,5.615921772312408,0.041860992356522866,-0.687862162919846,ir8080104.trees
0,10001.0,250,73,0.1243643249995853,2.8079007823281628,1.7808626073390161,-0.7339578000348769,-0.6661070447492257,2.6548762476561247,0.04846806581163363,-0.9468002502432125,ir8080105.trees
