#/home/enes/bim/BIM.py trees/r8040221.trees,trees/r8040222.trees,trees/r8040223.trees,trees/r8040224.trees,trees/r8040225.trees,trees/r8040226.trees,trees/r8040227.trees,trees/r8040228.trees,trees/r8040229.trees,trees/r8040230.trees,trees/r8040231.trees,trees/r8040232.trees,trees/r8040233.trees,trees/r8040234.trees,trees/r8040235.trees,trees/r8040236.trees,trees/r8040237.trees 250 --stats=all --eta=etas/BC.json --out=outs/640607264.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FayH,FulD,bsfs,FerL,TajD,btree,Colless,path
0,10001.0,250,90,1.4803974417517345,0.07604024923817414,-0.9643647842880033,1.5765222477690441,-0.644120832719483,2.1537139351435886,1.014857681277871,0.025909239675169275,r8040221.trees
0,10001.0,250,81,0.9052762016249531,0.09318456594737771,0.16211347835213752,2.2437561923758422,-0.22993554967700325,1.6196064404360635,0.28631587033006156,0.029386045129283743,r8040222.trees
0,10001.0,250,96,1.0018120987940706,0.10231479540245347,-1.0944250393384776,2.0941655229469616,-0.25192668722527045,1.787390066635502,0.38739886457885425,0.03051520598523125,r8040223.trees
0,10001.0,250,93,0.7599535307667155,0.12401668282023118,-1.0313953417880373,1.8121889228652917,-0.025353409666290176,1.6573094222169618,0.586502779830286,0.029168436687485123,r8040224.trees
0,10001.0,250,84,0.8953601609266845,0.1455251964188203,-0.5999886320797153,2.4621782005096113,-0.036418579134031806,1.9467293504864072,0.602483820022304,0.02965276666438048,r8040225.trees
0,10001.0,250,78,0.8802699716562904,0.11329498734713477,-0.41503940492046965,1.3486690323246544,-0.14450928321061188,1.720735592150821,0.30824505521669027,0.030652019844082206,r8040226.trees
0,10001.0,250,96,1.036032948498453,-0.0010438170387079692,-1.6668267647372605,1.1292548990133568,-0.6447935653186089,1.1531413692683299,0.059563186810163406,0.03599170877056614,r8040227.trees
0,10001.0,250,84,1.3134173798596205,0.09024268813965969,-1.2500380873337256,1.5532700942472693,-0.4919823648976132,2.0594393979355368,-0.12310435982207624,0.03964020710204557,r8040228.trees
0,10001.0,250,72,0.32733984976687636,0.1052046164472892,-0.45176363626064314,2.5803340832899817,0.16653762079206505,1.0433328509360258,0.7084757239674143,0.027820961264412494,r8040229.trees
0,10001.0,250,90,1.070636276885926,0.10318297733918644,-0.7614459367260384,3.9309226537875643,-0.2933803573049217,1.8701295485973928,0.49348144788293585,0.03159951634494969,r8040230.trees
0,10001.0,250,86,0.7143511909087156,0.13095793752068222,-0.23240306161681215,1.9657472805731229,0.024747426374678038,1.6496598252510462,0.49046428972057793,0.029856128962230794,r8040231.trees
0,10001.0,250,83,1.4780794203669056,0.04098014737730142,-1.447570221931483,1.3365066197622915,-0.7694390060323141,1.9266655355616995,0.33562695226994727,0.030844635780508306,r8040232.trees
0,10001.0,250,64,-0.0774801656356052,0.08602978513019202,-0.4174263314956762,1.5186223080429768,0.3465612934466638,0.45845741336072376,-0.10682833581416984,0.03515961378721718,r8040233.trees
0,10001.0,250,89,1.3120893632241455,0.14280326447652195,-1.1461555644002284,1.6500417978201118,-0.3015197669659577,2.397872251971897,0.3751720297777295,0.03035583192987002,r8040234.trees
0,10001.0,250,92,1.4921972621424688,0.0574176179901539,-1.009514806254744,2.041473239606284,-0.7176307945080747,2.045512928906944,0.4368742317160366,0.03017923155487667,r8040235.trees
0,10001.0,250,91,0.27602530847769274,0.12703897571728007,0.01679000987777669,1.7325182491409459,0.2841850242689798,1.133922901525303,0.5368927591470004,0.028427072344678256,r8040236.trees
0,10001.0,250,89,0.07153470602126107,0.1028074528249638,-1.1461555644002281,1.1651321264118875,0.3233105627686115,0.7466489454874685,0.11619791260914897,0.03416488534784298,r8040237.trees
