#/home/enes/bim/BIM.py trees/ir8110186.trees,trees/ir8110187.trees,trees/ir8110188.trees,trees/ir8110189.trees,trees/ir8110190.trees,trees/ir8110191.trees,trees/ir8110192.trees,trees/ir8110193.trees,trees/ir8110194.trees,trees/ir8110195.trees,trees/ir8110196.trees,trees/ir8110197.trees,trees/ir8110198.trees,trees/ir8110199.trees,trees/ir8110200.trees,trees/ir8110201.trees 250 --stats=all --eta=etas/BC.json --out=outs/527064316.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FulD,FerL,ZngE,FayH,Colless,btree,path
0,10001.0,250,76,2.4144533424860666,2.5348918917222756,-0.5854940088060743,-0.5584383119099394,1.5747157935765728,0.11817073399037095,0.04084078248477782,-0.2351260983182746,ir8110186.trees
0,10001.0,250,90,3.1973602969823545,3.7703170527565195,-1.978959022097825,-2.1200244650087,3.3933427380135686,-0.0055427376768010465,0.05188495919160513,-1.1853646381090928,ir8110187.trees
0,10001.0,250,63,6.645148926570511,4.3123462705541495,-1.2296024413818794,-2.229399186082612,3.6970885738468,0.018126532187875126,0.04858142246404974,-1.3563524071207396,ir8110188.trees
0,10001.0,250,85,6.171100547173251,3.3855736958080884,-1.9139659655824837,-1.5914833412954097,2.7919108729166777,0.03843263045897927,0.04317916828604741,-0.6056756269355172,ir8110189.trees
0,10001.0,250,78,3.9724177935019958,3.3100927489013707,-1.3448549032520563,-1.517419896732594,2.6939732354712276,0.04270153078434116,0.0627024225936002,-1.5494141497574416,ir8110190.trees
0,10001.0,250,90,1.6075914843312882,2.866045473209945,-0.9643647842880031,-0.48489871499062287,1.66929443264732,0.1532023148070175,0.043039541679261856,-0.5635509103665558,ir8110191.trees
0,10001.0,250,75,6.074962396205148,3.60335982404148,-0.5533239085139707,-1.7651235210619092,3.021728004254269,0.030263327545793504,0.05654877574815391,-1.5757458796679222,ir8110192.trees
0,10001.0,250,86,5.06357366389046,2.509706019199773,0.6151644872153738,-1.2262123152132334,2.107602186271209,0.022008358009791184,0.05768953952008751,-1.9589268957404447,ir8110193.trees
0,10001.0,250,104,4.180883011190325,2.619991599168994,-1.2454701045947816,-0.9372970364464678,1.9302985200365468,0.07097093099532853,0.04933038606037052,-0.9495149316712097,ir8110194.trees
0,10001.0,250,68,4.45793187390103,3.7421064425147357,-1.8906003287834332,-1.9293347805665837,3.2092980150464827,0.017074821291231727,0.05692663125620762,-1.6569369074277265,ir8110195.trees
0,10001.0,250,80,6.200878533226034,3.828398930638907,-1.6143465919002444,-1.532677643298634,2.9378524324748136,0.08085617629321101,0.04409573778986915,-1.0752297551695804,ir8110196.trees
0,10001.0,250,80,3.6528039160968158,2.4531951981377227,-1.1604514870869915,-0.6266748788261342,1.5955420616473166,0.1019562751450726,0.04806322062443322,-1.2847644510207146,ir8110197.trees
0,10001.0,250,95,5.387683680054967,3.437556127214141,-1.4592746223732802,-1.6008961677589022,2.8283354825934266,0.04152035111860377,0.04073282376819105,-0.39121924216697695,ir8110198.trees
0,10001.0,250,82,2.756586570018305,2.742017490235746,-0.31949450264490536,-0.7971465253488426,1.8625016220993535,0.10025199662579362,0.05856490478041197,-1.5282167730241163,ir8110199.trees
0,10001.0,250,87,2.6519649651335158,3.2675727173703213,-1.9408141617227372,-1.3288597577769667,2.528442007646019,0.0661980491946893,0.059813447337738045,-1.6464581948803176,ir8110200.trees
0,10001.0,250,94,6.302363785447551,4.421455922659565,-2.22088606121527,-2.387096444785307,3.902214195349478,0.0076842825138884775,0.054592563803601515,-1.3718733713544045,ir8110201.trees
