#/home/enes/bim/BIM.py trees/ir3040080.trees,trees/ir3040081.trees,trees/ir3040082.trees,trees/ir3040083.trees,trees/ir3040084.trees,trees/ir3040085.trees,trees/ir3040086.trees,trees/ir3040087.trees,trees/ir3040088.trees,trees/ir3040089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/897600850.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,TajD,FayH,ZngE,FerL,FulD,btree,Colless,path
0,100001.0,50,451,-0.4021155403611521,-0.09673761111945682,-0.05011992505064933,0.2711792978809607,-0.36633673262432515,0.41922755773955445,-1.0742288346331745,0.15187814256137241,ir3040080.trees
0,100001.0,50,556,0.5748859209845871,0.4169630139656644,0.01192560344160429,0.34324260891866526,-0.14516763366081756,-0.9491526184426585,-0.5386370107959937,0.1551280234315949,ir3040081.trees
0,100001.0,50,402,0.3158095432975989,0.21590217824791036,0.010954922967484343,0.14194992659198716,-0.03478742960985769,-0.7863719553745231,-0.46477696277020825,0.12843708912136276,ir3040082.trees
0,100001.0,50,408,0.8756143325530447,0.43473935724510643,0.058702784146130796,0.014953086545691765,0.23902302545680257,-0.38773478144577167,0.5274631194865252,0.12886196145124712,ir3040083.trees
0,100001.0,50,420,0.5351138797580335,0.5822732871303311,-0.027619317019702973,0.8057689579204182,-0.5761232097334587,-0.7176345381355085,-0.7096823396505368,0.14795059437916577,ir3040084.trees
0,100001.0,50,438,-0.34604244783820903,-0.12050745287830239,-0.09525409448504071,0.5805526044802478,-0.7332434287175642,-0.5530416915732472,-0.4428872017674169,0.13365258384055376,ir3040085.trees
0,100001.0,50,428,0.13694721664149326,-0.0549994252364841,0.004181752005147651,-0.08776621377290597,0.06770633972485061,-0.8004494567883981,-0.594767100058138,0.1520070838252656,ir3040086.trees
0,100001.0,50,370,0.052966795495082084,0.2711349939208643,-0.053885742229964534,0.677298656533616,-0.613296563610402,-0.6494323364862814,-1.0396671429622963,0.17604783849023478,ir3040087.trees
0,100001.0,50,443,0.45433931178924375,0.152568635216926,0.029743574646807314,-0.0625229492366992,0.1612481234656752,-0.216112919106411,0.091946262989854,0.13001360544217694,ir3040088.trees
0,100001.0,50,480,-0.5708958920735563,0.18851429621824772,-0.04319874061682346,0.5152357073601578,-0.47641507617973444,0.5346750571393478,-0.4662820769999428,0.12809917355371903,ir3040089.trees
