#/home/enes/bim/BIM.py trees/r8070068.trees,trees/r8070069.trees,trees/r8070070.trees,trees/r8070071.trees,trees/r8070072.trees,trees/r8070073.trees,trees/r8070074.trees,trees/r8070075.trees,trees/r8070076.trees,trees/r8070077.trees,trees/r8070078.trees,trees/r8070079.trees,trees/r8070080.trees,trees/r8070081.trees,trees/r8070082.trees,trees/r8070083.trees,trees/r8070084.trees 250 --stats=all --eta=etas/BC.json --out=outs/194150400.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FerL,FulD,FayH,ZngE,Colless,btree,path
0,10001.0,250,125,0.30902790016272164,1.430281413544348,-0.19800942858690118,-0.8128532098963961,0.08157731414121808,0.803239513853474,0.03408233213358342,-0.32067508781557696,r8070068.trees
0,10001.0,250,107,3.5550825827850354,2.488984027183827,-0.8662506582395602,-0.6086267283454264,0.0707496532897939,1.8151426745043193,0.02352240503231565,0.8472563284219168,r8070069.trees
0,10001.0,250,76,1.164126340130466,1.7654997040401823,-0.4534200544345176,-1.0619630068483568,0.07316590789869054,1.1488069790864466,0.031127314306313613,0.421028361322677,r8070070.trees
0,10001.0,250,102,2.847168134354925,1.6012270467177836,0.14115184478768417,-0.12953850740195846,0.14221892941716613,0.6022011021437017,0.03057478387832061,0.5194017793443088,r8070071.trees
0,10001.0,250,104,1.2123904691985312,1.674727342724035,-0.5693878101313998,-1.0687398252641314,0.0494772849246988,1.2098254622278453,0.036789704589937786,-0.17588109222992054,r8070072.trees
0,10001.0,250,82,4.585078412123559,2.2646062417251636,-0.8305732179173271,-1.6496730998959908,0.058552817760609964,1.6772928531359472,0.03560324246293931,-0.11626219575871663,r8070073.trees
0,10001.0,250,108,1.7260238311178013,1.9163006628125163,-0.3203293433205027,-0.6311555683139962,0.10226346501786565,1.11750619154969,0.030074512409680346,0.4391160334753776,r8070074.trees
0,10001.0,250,113,1.5287417829922503,2.0800312089364583,-0.5657009940564217,-1.2276295329304125,0.08085596429793332,1.390381263096472,0.0256494111773609,0.8514322295292259,r8070075.trees
0,10001.0,250,85,1.7735517343096732,2.3200733010946437,-0.2840666327173304,-1.6997052648197597,0.13954266562514744,1.2618289394413034,0.030439134268604076,0.5280464732750985,r8070076.trees
0,10001.0,250,91,2.6986581903973055,2.222231884692108,-0.599019005027211,-0.5855896800030197,0.08759676962801938,1.4748503061224139,0.03244406196213426,0.19639611392572454,r8070077.trees
0,10001.0,250,98,2.056732961491277,2.377143355050221,-0.5933197251687145,0.17514217469691354,0.10010397876583844,1.5417211174287413,0.03400579618353942,0.4506901501750998,r8070078.trees
0,10001.0,250,115,1.0165683654983753,2.0143469677062593,-0.405767664970912,-1.4201522768709451,0.09778404488158014,1.2320100044286226,0.03602882257824608,0.015197529979520884,r8070079.trees
0,10001.0,250,83,4.791620012349096,1.9178427615836757,-0.5407079878435637,0.963201717993452,0.07246441600629155,1.2894392801414691,0.03132122276441488,0.3614410312338081,r8070080.trees
0,10001.0,250,90,3.683640744946705,2.4880003257858285,-0.7429556726408699,-1.5731213269738966,0.08800226925158226,1.709253411490617,0.0319453994638604,0.35497626504668295,r8070081.trees
0,10001.0,250,98,2.2501483109513725,2.775170760314885,-1.170845661932921,-1.5085494519492733,0.05048014695590097,2.1863109284815754,0.029992011054972574,0.3043113854325638,r8070082.trees
0,10001.0,250,83,3.667324002791031,2.007344980286519,-0.025218981463671974,-0.7900869655883194,0.15189044086986603,0.9129417388616561,0.03058316214165417,0.15845355050226725,r8070083.trees
0,10001.0,250,86,1.238388517529626,2.2377627797969577,-0.7513896182994088,-0.4442949488248586,0.06757395063055983,1.6030316789784302,0.03582922522006532,-0.014467994852374301,r8070084.trees
