#/home/enes/bim/BIM.py trees/r8060034.trees,trees/r8060035.trees,trees/r8060036.trees,trees/r8060037.trees,trees/r8060038.trees,trees/r8060039.trees,trees/r8060040.trees,trees/r8060041.trees,trees/r8060042.trees,trees/r8060043.trees,trees/r8060044.trees,trees/r8060045.trees,trees/r8060046.trees,trees/r8060047.trees,trees/r8060048.trees,trees/r8060049.trees,trees/r8060050.trees 250 --stats=all --eta=etas/BC.json --out=outs/485968782.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FerL,FulD,TajD,bsfs,FayH,btree,Colless,path
0,10001.0,250,47,2.750637273017937,-1.5173514458985191,-1.0080498858402036,3.515033992628098,2.5804860926959825,0.057092868594100156,-1.1142244693672971,0.05297534222913158,r8060034.trees
0,10001.0,250,41,2.299161255130033,-1.3542383099048656,-0.3042463519847463,2.79949813890673,5.9880455160719315,0.022860025180247743,0.24528413287396014,0.028671136157533358,r8060035.trees
0,10001.0,250,69,3.8833726369485393,-2.375766541126016,-2.429518217236932,4.450156750287547,6.731480631879747,0.008796294838157859,0.2528226108388841,0.02995134660505823,r8060036.trees
0,10001.0,250,47,2.8496331741433,-1.66738768343786,-2.126421453418877,3.4649453190472252,5.862034080316126,0.030627743641380285,0.2942254399993057,0.02827438787407695,r8060037.trees
0,10001.0,250,49,3.6426112431965745,-2.2493442675498687,-1.0878327471550784,4.201794134491493,5.030374794503639,0.003694310278480693,-0.1611768337953372,0.03624821868117632,r8060038.trees
0,10001.0,250,45,2.1472123795905893,-1.2900653970390517,1.0178279262807015,2.5543519373494354,4.053502474614996,0.013202444500429627,0.1360905832073748,0.03155633285831498,r8060039.trees
0,10001.0,250,54,2.645396477973344,-1.5328950595945336,-1.2633834294791118,3.222140166096061,6.098699780184256,0.03192492268140223,0.04671143046486414,0.03779171987489127,r8060040.trees
0,10001.0,250,40,2.6144854521488297,-1.5240646645698392,-1.1039178915046988,3.2174747881330155,6.023997741833936,0.031038757223492332,-0.18420294367030965,0.039839465388435455,r8060041.trees
0,10001.0,250,52,2.509168537588385,-1.4818323570793481,-0.17786999266109987,3.0103663131897433,5.189634865732336,0.022300417501072135,0.1672278602117619,0.03232283974608109,r8060042.trees
0,10001.0,250,65,2.8502884926448697,-1.7263647004946603,-0.18065470877793763,3.3062618960102443,6.367693547349057,0.011656782543852233,-1.1113961673520363,0.04885671719134603,r8060043.trees
0,10001.0,250,38,2.604044122744644,-1.5830764510895177,-0.10348350060033208,3.092453255231995,4.630913223299487,0.01127667257039913,0.4385518568443209,0.030246433763728747,r8060044.trees
0,10001.0,250,50,3.2568775256849545,-1.9625421239046386,-1.4777107260146092,3.842738505462499,5.569274585505969,0.017629737376625692,-0.2831396989744207,0.03380295375048581,r8060045.trees
0,10001.0,250,69,2.745060074958867,-1.5528518748172102,-0.34190496782024965,3.376712724628652,5.997963892298571,0.04240292142944795,-0.38571405180307305,0.03602150537634409,r8060046.trees
0,10001.0,250,54,3.887381986725411,-2.3645098488445098,-2.24745996317717,4.528835718263356,5.9552669729354335,0.014039030144813006,0.691969823689022,0.026756796772342828,r8060047.trees
0,10001.0,250,46,2.5833493776081724,-1.509338430042332,-1.3459897975374753,3.14882171423998,4.493196176099035,0.028584443123734357,-0.12665656241005188,0.03560478473031913,r8060048.trees
0,10001.0,250,45,2.5083912237638906,-1.5148285628848472,-1.309728887099078,2.9696229706292256,4.150722382930626,0.01308925759105668,-0.5123316583349066,0.037456276719782355,r8060049.trees
0,10001.0,250,51,3.7479415294411225,-2.2592108014554433,-2.1993075267554065,4.4163717985976945,6.2754357172145845,0.019927586699153628,0.4591676315723114,0.02983304184479855,r8060050.trees
