#/home/enes/bim/BIM.py trees/ir8090122.trees,trees/ir8090123.trees,trees/ir8090124.trees,trees/ir8090125.trees,trees/ir8090126.trees,trees/ir8090127.trees,trees/ir8090128.trees,trees/ir8090129.trees,trees/ir8090130.trees,trees/ir8090131.trees,trees/ir8090132.trees,trees/ir8090133.trees,trees/ir8090134.trees,trees/ir8090135.trees,trees/ir8090136.trees,trees/ir8090137.trees 250 --stats=all --eta=etas/BC.json --out=outs/678697113.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FerL,bsfs,ZngE,FulD,FayH,Colless,btree,path
0,10001.0,250,44,4.913263274433199,-2.701891483961966,5.646869392424415,4.304981048467581,-1.6679364647819426,-0.008134080036390273,0.0510752688172043,-1.4704239638338619,ir8090122.trees
0,10001.0,250,78,3.442358069989342,-1.7402865995038277,6.606694870957459,2.9325965977273722,-1.3448549032520558,0.021470328749719252,0.04738308070993652,-0.7472118074122778,ir8090123.trees
0,10001.0,250,70,3.7717895626917457,-1.9407385107045396,6.328049345556545,3.2335806401493783,-1.1518410612613252,0.017981557810620347,0.031901800751392664,0.3077933543940044,ir8090124.trees
0,10001.0,250,62,3.6436036638930713,-1.8589757224947916,6.409366617830749,3.1027226286948366,-1.2008448661383528,0.018760506907837215,0.041618085244202616,-0.6766379941532897,ir8090125.trees
0,10001.0,250,62,3.6931416930780516,-1.9369048607531454,5.726193785009132,3.1873666141823684,-0.6239052371832597,0.011403158572703843,0.049326337608498506,-1.7899652363007292,ir8090126.trees
0,10001.0,250,51,4.495101580202919,-2.3821583801346238,6.29607749000091,3.8813449552376174,-1.5076720617645416,0.008057955150783922,0.031027335147039772,0.4497666502399771,ir8090127.trees
0,10001.0,250,59,3.656614078860914,-1.6993560458696728,6.180732793392006,2.9762214363613824,-1.7133925690203438,0.042612022271356464,0.04113227101956212,-0.672096338576537,ir8090128.trees
0,10001.0,250,75,4.14585575525357,-2.0640868032859747,4.822643595379129,3.5034714522742263,-2.2419631114975305,0.03010634755293765,0.04605518849591916,-0.5940261334525553,ir8090129.trees
0,10001.0,250,79,4.143834449202842,-2.0948975838447694,6.562410540267604,3.5310499121973042,-1.136713963982053,0.02593457746507306,0.05709936520274647,-1.7410198826172785,ir8090130.trees
0,10001.0,250,71,4.2257386780859285,-2.2280857544073487,6.791474187125465,3.6672124776336386,-1.9402942155536556,0.012591847297659504,0.03871939370384765,-0.32262865432699994,ir8090131.trees
0,10001.0,250,62,5.1104761460513295,-2.7466697992515337,6.789889801524579,4.464165045873802,-2.6431939385260863,0.006175491982292941,0.042282031351211294,-0.6749297988228763,ir8090132.trees
0,10001.0,250,60,3.0473248868593266,-1.545521819721669,3.1458934447201603,2.5855708298065747,-0.8432189439040394,0.01682073952649421,0.037472470527270374,-0.1320319916846104,ir8090133.trees
0,10001.0,250,49,4.236734234952566,-2.2912657868276964,6.214280253132608,3.6915971135846397,-1.4466287309395944,0.0002744768680798587,0.026752169970203393,0.7233549798035672,ir8090134.trees
0,10001.0,250,84,4.860747030607568,-2.6147462615742225,7.033705377170828,4.273881833932855,-1.4667212390850626,0.008776677303489432,0.04116465863453816,-0.37225818805372335,ir8090135.trees
0,10001.0,250,62,2.985809073925862,-1.378268530535149,6.134284232372024,2.4255707447945882,-0.33543542270571297,0.03635085901088198,0.04798764952282247,-1.2705836663783356,ir8090136.trees
0,10001.0,250,59,3.1667814731593307,-1.5774990274229015,4.047088713712516,2.6628121991518885,-1.1091343211323583,0.021527436193670244,0.03902707604611996,-0.368649666226292,ir8090137.trees
