#/home/enes/bim/BIM.py trees/r8020102.trees,trees/r8020103.trees,trees/r8020104.trees,trees/r8020105.trees,trees/r8020106.trees,trees/r8020107.trees,trees/r8020108.trees,trees/r8020109.trees,trees/r8020110.trees,trees/r8020111.trees,trees/r8020112.trees,trees/r8020113.trees,trees/r8020114.trees,trees/r8020115.trees,trees/r8020116.trees,trees/r8020117.trees,trees/r8020118.trees 250 --stats=all --eta=etas/BC.json --out=outs/241445903.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FulD,ZngE,FerL,bsfs,TajD,Colless,btree,path
0,10001.0,250,57,0.11501844473786879,-0.10708012700926081,0.36333962865269664,0.16871696147549642,3.63147708563348,1.1382720757151077,0.027144143156579998,0.8422155026406998,r8020102.trees
0,10001.0,250,64,0.06428717641299098,-0.6974575740732593,1.144641080018814,-0.4865368866336241,1.4320259595975682,1.707032377254355,0.03479401476875243,0.09626418537341588,r8020103.trees
0,10001.0,250,89,0.05818219510129312,-1.7614255877965732,0.7953139320579734,-0.28422576495976204,0.7148518757784471,1.2695180956512888,0.03583082329317269,0.04020691094229224,r8020104.trees
0,10001.0,250,77,0.10487376795919252,-1.0874914669034843,1.89994271675651,-0.8062902566953434,2.748401247651066,2.8158345751605003,0.031076474976658573,0.4890319489352067,r8020105.trees
0,10001.0,250,70,0.0968016687608012,-0.12206448590580016,-0.023825583520304113,0.3536974101129325,0.9508986529461905,0.591632715549034,0.03290423693199233,0.20044362913372282,r8020106.trees
0,10001.0,250,62,0.1083241556666625,0.2415042062493795,0.5939972756909021,0.006325608779417255,3.497738190131255,1.3611656150012978,0.03444049149451403,-0.15549690368149943,r8020107.trees
0,10001.0,250,67,0.09979813796465667,-1.604848554541067,1.3129409184642151,-0.46582823906629933,1.480628575467115,2.1230159852075565,0.03287637352930784,0.42991284789178846,r8020108.trees
0,10001.0,250,70,0.04216838398750274,-0.6369527735835623,0.7980683808577603,-0.34688032217509496,0.7669707112009744,1.1720048678620552,0.03202761417879956,0.35501200308286135,r8020109.trees
0,10001.0,250,65,0.10328762881462226,-1.2846340729109804,0.4330295034463886,0.090554519567294,1.4516674247402375,1.1477383882665826,0.028813844086021504,0.5661580400067995,r8020110.trees
0,10001.0,250,69,0.07035985253047886,-0.34190496782024965,0.7036923885266172,-0.19006863689372253,2.8055251361527165,1.2454021247864282,0.038008541395839195,-0.2060993774289656,r8020111.trees
0,10001.0,250,56,0.14795570758635615,-0.056868785439618756,-0.1324891036965206,0.5881437748374723,1.8305531082066515,0.7790631325969003,0.0255584550182296,0.9434362781158832,r8020112.trees
0,10001.0,250,94,0.13195874079071618,-0.8581559878087194,0.2703489063718524,0.30650969647828175,2.2856564912220403,1.1606234597785006,0.04335651236156482,-0.43587515827848267,r8020113.trees
0,10001.0,250,82,0.10356355784443906,0.3455947959806379,-0.18825017441426597,0.4843864482992126,2.289374668791961,0.4564964332454268,0.02928957208142917,0.538085563643857,r8020114.trees
0,10001.0,250,73,0.024447009070918044,-0.9814242143334015,2.1769044389664307,-1.2626999051430474,1.8321029061881289,2.614904806723909,0.025671811670645722,0.8991320192454968,r8020115.trees
0,10001.0,250,67,0.07517529377520397,-0.2635382018245023,1.4841463576170066,-0.6577828493131738,3.4584906000786195,2.160059852812221,0.035524355486461975,0.04836785041985507,r8020116.trees
0,10001.0,250,67,0.06981026795082376,0.8095100803487497,0.3028288274627447,0.055687281309108494,4.470897501944648,0.7877991677158631,0.03450277536946795,0.1092260354049676,r8020117.trees
0,10001.0,250,76,0.07478403217278382,-1.53843200489064,0.9112482777772132,-0.3005676202755352,1.677220488331388,1.5079997838451864,0.03279289783370623,0.3418192771449979,r8020118.trees
