#/home/enes/bim/BIM.py trees/ir8020022.trees,trees/ir8020023.trees,trees/ir8020024.trees,trees/ir8020025.trees,trees/ir8020026.trees,trees/ir8020027.trees,trees/ir8020028.trees,trees/ir8020029.trees,trees/ir8020030.trees,trees/ir8020031.trees,trees/ir8020032.trees,trees/ir8020033.trees,trees/ir8020034.trees,trees/ir8020035.trees,trees/ir8020036.trees,trees/ir8020037.trees,trees/ir8020038.trees 250 --stats=all --eta=etas/BC.json --out=outs/112675761.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,FerL,ZngE,FayH,FulD,btree,Colless,path
0,10001.0,250,69,1.5034864567414232,2.089955518668656,-0.3758839302649159,0.9676623479790634,0.06400099024227932,-0.34190496782024954,-0.6217847382971675,0.04700620664476086,ir8020022.trees
0,10001.0,250,59,1.2422699151750751,1.3830187753231638,0.17058692489305546,0.4081845233080887,0.12318921594426424,0.40151129858760504,-0.7358572494995629,0.046584186207194365,ir8020023.trees
0,10001.0,250,78,0.450450785080757,0.304843452730949,-0.18181656990770093,0.34668161994463276,0.009300404084275035,0.2823222188282214,-1.511142737281041,0.05875684902799052,ir8020024.trees
0,10001.0,250,72,1.6289316398991114,1.6543170788544048,-0.42667866081111533,1.0652402611385663,0.06645495397427433,-1.2038789414713407,-1.0610782060567572,0.047763635185904915,ir8020025.trees
0,10001.0,250,65,2.038414751562514,2.0674158249961576,-0.6307598659227854,1.4075572884164194,0.06956413014145306,-1.836623754977502,-1.3625528766413812,0.05483870967741936,ir8020026.trees
0,10001.0,250,52,1.8650183147812727,3.1833113351543663,-0.08145064510545207,0.8805908054374384,0.1372258147105446,-1.1968968564189937,-1.6883231805934564,0.05258360631465956,ir8020027.trees
0,10001.0,250,75,1.3674426341338801,1.629987149936443,0.004115267740655282,0.6027060914695714,0.10710865666394864,-0.794558080368765,-0.885563679466994,0.04567301463920197,ir8020028.trees
0,10001.0,250,72,0.8554147778911464,0.4073945275007131,-0.6476782066060667,0.9012623919448571,-0.025433004650611185,-1.4545840432082398,-1.2984613429400524,0.05530558960407387,ir8020029.trees
0,10001.0,250,66,1.9405802893817934,1.4970565027771727,0.08343041506140302,0.7888428842986103,0.1644317215982958,-0.7668319605999475,-0.36134704389248173,0.04149850020429112,ir8020030.trees
0,10001.0,250,85,1.4191044729331634,2.450927569646589,0.04729897746768514,0.5932796261660273,0.11637960096046931,-1.2711838632943115,-0.9590239474486416,0.04901171506301705,ir8020031.trees
0,10001.0,250,68,0.9061907678300388,3.893286817902041,-0.2816484398381615,0.6274587593795631,0.03070855699286303,0.49040606535120307,-0.8659054288779762,0.042418522014324576,ir8020032.trees
0,10001.0,250,62,1.194803103519468,1.5599380370496507,0.6945605493862973,-0.034203869614148355,0.1946962071954159,-0.9123750516608062,-0.5057583099009823,0.043513840307466425,ir8020033.trees
0,10001.0,250,55,1.3979780777565785,1.685848216311104,0.013411077797339079,0.6015395993786553,0.11330901393941353,-0.9724529589850468,-2.013867259447765,0.0660442355934,ir8020034.trees
0,10001.0,250,65,1.2060320456144593,2.9135272420760874,0.11272643582838482,0.44084918477012,0.111061606548462,-0.1806547087779381,-0.02421060454360528,0.03517942738696723,ir8020035.trees
0,10001.0,250,66,0.7940957563724391,1.7647196825277853,0.47829375096121607,-0.03547977881845809,0.13108281606524685,0.04938824319968458,-1.371504035534186,0.05354320507837803,ir8020036.trees
0,10001.0,250,69,1.0777810336394897,3.194885900125236,-0.10853251698386299,0.5638346205360228,0.06889161460437247,0.17999834453392097,-1.890140904789539,0.05952843632594895,ir8020037.trees
0,10001.0,250,61,1.3102485437706481,3.6689779464067915,-0.39566233001287665,0.8953489531688802,0.04621461562744645,0.0003241759764390662,-1.1348553848561629,0.05324523902059852,ir8020038.trees
