#/home/enes/bim/BIM.py trees/r3120080.trees,trees/r3120081.trees,trees/r3120082.trees,trees/r3120083.trees,trees/r3120084.trees,trees/r3120085.trees,trees/r3120086.trees,trees/r3120087.trees,trees/r3120088.trees,trees/r3120089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/777345890.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FerL,FayH,FulD,bsfs,TajD,Colless,btree,path
0,100001.0,50,384,-0.17623052785535134,0.18783614688451794,0.02072174146963838,0.641903984219833,-0.028097135937501697,-0.022493676060633405,0.11852824962320258,-0.08761202101135837,r3120080.trees
0,100001.0,50,471,0.8297804459937,-0.6331527081237969,-0.037852499970600514,-0.14742807081869402,0.5087462030828163,0.5311048366906691,0.1082633053221289,0.6664271498047808,r3120081.trees
0,100001.0,50,319,-0.2903199920805911,0.3017086461975792,0.03239530344357954,0.09725172439453614,0.372751593602539,-0.05054912340650263,0.12689485242916065,0.12394348762037509,r3120082.trees
0,100001.0,50,368,-0.5822264110473758,0.35916265376886325,0.0064063916903654575,1.616898370229569,-1.3463381472829978,-0.518655652150633,0.14989215198274428,-0.5137832518707699,r3120083.trees
0,100001.0,50,487,0.37990317521929695,-0.25886807903216663,-0.009990839502746268,-0.4334872419302429,0.3985071132952684,0.2956243283859829,0.11135510905393085,0.6784624277857685,r3120084.trees
0,100001.0,50,405,-0.1007631085034617,0.2589131154960748,0.0477724740612227,-0.5124605838999265,0.7707227089199408,0.24440456575928401,0.1139643702784981,0.7395167768007135,r3120085.trees
0,100001.0,50,486,0.1359107695109941,-0.2697523893985418,-0.04547170387835028,-0.15308663796894628,-0.4481686878324282,-0.1945430514807591,0.13256872997132732,0.17838418136246034,r3120086.trees
0,100001.0,50,447,0.06978765072451804,-0.14207830865573068,-0.02421928914997781,1.2479537014146442,-0.600956640749532,-0.10598434971136635,0.1342741530109581,-0.15244342068177683,r3120087.trees
0,100001.0,50,436,-0.12568445636258826,-0.16133881074241466,-0.055199796170093435,1.124479284070413,-1.132855893868714,-0.5169937469054792,0.16223136982065556,-0.5603630947201798,r3120088.trees
0,100001.0,50,500,0.5282176618643688,-0.6191600340613065,-0.07517925220871052,-1.5753950695812404,-0.3674842914565066,-0.028468907371967646,0.10885717923533056,0.1302090216927998,r3120089.trees
