#/home/enes/bim/BIM.py trees/ir8070022.trees,trees/ir8070023.trees,trees/ir8070024.trees,trees/ir8070025.trees,trees/ir8070026.trees,trees/ir8070027.trees,trees/ir8070028.trees,trees/ir8070029.trees,trees/ir8070030.trees,trees/ir8070031.trees,trees/ir8070032.trees,trees/ir8070033.trees,trees/ir8070034.trees,trees/ir8070035.trees,trees/ir8070036.trees,trees/ir8070037.trees,trees/ir8070038.trees 250 --stats=all --eta=etas/BC.json --out=outs/578089791.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,FerL,FulD,bsfs,FayH,Colless,btree,path
0,10001.0,250,105,1.355990123254948,2.220130841801286,-0.44789577792479446,-1.262799635544185,3.768374285463514,0.10798806760427299,0.039963372551790735,-0.4071526664886465,ir8070022.trees
0,10001.0,250,87,1.3853110313666037,2.0346256300599124,-0.5933615511037811,1.4123849878673114,2.352991843494923,0.07401309666906233,0.050085422334499294,-1.0615760385880364,ir8070023.trees
0,10001.0,250,76,1.735067916960305,1.8932240119973165,-1.109523509854323,-2.253135501954065,2.09349599143823,-0.009870796381876606,0.05677908767687237,-1.5324517145348056,ir8070024.trees
0,10001.0,250,95,0.7032277678656296,1.5220039501837481,-0.02934913031672056,-0.6884000218441947,1.67012472520973,0.11292712942044161,0.04971498898821092,-0.9505167283796261,ir8070025.trees
0,10001.0,250,94,1.4421209702061017,2.3203778987974926,-0.5030605055137208,-1.0528317125810835,2.5569088239165234,0.1084305569653218,0.03935958889320724,-0.1736454796957693,ir8070026.trees
0,10001.0,250,74,1.575717767681913,2.6115265964892016,-0.5189519546897016,-1.4975755772162533,2.626204010903747,0.12988931808175425,0.04761273834340293,-0.8360892227187996,ir8070027.trees
0,10001.0,250,83,0.9802573075728078,1.700582832539838,-0.2774794765645965,-1.0092480510360404,2.5208331430124837,0.09266006074891059,0.04763629297247641,-0.745268728282187,ir8070028.trees
0,10001.0,250,130,0.8966785075026761,1.774002376903066,-0.12158251423217073,-1.0420593282033164,1.759613675000006,0.11796400872017711,0.049074176891899406,-0.9002767010260063,ir8070029.trees
0,10001.0,250,109,0.20319309772696345,1.172904323373392,0.3987771469395666,-0.4843429298198635,2.217907220628472,0.14454857825704204,0.04232737401217773,-0.2972654347738393,ir8070030.trees
0,10001.0,250,102,1.782855286817262,2.643269435728558,-0.7428253431489591,-1.7499836365072694,1.4671382600807112,0.09968248734400154,0.04429492162197176,-0.48901119793946446,ir8070031.trees
0,10001.0,250,97,1.2004606101069821,2.219580405665489,-0.25853222111525465,-1.3035275694393582,2.052312284386466,0.1345458452068694,0.04261257553934905,-0.5317903508917002,ir8070032.trees
0,10001.0,250,114,0.8181221285682749,1.470847953820222,-0.1957148336261822,-1.5674277454360503,1.0742923552523849,0.08523921878492617,0.04558652065567775,-0.636342620955011,ir8070033.trees
0,10001.0,250,78,1.5240559177431825,2.348133267398545,-0.5970694952866672,-1.1124010286691595,2.6222245568822387,0.09806749099447377,0.05359138165565488,-1.1771660769078485,ir8070034.trees
0,10001.0,250,82,0.6942616947917107,1.5804207780702764,0.010167300632527064,-0.3194945026449057,2.8899052596557206,0.1238943360194431,0.045799686199997115,-0.6925202440155207,ir8070035.trees
0,10001.0,250,97,0.7978057459067868,1.4941505624733,-0.161282664094851,-0.9256868808393909,1.164400402206354,0.09234375650352702,0.03869467683978699,-0.22017863107356833,ir8070036.trees
0,10001.0,250,80,1.1413586370187125,1.9589271263308798,-0.33604698669005933,-0.02571372505385964,4.385468277194912,0.10460199171246791,0.055745158051561085,-1.6083213274558064,ir8070037.trees
0,10001.0,250,104,2.416331932050353,3.399734108697719,-1.1068306793662108,-1.5989306632560822,4.601023847573122,0.10721961825348836,0.04569622576326813,-0.9072931209956138,ir8070038.trees
