#/home/enes/bim/BIM.py trees/r8070034.trees,trees/r8070035.trees,trees/r8070036.trees,trees/r8070037.trees,trees/r8070038.trees,trees/r8070039.trees,trees/r8070040.trees,trees/r8070041.trees,trees/r8070042.trees,trees/r8070043.trees,trees/r8070044.trees,trees/r8070045.trees,trees/r8070046.trees,trees/r8070047.trees,trees/r8070048.trees,trees/r8070049.trees,trees/r8070050.trees 250 --stats=all --eta=etas/BC.json --out=outs/260525528.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FerL,ZngE,FayH,FulD,Colless,btree,path
0,10001.0,250,78,2.6222245568822387,2.348133267398545,-0.5970694952866672,1.5240559177431825,0.09806749099447377,-1.1124010286691595,0.03267798669650795,0.2421695901229783,r8070034.trees
0,10001.0,250,82,2.8899052596557206,1.5804207780702764,0.010167300632527064,0.6942616947917107,0.1238943360194431,-0.3194945026449057,0.031329619553482756,0.30824988984020035,r8070035.trees
0,10001.0,250,97,1.164400402206354,1.4941505624733,-0.161282664094851,0.7978057459067868,0.09234375650352702,-0.9256868808393909,0.026438563064215947,0.8629883343101282,r8070036.trees
0,10001.0,250,80,4.385468277194912,1.9589271263308798,-0.33604698669005933,1.1413586370187125,0.10460199171246791,-0.02571372505385964,0.03243880830293076,0.09799015970432126,r8070037.trees
0,10001.0,250,104,4.601023847573122,3.399734108697719,-1.1068306793662108,2.416331932050353,0.10721961825348836,-1.5989306632560822,0.027888772833268557,0.6102981560217026,r8070038.trees
0,10001.0,250,89,1.5330456869945044,2.2376944849170997,-0.7179097576821779,1.5770835828988443,0.07221895209815962,-0.9410655566014475,0.03502113291877187,0.08727125317213258,r8070039.trees
0,10001.0,250,113,2.11948918565832,1.8521423118821543,0.10187108338757342,0.7483649817096436,0.15526117383308116,-1.0644360412864036,0.02862647259171964,0.7168205177048322,r8070040.trees
0,10001.0,250,91,1.8358623533983058,2.5886787229710775,-0.28728003853657247,1.3863947124149747,0.1593494551585834,-0.5855896800030189,0.03355945777243873,0.18226056000719357,r8070041.trees
0,10001.0,250,87,3.683866593517218,2.133046738432519,-0.7738887783792647,1.5749583343165654,0.05632367326686155,-1.1025143743252253,0.03378783953016366,0.05017202153660197,r8070042.trees
0,10001.0,250,104,2.0017386493832556,1.7119698777322194,-0.4410892763546396,1.1227841845207975,0.0700651484504124,-1.068739825264131,0.0394762411274981,-0.07560129925465116,r8070043.trees
0,10001.0,250,106,2.4955787673408003,1.1886450521619794,0.23486412376663918,0.34240541097079985,0.123335028698215,-0.41215883554142974,0.03606646700654611,-0.0429676021504874,r8070044.trees
0,10001.0,250,72,2.960092855030137,1.7661448578296526,-0.8317988507412389,1.4529053323302148,0.019474228058878006,-1.2038789414713407,0.03550200803212851,0.10072370396888931,r8070045.trees
0,10001.0,250,94,1.093189885069418,2.6875003515280533,-1.3488274198191583,2.2893700979576073,0.0188922117302386,-2.22088606121527,0.027549984885779675,0.56093538173572,r8070046.trees
0,10001.0,250,104,3.432934983990538,1.6882525322940143,-0.1877775617329897,0.9074046725303657,0.10326964139734736,-0.7152792666028307,0.03330934899143216,0.2927932516549123,r8070047.trees
0,10001.0,250,96,2.704078521441938,2.211755066286974,-0.6305985373857065,1.497330002513528,0.08227313143000452,-1.476026189604333,0.030833009457183577,0.27948733426260297,r8070048.trees
0,10001.0,250,97,1.214244432267603,1.5381803834388292,-0.105068232742386,0.7720466805202422,0.1035352439951305,-0.736766536539407,0.034446819536209344,0.013329003970120054,r8070049.trees
0,10001.0,250,108,1.5208923169576565,2.194852363743068,-0.2084541051219941,1.1518539440576148,0.13897647412247244,-1.142494479853929,0.035014822096736085,0.23905230660620191,r8070050.trees
