#/home/enes/bim/BIM.py trees/r8120068.trees,trees/r8120069.trees,trees/r8120070.trees,trees/r8120071.trees,trees/r8120072.trees,trees/r8120073.trees,trees/r8120074.trees,trees/r8120075.trees,trees/r8120076.trees,trees/r8120077.trees,trees/r8120078.trees,trees/r8120079.trees,trees/r8120080.trees,trees/r8120081.trees,trees/r8120082.trees,trees/r8120083.trees,trees/r8120084.trees 250 --stats=all --eta=etas/BC.json --out=outs/844257038.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,TajD,ZngE,FulD,bsfs,FayH,btree,Colless,path
0,10001.0,250,66,-2.3569887921363355,4.499958385132245,3.8865606814859097,-2.1271989669326685,6.750864481233316,0.014959075820194758,0.4521575157164276,0.031727717320896485,r8120068.trees
0,10001.0,250,78,-2.3315463379481205,4.379417913970581,3.8257770995055824,-0.8799471540862625,6.699988383644865,0.010698018477368756,-0.2987946101785931,0.037431986008550334,r8120069.trees
0,10001.0,250,75,-2.5259170942718603,4.839308086954523,4.1835798494788685,-2.2419631114975305,5.975643975589192,0.01860092161501092,-0.16908538415712512,0.03661959666623483,r8120070.trees
0,10001.0,250,58,-2.086931126774349,3.8378559740369225,3.366962197738472,-0.7696309122327304,5.131867776241821,0.00045367761240956814,-0.28576984522146226,0.03280865397072159,r8120071.trees
0,10001.0,250,80,-2.1575899778916527,4.17065406838717,3.5944348876865737,-1.6143465919002442,6.68933719895799,0.01925556591565352,-0.1566221938957659,0.031726367836939155,r8120072.trees
0,10001.0,250,64,-2.181171245600881,4.010432174634926,3.5264394200898357,-0.41742633149567626,6.524952005414436,0.0014506405607514334,-0.336779359063682,0.038812140055824465,r8120073.trees
0,10001.0,250,66,-2.1650526916632953,4.171258751145871,3.586719338527537,-0.7668319605999474,5.745936049344364,0.016706040972902063,-0.5211237724411953,0.039147372901745234,r8120074.trees
0,10001.0,250,90,-2.590834432212017,4.879411168330542,4.268081111237741,-2.7906344123456828,5.968079736148266,0.014179517168834916,-0.17446020046379374,0.035223643522195376,r8120075.trees
0,10001.0,250,65,-2.216265163312139,4.136995283390198,3.6117299615432197,-1.2846340729109802,6.158809289843687,0.0065103925478227805,-0.020079310528908646,0.03152286565617308,r8120076.trees
0,10001.0,250,105,-2.330107976526551,4.423759388940834,3.8640641099044557,-1.9632644494284748,6.535038799650614,0.01655103016570894,-0.19943189190594587,0.0383569015516159,r8120077.trees
0,10001.0,250,54,-2.101760267964197,4.027138483348631,3.4560889688300787,-1.5914089407117977,6.354809873680045,0.012603182031798497,0.2622634088911478,0.029090555771472994,r8120078.trees
0,10001.0,250,60,-2.3195192478094913,4.291483584771611,3.7564908967123167,-1.1406530963101977,5.901808698439803,0.0029420419844111353,-0.2415144645483644,0.035100077730275944,r8120079.trees
0,10001.0,250,93,-2.410477622446538,4.345748796146831,3.8866304167240986,-1.6214143481027636,3.250008131712084,-0.0014842163470815352,0.050001707711782604,0.034998056743101434,r8120080.trees
0,10001.0,250,66,-2.142998709261568,4.08701870719388,3.531764494319732,-1.8551255656661243,6.657001518510682,0.013256059476360611,-0.25106095482676644,0.03657807408293222,r8120081.trees
0,10001.0,250,73,-1.7386996498035576,3.4666106605038576,2.9381848486502387,-1.228890628631926,6.375672470717575,0.02320368843905017,-0.6839622006400248,0.04009586734032906,r8120082.trees
0,10001.0,250,69,-2.0371691720798344,3.9868575207182064,3.405448078782005,-0.6028566239973344,4.388169419085678,0.020930926714028148,0.2407100706130494,0.03210692231290754,r8120083.trees
0,10001.0,250,55,-2.469457296193549,4.64270741070497,4.023565198770382,-2.2624369349718485,6.595078882399742,0.007938827085133453,-0.4285390788340446,0.03498222279800204,r8120084.trees
