start,end,N,SS,ZngE,TajD,FerL,bsfs,FulD,FayH,btree,Colless,path,iColless,ibtree
0,25001.0,250,108,0.1557691213277921,-0.9722781758389812,-0.7314631053541905,-0.96992220942272,1.4142000778457335,-0.17516388778373598,-1.889944253876029,0.07657979051497275,9070000,0.091340548297408,-2.63460188647722
0,25001.0,250,114,1.8245411509990048,-0.8877571454396948,-2.74886056043037,-1.8965091463789443,1.3452680058123592,-0.4454127696596274,-1.3867450614918984,0.05894355410255825,9070001,0.05462086035142268,-0.8447674242729251
0,25001.0,250,129,-0.5757550691714787,-0.04813463891981159,0.6849339359363824,3.1775222558110063,0.6973312857381067,0.08977369173698999,0.13491003584806968,0.03360549211695735,9070002,0.04586302198039472,-0.5373060846965703
0,25001.0,250,120,0.4829910847546457,0.8512616119957404,-0.12440757948103084,3.9711326564233613,-0.4112233731805642,0.047719376666486436,-0.4938535862377331,0.04215190254103973,9070003,0.05006662595080785,-1.0944451409995464
0,25001.0,250,142,1.0533888021954372,0.9031256026111756,-0.7985430381826443,0.7372694260975694,0.487437463503317,-0.040078863531835984,0.07863295419060078,0.032973483796938916,9070004,0.03874679860882736,-0.13840915573416207
0,25001.0,250,160,0.3349619643675503,0.7065565800017884,-0.0193388325639398,1.1712906687053148,-0.4927230218665088,0.050600560459797564,-0.04219010072790055,0.03902912589516907,9070005,0.048325791645846064,-0.5804358643573158
0,25001.0,250,151,0.4234073246787995,-0.7494050837298003,-0.9410962821277524,-0.9539696674479934,0.8939115871522776,-0.1838426367443062,-0.5652786458432193,0.0460875761108952,9070006,0.052748159538575055,-0.834336796547808
0,25001.0,250,119,-0.24139301914190325,-0.1067202248041353,0.23921391634842776,0.10498032525622523,1.1635564777377172,0.024662328809524105,0.11940102421076346,0.036276111688359765,9070007,0.04758363478728811,-0.7119342632067437
0,25001.0,250,143,1.203288855737095,-1.0958436248178032,-2.097548837475653,-2.41385824597769,0.7228386879168633,-0.3673431794504769,-1.3346014784427775,0.05061104633588117,9070008,0.06603950363666647,-1.8778092998945293
0,25001.0,250,140,-0.15139597082266631,0.11221826994609724,0.2496016176021023,1.8385287889542168,0.4049813685239337,0.04238192579223417,-0.31045479442554064,0.040380513421245184,9070009,0.047295732293789035,-1.0571131139822412
0,25001.0,250,159,-0.3246397028516957,-0.4701300903588739,0.1386086089424204,-0.27651756604863104,0.9309616022307692,-0.016707956236300434,0.11594497617345673,0.03708874769766303,9070010,0.05118754588245456,-0.7169813677515766
0,25001.0,250,173,-0.25921157634887826,-1.0085793362486737,-0.24358719003665266,-1.1934644405261543,0.6096236377406412,-0.1085228643698866,-1.0661111429182537,0.059826672280519924,9070011,0.07091455150627324,-1.669610175416365
0,25001.0,250,137,0.4086584716140637,0.6959954199087864,-0.11752817378235852,0.6829445901690497,-0.1973870485126782,0.036705833000926384,0.22547871387013535,0.03298097269142741,9070012,0.048387927225859606,-0.7107224314704521
0,25001.0,250,135,0.10490078091761468,0.11417889170047085,-0.06609410578596363,0.2396775941218043,0.9445362797441668,-0.00034518184518583816,-0.8097558539543278,0.052540666343926914,9070013,0.047590130105676184,-0.72088773355678
0,25001.0,250,178,-0.8320086582798899,-0.13736625930129234,0.95068464547383,0.8110081204494971,0.1915557435315917,0.11732730136246206,0.6646622645322083,0.027974907590142727,9070014,0.035753370016568815,-0.08157977415853435
0,25001.0,250,135,-0.10096818072754983,-0.9211444906155629,-0.3879593893411648,-0.7699008275548728,0.11977007784028575,-0.12254758252575156,-0.5335155737265637,0.04943870280331332,9070015,0.08040873170099752,-2.064144365379311
0,25001.0,250,130,-0.26279958757349925,-0.842823464137922,-0.14397900961285814,-0.8350100926383482,1.239057563110049,-0.08355013902581003,-0.6350279583038863,0.04414772843496227,9070016,0.04848948342798875,-0.7289427855249921
0,25001.0,250,98,0.11690905591403898,-0.8189887002897984,-0.5975005054081539,-1.0178226693577417,1.6717569539379686,-0.14581718170875754,-1.7597871397793814,0.0641474990872581,9070017,0.07298225158699312,-2.067026432760962
0,25001.0,250,153,1.399941453482274,-0.6062591453413154,-2.067788962140237,-1.026510312628831,0.4773812850556884,-0.3252531144462833,-0.4121928562668129,0.047686000167653536,9070018,0.058220147142048664,-1.0558582722319017
0,25001.0,250,150,-1.157021110636479,-0.8669446056603628,0.9460731895425792,-0.6378718553266252,1.540636489454991,0.06259709983579724,-0.3200733155626809,0.04043458781362008,9070019,0.055411160772120736,-0.9133629090388242
0,25001.0,250,122,0.1020647223491725,-0.07581450249710454,-0.16830885016783273,-0.1489366564155342,-0.3028328586371016,-0.028795784267383,0.3687962322256547,0.03116151240908335,9070020,0.05406032733082869,-0.8611994520050655
0,25001.0,250,127,0.16988054563143162,-0.4518177804034803,-0.4612179395771443,-0.6055183199589965,-1.1399412144546328,-0.09726260321301168,-0.9688138802386056,0.0452863346795316,9070021,0.05928938488207824,-1.5030014266073446
0,25001.0,250,136,0.627204727327286,-0.9550543233131908,-1.306867135233938,-1.7734390418488697,0.0965460773354437,-0.2500490687559579,-1.2496716720208552,0.05219461638844916,9070022,0.06310865582144244,-1.9451446657248992
0,25001.0,250,142,-0.7886507228020628,-0.8356952128134634,0.5089633152909321,-0.4081038010910008,0.2256479277709641,0.005883065927281383,-0.6729469450168969,0.051294146408735884,9070023,0.05592012383695245,-1.2478191909458882
0,25001.0,250,160,0.6734888901989393,-0.06535433220704777,-0.8684525021912748,-0.34115567648119377,-0.14299337700785195,-0.12207361235767075,-1.3500253328385283,0.05518592547352751,9070024,0.05492361149667796,-0.9435053546408252
0,25001.0,250,146,0.2645405928850182,-1.2061666625485439,-0.9992160427920505,-1.729716207810856,1.2828619363120528,-0.2264933835690692,-1.417179721289103,0.06737511962522308,9070025,0.0841768834870273,-2.56759746228056
0,25001.0,250,124,-0.9289396089631642,-1.193245978697147,0.4852953990497661,-1.1283503692561514,1.4436627487919431,-0.024313901887336186,-1.0051275165823474,0.04765837543723277,9070026,0.058722482984045365,-1.537538939630655
0,25001.0,250,122,-0.1632854236997356,-0.4550501907938699,-0.050932146581187034,-0.6172722388164792,1.364593444263989,-0.04156527724446348,-0.9745805510081964,0.059284233709029674,9070027,0.05968902491687177,-1.6731396595287753
0,25001.0,250,112,-0.8538682720123023,-0.6376850705782112,0.7023590814913055,-0.12977580319529325,0.5993494905026132,0.047971243202101915,-0.40293352759541146,0.04288531494128075,9070028,0.046551798592218335,-0.6563779350260629
0,25001.0,250,150,-0.8118865583237462,-0.7793533518562403,0.568493110823936,-0.7243586632178843,1.2923981307339965,0.01811444803147668,-0.20269182119245774,0.03933810883132082,9070029,0.05290516906335018,-0.8274063439458229
0,25001.0,250,136,0.14426057843389642,0.2296218638022005,-0.05045834122489852,1.678335146976701,0.09654607733544376,0.010523405179527785,-0.3121274300301531,0.03983145697544276,9070030,0.05954295491197269,-1.6033441070972074
0,25001.0,250,184,0.26544544135022785,-0.9061181850560656,-0.8346946354034315,-1.392508931680291,0.5940974729224642,-0.1798770688320374,-2.36209015755698,0.08746599300427517,9070031,0.0666508953063305,-1.5312937644717357
0,25001.0,250,125,0.3893489569885932,-1.6827911755618006,-1.4166889780345815,-2.7760426925891606,2.5928311141022773,-0.32140082902419115,-1.130252116993864,0.059899035592396024,9070032,0.07633202442696256,-1.8476224005558215
0,25001.0,250,115,-0.4954873766173795,-1.277445108983697,-0.09612414764362268,-1.8814043786535872,2.5914085414616634,-0.11055454276344832,-1.1865083944687043,0.0631720430107527,9070033,0.07435583659835504,-1.790658185068148
0,25001.0,250,132,-0.2202455607488884,-0.5333825588133626,-0.02455083396569291,-0.6616886709227007,0.4724459923063958,-0.04377337347185708,-0.9007573926609044,0.046033292643540995,9070034,0.04795176912583921,-1.1136312800019863
0,25001.0,250,185,0.006701607401169949,-0.908556511380779,-0.5165865156664533,-1.4992996740122586,0.5743749162972656,-0.1373840059144419,-0.2719606014907219,0.042874004980495456,9070035,0.0587149356439039,-1.3425044643895194
0,25001.0,250,119,0.7196910196334664,-1.5220164802871403,-1.7350358313893044,-2.5455775580595463,2.250417442171475,-0.3536123305559163,-2.706758879132187,0.0696459673820731,9070036,0.07469046693687191,-2.2340627977895937
0,25001.0,250,127,-0.5855528105311032,-0.7103191018983799,0.3289125310745574,-0.4918073999494484,-0.4108331211234061,-0.009014437016422249,-0.6708194858326889,0.051781318823681824,9070037,0.0683335492507665,-1.836816435597033
0,25001.0,250,124,0.16375360164352218,-1.33641599977042,-0.945156677825116,-2.051813333005293,1.4436627487919438,-0.23075112447376145,-2.2347651335581133,0.06678239841084767,9070038,0.06804517952335026,-1.909648218352496
0,25001.0,250,172,1.2557515778770052,-0.3046134619291728,-1.7211807720219408,-0.7669833876896804,0.0876182345809264,-0.2543181984356057,-0.8423446163448265,0.04513824043555875,9070039,0.051243475462724966,-0.7299928999262865
0,25001.0,250,156,-0.44353505227709455,-0.012458646925127366,0.5409903108293754,0.589844658187175,-0.3071779672567524,0.07212625372137761,0.20532229878179914,0.0321992138498921,9070040,0.0491458066435395,-0.9202265725331598
0,25001.0,250,131,0.6360388536194672,-0.5056548476044729,-1.0674963758833664,-0.6476984622338279,-0.6330141180175657,-0.18381904032497076,-1.4193305633877449,0.06252453984673181,9070041,0.07291377491532952,-2.2851848147234457
0,25001.0,250,194,2.4186988312271605,-0.912718503555312,-3.497325056538313,-2.144506861804673,-0.27050170381202576,-0.5362828716917422,-0.6746082742431105,0.045976474292433116,9070042,0.08270859328655879,-2.5470956682769255
0,25001.0,250,125,-0.017589949696385526,-0.14538427743519555,-0.059063967140828975,-0.3005747913544805,0.2236594104510262,-0.01911338215487796,-0.3872348584925888,0.04136091791334813,9070043,0.04963190771501151,-0.924624750224172
0,25001.0,250,109,-0.8779957768512787,-1.204011551754636,0.4186213152208923,-1.3302199784135622,1.2051028531225136,-0.034276781691122464,-0.5496211987207246,0.04251076888197953,9070044,0.059879841948438914,-1.3483822742652278
0,25001.0,250,108,0.4759392429195208,-0.8020892527563787,-1.0331736226919035,-1.4766689826376649,2.09598529323231,-0.2037636449332966,-1.1752890747210158,0.054842146730437226,9070045,0.07223895582329318,-2.3711208449246843
0,25001.0,250,131,0.5434377757718312,-0.6422258520455157,-1.0290148300814324,-0.9039301197104924,0.07457527393693475,-0.18892929982705506,-0.9575004009290736,0.05502833250811465,9070046,0.10251202520801206,-3.234585259299932
