#/home/enes/bim/BIM.py trees/ir8100056.trees,trees/ir8100057.trees,trees/ir8100058.trees,trees/ir8100059.trees,trees/ir8100060.trees,trees/ir8100061.trees,trees/ir8100062.trees,trees/ir8100063.trees,trees/ir8100064.trees,trees/ir8100065.trees,trees/ir8100066.trees,trees/ir8100067.trees,trees/ir8100068.trees,trees/ir8100069.trees,trees/ir8100070.trees,trees/ir8100071.trees,trees/ir8100072.trees 250 --stats=all --eta=etas/BC.json --out=outs/586438488.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FerL,ZngE,FayH,bsfs,TajD,Colless,btree,path
0,10001.0,250,94,-0.46880453826398993,-0.6340554987442442,1.3876848647986737,0.06256541668144928,1.7657299335306766,1.9612613875194178,0.04835875761108952,-0.9280755015013913,ir8100056.trees
0,10001.0,250,103,-1.0494439247701066,-0.6324774036263184,1.441180170477931,0.07165789828298678,1.6076778084673033,2.078271925197099,0.04815552532711491,-0.9249685184075241,ir8100057.trees
0,10001.0,250,122,-1.3639223241196141,-0.5646395517346078,1.447417318502297,0.09035060531973975,1.8761269110684557,2.204747402682295,0.04667626864193015,-0.5152130486351314,ir8100058.trees
0,10001.0,250,128,-1.4445045268617764,-0.46633705212931104,1.6057067305970452,0.14358831829064192,1.7043974306947478,2.7307971871537156,0.05292856011861064,-1.4681854935876324,ir8100059.trees
0,10001.0,250,113,-1.3908230245744215,0.051131929341637454,0.9623704088385866,0.17769726038343844,1.8352723186829039,2.2377980254366423,0.045978267910351076,-0.7146272470216573,ir8100060.trees
0,10001.0,250,95,-1.6519932725055517,-0.09087626470553148,0.8269332250806785,0.1171065832728371,2.533727753301311,1.687726509887852,0.051789820572613034,-0.9911006132621122,ir8100061.trees
0,10001.0,250,127,-1.4315844517871235,-0.39557170653625884,1.4273557347248558,0.13288221862901503,2.015589043011056,2.4620425103945895,0.049691854977513744,-1.025641118305121,ir8100062.trees
0,10001.0,250,88,-1.3318790001717646,-0.8386646249833126,1.5541500320388149,0.03452017219834822,1.9509298912582647,1.9680611269730415,0.047469447683205934,-0.8364997827643997,ir8100063.trees
0,10001.0,250,92,-0.6120913357825706,-1.927938480619776,3.1552521811329997,0.006892552608243345,4.336662643167574,3.581667963833717,0.052076585913546664,-1.5761425458351968,ir8100064.trees
0,10001.0,250,104,-0.00835814928022909,-0.5549354011095724,1.394708760131136,0.08509314138372336,1.632016359176138,2.113909894222439,0.05221153430928013,-1.269067002942634,ir8100065.trees
0,10001.0,250,104,-1.068739825264131,-1.0535639475722527,2.1081931022115348,0.06924803175922124,4.501733358705729,2.807470486331706,0.06160934058815909,-1.764108223441457,ir8100066.trees
0,10001.0,250,109,-1.8358995561737652,-0.46831011572404524,1.5306595281005875,0.13183160699675914,4.264676110647006,2.5708101145161932,0.03822818154337781,-0.16110432122667687,ir8100067.trees
0,10001.0,250,91,-0.9871761399235498,-0.2859412625791469,1.1260619894711303,0.11473987868793402,1.8857131652992603,2.007271845639706,0.056504821127829286,-1.4004511876514922,ir8100068.trees
0,10001.0,250,138,-1.9674429277479546,-0.39287996050726726,1.3376333074730313,0.11787064039662969,1.7842384386794707,2.2630910446779944,0.04021313284282849,-0.22550576105956596,ir8100069.trees
0,10001.0,250,105,-1.4379158390152573,-0.6895975498286934,1.604089834713624,0.08360405406113894,1.5728149727411944,2.3378764452147034,0.038844682635465456,-0.0666876640457911,ir8100070.trees
0,10001.0,250,87,-1.731239214873359,-0.6508757669532319,1.5157404017748777,0.08051974253007882,3.3169953603857736,2.2231993155687855,0.0441617586973203,-0.6013620619778011,ir8100071.trees
0,10001.0,250,85,-1.056923162531588,-1.157297260553151,2.1448041492997154,0.0478592610225507,6.553994102065365,2.7194139440487453,0.05801701429373407,-1.9754707368542126,ir8100072.trees
