#/home/enes/bim/BIM.py trees/r8090102.trees,trees/r8090103.trees,trees/r8090104.trees,trees/r8090105.trees,trees/r8090106.trees,trees/r8090107.trees,trees/r8090108.trees,trees/r8090109.trees,trees/r8090110.trees,trees/r8090111.trees,trees/r8090112.trees,trees/r8090113.trees,trees/r8090114.trees,trees/r8090115.trees,trees/r8090116.trees,trees/r8090117.trees,trees/r8090118.trees 250 --stats=all --eta=etas/BC.json --out=outs/131999306.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FulD,FerL,ZngE,FayH,bsfs,Colless,btree,path
0,10001.0,250,59,4.101959687774213,-1.4112634450763506,-2.092733436220607,3.48897600472113,0.020706318270283148,3.883614550201115,0.03843870104072203,-0.23529765047911125,r8090102.trees
0,10001.0,250,57,4.446558361332053,-1.3549983302157256,-2.352711092265481,3.8468407179767308,0.009829520483522581,5.867454083440194,0.0417341408645334,-0.9501449908561231,r8090103.trees
0,10001.0,250,55,3.532834209453739,-1.2949489529817473,-1.8097519567506768,3.0058075851581876,0.01620444996296048,5.452896817326323,0.03800686617437492,-0.5458524182637631,r8090104.trees
0,10001.0,250,57,3.9552594799652665,-1.3549983302157254,-2.062296391888149,3.397250328095529,0.013188815627713114,5.058364152958829,0.03650084207798937,-0.7432199067160723,r8090105.trees
0,10001.0,250,73,3.696728585934932,-1.2288906286319263,-1.7989242365192895,3.0886807446686557,0.032594357642618775,3.9018907778642378,0.03237373456961486,0.24324828669815496,r8090106.trees
0,10001.0,250,80,4.804065598590017,-1.6143465919002444,-2.484984024992487,4.140102674138766,0.02222039799716586,6.878939358735394,0.030530725050740597,-0.11999697603294411,r8090107.trees
0,10001.0,250,40,3.301556240656663,-0.2403524040278596,-1.5999375577493837,2.7117954349366564,0.02633922708049874,5.83756487074225,0.02908407824847779,0.20729178625076208,r8090108.trees
0,10001.0,250,67,3.8638622910841476,-1.604848554541067,-1.9149388757904608,3.25041580487664,0.028583710456166023,6.466264778759473,0.02874253612691234,0.2615480944279488,r8090109.trees
0,10001.0,250,69,4.4570148532514935,-1.907614904882761,-2.6291497797849033,4.090843762974321,-0.02690106053520849,3.6907225867561033,0.03154553698665631,-0.14914591997235993,r8090110.trees
0,10001.0,250,71,3.824449049572531,-0.9241748137085987,-2.0185656817602196,3.3206295111022417,0.011101446239322773,6.678784894323452,0.033756727790929114,-0.19802346307031626,r8090111.trees
0,10001.0,250,53,3.9729390181193236,-1.2307189338712317,-2.082031405558729,3.4149022312425337,0.010985887620913567,3.975364549287286,0.03371550719005053,-0.15012143004673667,r8090112.trees
0,10001.0,250,62,3.6292380988347523,-1.2008448661383528,-1.8971688412127774,3.127197997992436,0.012105251455579415,5.824378812301091,0.025641025641025644,0.3588204564769594,r8090113.trees
0,10001.0,250,81,4.266985020284814,-2.0807986801819163,-2.1931533868034627,3.6667958944454364,0.02180363725544287,6.861363229864886,0.027568337867599428,0.5378324427887856,r8090114.trees
0,10001.0,250,50,3.2786623963894512,0.2832237482084371,-1.6904184099582962,2.791652022172343,0.012676257260290756,5.510701580512576,0.03340242691194887,-0.1634405610020182,r8090115.trees
0,10001.0,250,93,3.849229240824759,-1.621414348102764,-2.040873291328979,3.3664573910621174,0.01181342840868443,6.5481571372529075,0.02573735803428769,0.7413307472334006,r8090116.trees
0,10001.0,250,84,4.057867206505458,-1.2500380873337256,-2.130953702215897,3.5260239200639365,0.014618457850938503,5.945873994454455,0.04970615600230836,-0.7814008361009187,r8090117.trees
0,10001.0,250,54,3.6956983451074508,-0.27930689578105333,-2.1057619665225755,3.3142466126773362,-0.014422371327210233,5.013040653688293,0.02905169063350175,0.5271361620844118,r8090118.trees
