#/home/enes/bim/BIM.py trees/r3110080.trees,trees/r3110081.trees,trees/r3110082.trees,trees/r3110083.trees,trees/r3110084.trees,trees/r3110085.trees,trees/r3110086.trees,trees/r3110087.trees,trees/r3110088.trees,trees/r3110089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/366654523.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,FulD,bsfs,FerL,TajD,ZngE,btree,Colless,path
0,100001.0,50,520,-0.018589072194611797,-0.0449409431022526,-0.2878815759023361,-0.09644752639214026,-0.10316106868349616,0.03119064541637187,-0.1591286747337312,0.12970027460525482,r3110080.trees
0,100001.0,50,438,-0.014617706446267684,-0.21480074525897555,0.41035815296303907,-0.4623921163040915,0.575109213284592,0.7025377750697419,1.0503545547078614,0.10864152290750549,r3110081.trees
0,100001.0,50,475,-0.036886536091945546,-0.111527563692853,0.054755548711863444,-0.3984746815912115,0.1469394057008828,0.42537826101413145,0.09735164522629207,0.11619323405037693,r3110082.trees
0,100001.0,50,315,-0.01347040577872541,0.562521931064338,-1.0466632574967036,0.23582877215443937,-0.5938292885306512,-0.5122107095607438,0.4227670093456285,0.11286746841593777,r3110083.trees
0,100001.0,50,485,0.02670580008577669,-0.45224275620835,0.48295207908255994,0.15008529495446074,0.12838932879375176,-0.06519714234285448,0.33420107844834773,0.11941391941391939,r3110084.trees
0,100001.0,50,458,0.0076160362303258405,-0.02574684208508074,0.004946407335171465,0.08239363364639443,-0.030606736690264896,-0.08806152241271885,0.24100232080465606,0.11413043478260876,r3110085.trees
0,100001.0,50,398,0.03473983786005328,-0.5751417622079429,0.6247673322050735,0.07112016057837368,0.3765553576341264,0.13203599675247316,0.7576095291923701,0.10193452380952381,r3110086.trees
0,100001.0,50,468,-0.047121404853192786,0.9811166764931952,-1.284810340448649,-0.20945309321764966,-0.3201539221192457,0.018111474615310673,-0.6761920201114808,0.13468392676219418,r3110087.trees
0,100001.0,50,409,-0.03532371352097863,-0.10518055441786237,-0.7456120023460568,-0.0983271649246203,-0.33885903610222895,-0.08877814813795132,-0.038564022690169154,0.1291707159054098,r3110088.trees
0,100001.0,50,471,0.00991477414002661,0.4819134485445235,0.08149581831692654,-0.02945959614577756,0.19205672591209286,0.12514007505564725,0.3646118601350122,0.1145359698283459,r3110089.trees
