#/home/enes/bim/BIM.py trees/r8110034.trees,trees/r8110035.trees,trees/r8110036.trees,trees/r8110037.trees,trees/r8110038.trees,trees/r8110039.trees,trees/r8110040.trees,trees/r8110041.trees,trees/r8110042.trees,trees/r8110043.trees,trees/r8110044.trees,trees/r8110045.trees,trees/r8110046.trees,trees/r8110047.trees,trees/r8110048.trees,trees/r8110049.trees,trees/r8110050.trees 250 --stats=all --eta=etas/BC.json --out=outs/520484046.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,ZngE,TajD,FayH,FerL,bsfs,btree,Colless,path
0,10001.0,250,92,-1.0095148062547443,3.0904670794086258,3.6039428311184944,0.021507517225779597,-1.8354557836668282,6.828532341175431,0.08796378966686046,0.03479869297980452,r8110034.trees
0,10001.0,250,87,-1.940814161722738,2.859012998163542,4.136192697078283,0.1430359620655612,-1.259248031313513,3.5921141550164983,0.5634020659859741,0.02849362711391472,r8110035.trees
0,10001.0,250,113,-1.3908230245744218,1.1399243621158963,1.8707660317960344,0.09152298227785291,-0.3720394791182824,1.9203404125099786,0.2394316254610474,0.03195038217385672,r8110036.trees
0,10001.0,250,67,-1.336586483997754,2.4733333393886916,3.12976798315208,0.05151561105497949,-1.353360105106783,3.5470662175517775,-0.060844210365620544,0.03645702354008062,r8110037.trees
0,10001.0,250,81,-0.28646895335467315,2.694260698278223,3.2240614926762743,0.029791971397006522,-1.562608207810485,5.920452847474282,-0.11622769944219268,0.03696506455931251,r8110038.trees
0,10001.0,250,78,-1.5773087778349528,3.26733214755891,3.7195551144558094,0.005934057124165508,-2.0025377772499584,5.969195025394113,0.3459461530317665,0.032959161122669035,r8110039.trees
0,10001.0,250,90,-0.3556082416021097,1.6896371855129984,2.483990844942436,0.09077665372528029,-0.7208864554282143,3.700131602701698,-0.07567438072778444,0.03377804879138355,r8110040.trees
0,10001.0,250,81,-0.959342600914889,2.019489364641218,2.62531023696403,0.05469796113943602,-1.0564171027789961,2.8508222027452086,0.06320263477235034,0.034632325829372076,r8110041.trees
0,10001.0,250,89,-1.1461555644002286,2.5548461884575673,2.852799777383485,-0.0021429232147591893,-1.5889706195537212,1.847408723830271,0.07254956212022014,0.03143050511277592,r8110042.trees
0,10001.0,250,83,-1.2284091364837617,2.179413717636577,2.6583431808964337,0.03216036472728508,-1.235019467958356,2.2661210613141325,-0.1475028474054248,0.039028425530077286,r8110043.trees
0,10001.0,250,85,-0.19988035948069152,2.442702984195571,3.000048995871844,0.039493046546771986,-1.3715211129502285,3.776259395755045,0.1702386529120005,0.03200436153215011,r8110044.trees
0,10001.0,250,83,-1.6667313073792045,3.927270286613339,4.49413501108675,0.012086853473390379,-2.388553139751049,5.3427950488789335,0.20892230999697325,0.033695264930690506,r8110045.trees
0,10001.0,250,69,-1.6466632487056763,2.946047728296344,3.598326704636006,0.041494137310605694,-1.680581234930549,3.680683345445839,0.2508979642383036,0.028950929164687427,r8110046.trees
0,10001.0,250,80,-1.8412941443068707,3.8292177631630366,4.267310028377602,-0.006764796253160396,-2.3952003285769625,3.571705865169705,-0.03810208193432576,0.036257934965669134,r8110047.trees
0,10001.0,250,80,-1.1604514870869915,2.312844226034025,2.872659898373816,0.041729445739635704,-1.2843185967143866,3.6945838023277737,0.5675303822334186,0.030078378028242,r8110048.trees
0,10001.0,250,92,-1.6056500119630046,3.259193113569908,3.9348609153752685,0.04334343852733002,-1.8615979446981181,6.686608611730788,0.010997545625091405,0.031680802908026794,r8110049.trees
0,10001.0,250,100,-0.6223496100476639,1.6516786114835746,2.901177067740102,0.16166734642441385,-0.438697467286098,1.784616281191389,0.18399159968423787,0.03288588597566444,r8110050.trees
