start,end,N,SS,FerL,FayH,FulD,TajD,bsfs,ZngE,btree,Colless,path,iColless,ibtree
0,10001.0,250,65,1.1789900790735466,0.10282180381227164,-1.0086392318777198,-0.8492583074526009,0.08309289908054887,-1.3254213342277188,-0.2512008109876643,0.041218222766998505,9040000,0.06266355745562897,-1.871644834054314
0,10001.0,250,68,0.0843830996968934,0.04092253064069319,-0.5678189987086354,0.3678474533136219,0.4909886078291693,0.09438544159737072,0.007321853072637775,0.03947801130078628,9040001,0.08313651628847897,-2.6616526142475987
0,10001.0,250,68,-0.5357915119718646,0.02355451073222209,-0.3032627326936761,1.2791789787623589,1.1155002486636965,0.997231448122844,0.5821991314495126,0.03004237062100393,9040002,0.059690374400829124,-1.5212712812025482
0,10001.0,250,88,-1.712551891553643,-0.197770748863772,-0.917262616013629,0.5432194343683018,-0.1965063617216745,1.6253573972947846,-0.5632838163365069,0.046396571464585465,9040003,0.08696074621064905,-2.4075709181616425
0,10001.0,250,66,0.013835829797596387,0.0100175816225212,-0.2226851580668587,0.10222074560145207,0.16726383717201565,0.03393686649666356,-0.01098291606141196,0.037100012955046,9040004,0.044097537101812266,-0.6992310475533314
0,10001.0,250,84,-0.3172530815590001,-0.018906596283038608,0.05006082317429551,0.3316758225203225,0.3757749662827362,0.4037558386629549,0.09020369296034036,0.03660753069202807,9040005,0.0617210778598264,-1.5522328886899186
0,10001.0,250,59,-0.9809296341362636,-0.1879252919266584,-1.1091343211323579,-0.5724753413293835,-0.7608581129867666,0.5393047143855295,-0.2766600271627189,0.04332329317269076,9040006,0.060103316491773535,-1.142519577658588
0,10001.0,250,55,-0.1923071845923406,0.05013509595384876,0.6400270109984538,0.9832560004646292,1.0289394027936467,0.5856548651639721,-0.14841434590727726,0.036930949604871095,9040007,0.051976724100703885,-1.075572226915254
0,10001.0,250,57,-0.44435891798547705,-0.019920142580148032,-1.6669778810173417,0.5656229603143972,0.5279974593943298,0.6062723332095323,-0.2264125079036015,0.04116689226315718,9040008,0.05259748672107786,-0.8746395821618008
0,10001.0,250,60,0.2677073743871772,0.07713108836623055,0.04908351331443697,0.4840588626870803,3.8634009176403534,-0.003055147702534588,0.40238204201240396,0.029375566783262082,9040009,0.04707392620334711,-0.8470482323197295
0,10001.0,250,60,-0.3490990981258775,0.04196567389685656,-0.8432189439040392,1.170809235784867,1.0702648958424228,0.7961109248672146,0.2437311481209462,0.0333426119473535,9040010,0.06442099041326597,-1.6794166104146282
0,10001.0,250,66,0.31140921515001196,0.02322694548945408,1.1376818482658622,-0.2737169497646608,-0.3971610804742148,-0.37195768458203343,-0.6459764031340499,0.0450150188149447,9040011,0.05996890788962301,-1.4241825022870112
0,10001.0,250,58,0.5710571357349928,-0.00111698556986353,1.0722197743787616,-1.0626898214802478,-0.7312957142413887,-0.926813667800428,-0.0470174950464225,0.035554287911270466,9040012,0.05408191907414605,-1.0061497504173025
