#/home/enes/bim/BIM.py trees/ir3120080.trees,trees/ir3120081.trees,trees/ir3120082.trees,trees/ir3120083.trees,trees/ir3120084.trees,trees/ir3120085.trees,trees/ir3120086.trees,trees/ir3120087.trees,trees/ir3120088.trees,trees/ir3120089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/107968827.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,TajD,bsfs,ZngE,FerL,FulD,FayH,btree,Colless,path
0,100001.0,50,384,-0.022493676060633405,-0.028097135937501697,-0.17623052785535134,0.18783614688451794,0.641903984219833,0.02072174146963838,-0.13905066110227499,0.12020946992658449,ir3120080.trees
0,100001.0,50,471,0.5311048366906691,0.5087462030828163,0.8297804459937,-0.6331527081237969,-0.14742807081869402,-0.037852499970600514,0.33473028785020587,0.11742665816326532,ir3120081.trees
0,100001.0,50,319,-0.05054912340650263,0.372751593602539,-0.2903199920805911,0.3017086461975792,0.09725172439453614,0.03239530344357954,-0.005650488344057562,0.13103210034013607,ir3120082.trees
0,100001.0,50,368,-0.518655652150633,-1.3463381472829978,-0.5822264110473758,0.35916265376886325,1.616898370229569,0.0064063916903654575,-1.0268463993414059,0.17548094506619855,ir3120083.trees
0,100001.0,50,487,0.2956243283859829,0.3985071132952684,0.37990317521929695,-0.25886807903216663,-0.4334872419302429,-0.009990839502746268,0.28327187767841355,0.11607807185374146,ir3120084.trees
0,100001.0,50,405,0.24440456575928401,0.7707227089199408,-0.1007631085034617,0.2589131154960748,-0.5124605838999265,0.0477724740612227,0.013518395173148852,0.12733495037359202,ir3120085.trees
0,100001.0,50,486,-0.1945430514807591,-0.4481686878324282,0.1359107695109941,-0.2697523893985418,-0.15308663796894628,-0.04547170387835028,-0.8909640918550928,0.14834155138565502,ir3120086.trees
0,100001.0,50,447,-0.10598434971136635,-0.600956640749532,0.06978765072451804,-0.14207830865573068,1.2479537014146442,-0.02421928914997781,-0.7690007839562909,0.14818864053557929,ir3120087.trees
0,100001.0,50,436,-0.5169937469054792,-1.132855893868714,-0.12568445636258826,-0.16133881074241466,1.124479284070413,-0.055199796170093435,-0.833344527797854,0.1701134652334216,ir3120088.trees
0,100001.0,50,500,-0.028468907371967646,-0.3674842914565066,0.5282176618643688,-0.6191600340613065,-1.5753950695812404,-0.07517925220871052,0.5199876909653965,0.11312696720479234,ir3120089.trees
