#/home/enes/bim/BIM.py trees/r3090000.trees,trees/r3090001.trees,trees/r3090002.trees,trees/r3090003.trees,trees/r3090004.trees,trees/r3090005.trees,trees/r3090006.trees,trees/r3090007.trees,trees/r3090008.trees,trees/r3090009.trees 50 --stats=all --eta=etas/Fn.json --out=outs/605942416.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,TajD,FayH,ZngE,FulD,FerL,Colless,btree,path
0,100001.0,50,421,-2.23698377054209,-0.7806822556251101,-0.13789653236221078,0.21358294284896495,0.7890513250878601,-0.7036296553628328,0.16692717549447514,-0.9165150418823305,r3090000.trees
0,100001.0,50,431,0.25232604874082376,0.4343130067361267,-0.05081857057949402,0.8248214599451318,-0.1304243875717702,-0.6849276232132662,0.1219557823129252,0.022408855318367678,r3090001.trees
0,100001.0,50,305,-1.898177734466462,-0.6837489794338658,-0.04580354181075954,-0.3669574381412441,1.9966746110433213,0.017363129921449755,0.18007507881201265,-1.5789728467985966,r3090002.trees
0,100001.0,50,470,-2.0785929928201248,-0.7378116045369657,-0.08197289699954456,-0.15551994057967206,1.2152162287078019,-0.2577350564876928,0.15225500577589524,-0.8635434160737475,r3090003.trees
0,100001.0,50,401,0.037476994614744165,-0.08908446109295301,0.005474293420504253,-0.13243389967341965,0.43841861309698504,0.09862477097943712,0.11577820783485805,0.03080924315145628,r3090004.trees
0,100001.0,50,365,-0.12038583995130535,-0.045858908222833415,-0.05798398838415811,0.3804498314957861,-0.08616903379879694,-0.4611314229403454,0.14029568882767823,-0.16838986975512046,r3090005.trees
0,100001.0,50,435,-0.3645385209365726,0.07749249997521473,-0.11431003403687644,0.9261216777123946,-0.5000694350523173,-1.010739045602371,0.12031584062196313,0.5352744417346743,r3090006.trees
0,100001.0,50,414,-1.105683241874714,-0.4259716358311831,-0.047891059238530986,-0.08580440072689764,1.2514686488674414,-0.15306318080763545,0.12823821389020718,0.08151343024903374,r3090007.trees
0,100001.0,50,394,-0.25266241170570775,0.07992402382600627,-0.10873330983649494,0.8858314541610798,-0.3972273349885208,-0.9636075004366804,0.1632027043946413,-0.35238578397471276,r3090008.trees
0,100001.0,50,445,-0.06443512399204003,-0.014440135881406425,-0.0039687082914299475,0.014459774235977833,-0.19665253431351007,-0.025005314824515224,0.12146683673469384,-0.12223491324399433,r3090009.trees
