#/home/enes/bim/BIM.py trees/r8050153.trees,trees/r8050154.trees,trees/r8050155.trees,trees/r8050156.trees,trees/r8050157.trees,trees/r8050158.trees,trees/r8050159.trees,trees/r8050160.trees,trees/r8050161.trees,trees/r8050162.trees,trees/r8050163.trees,trees/r8050164.trees,trees/r8050165.trees,trees/r8050166.trees,trees/r8050167.trees,trees/r8050168.trees,trees/r8050169.trees 250 --stats=all --eta=etas/BC.json --out=outs/567607137.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,FayH,TajD,FerL,ZngE,Colless,btree,path
0,10001.0,250,68,-2.4197128608133522,3.7302700440142695,0.11887871208069539,2.8423006454745545,-0.7258660360040454,1.8409513648238847,0.031341614966436844,0.1899069914402628,r8050153.trees
0,10001.0,250,90,-0.5585270891640742,2.744658688898399,0.050837579845218785,2.1996958349622084,-0.8498735657125156,1.6671148519831405,0.03438639350026836,0.12047082781179089,r8050154.trees
0,10001.0,250,54,-2.903510985642542,1.8309834279174189,0.05807282649123831,2.85118942089548,-1.1533233602846478,2.1772013836805493,0.03168468377692372,0.34657573023759447,r8050155.trees
0,10001.0,250,88,-1.5391871922508324,2.1948907855798065,0.08813162209309637,2.0456027164408166,-0.49839351257090947,1.3138251742999159,0.03373744718729236,0.15816993947324964,r8050156.trees
0,10001.0,250,89,-1.35124557219901,1.4861381941201668,0.13546161767529297,2.159196902173103,-0.22236281537055433,1.141788368862566,0.03268692121098409,0.1437071940241349,r8050157.trees
0,10001.0,250,83,-1.0092480510360404,1.5158521234654336,0.0541422117424965,2.069745158253995,-0.7546288887470111,1.529740205656859,0.03136740510428813,0.23698674975465353,r8050158.trees
0,10001.0,250,62,-0.046965608228166464,0.8095001397718251,0.04084132807427353,0.7122962115832251,-0.1062859164895998,0.39921412836417364,0.034614508866354955,0.043394140424498115,r8050159.trees
0,10001.0,250,84,-0.816671783831052,1.57966739509062,0.17702685256900744,1.8526627562225013,0.23961143357153764,0.6305905889358253,0.03256133036545007,0.2108554798666988,r8050160.trees
0,10001.0,250,79,-1.36638162654564,4.374286677860251,0.0765981126208818,3.362285539459952,-1.3064186307039487,2.5474734766470033,0.027139279082535977,0.7445501723432881,r8050161.trees
0,10001.0,250,75,-2.2419631114975314,1.538051319952336,0.09062092726045876,1.8826258192699452,-0.3949520960582293,1.153147357388986,0.03158224295029581,0.2446361382632839,r8050162.trees
0,10001.0,250,63,-1.51379019011206,5.845859485772519,0.03118097453693246,1.8066549007863293,-0.7705794430492326,1.4170979247953672,0.0474910394265233,-0.8911229214373649,r8050163.trees
0,10001.0,250,87,-0.8929394274758475,1.5456409186383726,0.1069831532218472,2.237972245155534,-0.4701221057570813,1.3763159023729297,0.032671251967792976,0.23708112470462817,r8050164.trees
0,10001.0,250,87,-1.731239214873359,2.1320827879274176,0.1709034603392305,2.238531111680466,-0.014162142194696397,1.008265207715098,0.03190081930851462,0.22604074099663107,r8050165.trees
0,10001.0,250,85,-1.4854445640570357,0.4738597927800585,-0.08826153983736985,1.9726715171688087,-1.715687132140434,2.2635041991939513,0.03641945781471626,0.009708492526228433,r8050166.trees
0,10001.0,250,72,-1.9559942466820388,3.7957081291452384,0.10831988900664971,2.2956581970451393,-0.49835156275524883,1.418149153533722,0.029505117243166214,0.32793442119433536,r8050167.trees
0,10001.0,250,81,-0.735051385061484,1.1881008592101479,0.07960395088186555,1.8274892675826997,-0.440689574905019,1.167820682565567,0.023135552964546353,1.0895319101104943,r8050168.trees
0,10001.0,250,90,-0.964364784288003,1.499734857144215,0.07621716650896068,2.0228418726228212,-0.5706431096900288,1.3627000858860236,0.03195269557492643,0.4952639842699918,r8050169.trees
