#/home/enes/bim/BIM.py trees/ir8000202.trees,trees/ir8000203.trees,trees/ir8000204.trees,trees/ir8000205.trees,trees/ir8000206.trees,trees/ir8000207.trees,trees/ir8000208.trees,trees/ir8000209.trees,trees/ir8000210.trees,trees/ir8000211.trees,trees/ir8000212.trees,trees/ir8000213.trees,trees/ir8000214.trees,trees/ir8000215.trees,trees/ir8000216.trees,trees/ir8000217.trees 250 --stats=all --eta=etas/BC.json --out=outs/166354623.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,bsfs,TajD,FulD,FerL,ZngE,btree,Colless,path
0,10001.0,250,52,0.1375995842394629,1.301465885441175,0.4186167681679791,-1.8762480989242563,0.7056994455768439,-0.38555088676190635,-0.6743375321635089,0.04515643218033424,ir8000202.trees
0,10001.0,250,87,-0.1330305379634227,0.29890956421956827,1.0805596720220356,-0.8929394274758473,-1.5452860415569056,1.7293747153746373,-0.8039530099062758,0.047994396942609145,ir8000203.trees
0,10001.0,250,47,0.10699400099654606,-0.1698475217842266,-0.9997975912210691,-0.2624688407877547,1.2562543484682025,-1.4462679036389108,-2.3845873828686304,0.07550524679362612,ir8000204.trees
0,10001.0,250,54,-0.023915109554469398,0.08836287496296547,0.17941241030453378,-0.27930689578105306,-0.2603205686863273,0.2882763480854822,-1.9252549122706377,0.06931489398454031,ir8000205.trees
0,10001.0,250,65,0.03757562039919458,0.7678872058025795,0.800884919933827,-0.45664954981119865,-0.17661367821282883,0.4955869540362403,-1.0877379118189345,0.05154084078248478,ir8000206.trees
0,10001.0,250,68,-0.15734637066250245,-9.44476364371659e-06,0.5631728506798475,-0.8323752647235949,-1.4070288428915303,1.3838973053873924,-0.6928554426023784,0.05055706697758777,ir8000207.trees
0,10001.0,250,40,0.005086603846631595,-6.075476972112264e-06,-0.4053107528083753,0.19143033971055964,0.2508353094345522,-0.3766737110831553,-1.1348368520687893,0.05845964503173986,ir8000208.trees
0,10001.0,250,74,0.1089546683722659,1.5770929962640305,0.5119949080161799,-0.7646441268550347,0.4859758411684913,-0.1654417990079061,-0.8719022173396177,0.05025694174547653,ir8000209.trees
0,10001.0,250,41,-0.10672305130292839,0.38561980099300913,0.6293025375389245,-0.7264779108499138,-1.0387981150167316,1.1074976690893565,-1.0198675840736733,0.05485166472340978,ir8000210.trees
0,10001.0,250,66,0.15409825791199894,1.2036491046849476,0.3024667689336285,0.049388243199684996,0.9074117549530245,-0.5985259019299994,-0.5187896893485465,0.04109124670725914,ir8000211.trees
0,10001.0,250,63,-0.1883006156165896,-0.888008206231575,-0.33894662369889467,-0.6612269439215183,-1.1195752780780879,0.7536085824788128,-0.8593909454849565,0.052515045519320694,ir8000212.trees
0,10001.0,250,62,-0.10397117979283399,-0.4546713597892984,-0.5841172560249592,-0.6239052371832595,-0.4003425784707632,0.06573722168438241,-0.4041958120833104,0.046229271926415336,ir8000213.trees
0,10001.0,250,65,-0.11077430130749127,-1.1387598812359456,-0.8129023605213122,0.6473298143218438,-0.3256366825011359,-0.09577644607095014,-1.1382484449349777,0.054119704624951415,ir8000214.trees
0,10001.0,250,43,-0.10299845641966031,-1.7937832051696603,-1.5417415722100312,2.0021745278308987,0.14924405571393456,-0.7879645716240529,-1.5870424318464216,0.06004663816556549,ir8000215.trees
0,10001.0,250,52,0.07549445849517078,0.9691695112794655,0.8026766705976209,-1.1968968564189941,0.07635351855709778,0.2892477928848253,-0.43720264501999323,0.04660982640238373,ir8000216.trees
0,10001.0,250,52,-0.03415275405826785,0.1638993615386001,0.04799110476683462,-0.17786999266109926,-0.25755360340639255,0.22844437828768205,-1.523195170268418,0.055825452347022506,ir8000217.trees
