#/home/enes/bim/BIM.py trees/ir8070076.trees,trees/ir8070077.trees,trees/ir8070078.trees,trees/ir8070079.trees,trees/ir8070080.trees,trees/ir8070081.trees 250 --stats=all --eta=etas/BC.json --out=outs/400539632.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FerL,ZngE,bsfs,FayH,btree,Colless,path
0,2501.0,250,17,-0.7127076431669838,0.6344156981656146,-0.0746320981762991,0.3198008039681204,0.7814829350037734,0.045758915715892204,-0.7076431743150756,0.045148335276590235,ir8070076.trees
0,2501.0,250,10,-0.8809206284569866,-0.31394866175696834,0.874288785334373,-0.8193585212660085,0.31353092847229375,0.1542030801104863,-1.725680519821737,0.06259446387701344,ir8070077.trees
0,2501.0,250,6,-1.9642299758823034,0.425465861301648,-0.05102857137878504,0.20318268875956674,0.9387086830374012,0.04072732607958065,0.28430754740090997,0.032420002591009196,ir8070078.trees
0,2501.0,250,6,0.03295822379415004,1.1458011136572417,-0.3074366604784193,0.6818505263304605,1.0553904192855637,0.06484993173506254,-0.016648885612171566,0.03374789480502655,ir8070079.trees
0,2501.0,250,3,-1.5479634052244726,-0.015340665815317301,0.4945949900081587,-0.3958831207442397,1.7886284734303187e-05,0.18687631890376766,-1.0470398411828623,0.055836248218681175,ir8070080.trees
0,2501.0,250,9,-2.200729241468039,1.6249131857897392,0.07667954145162899,0.577128716350383,1.2078139193606992,0.19629346541025972,-1.317228234914825,0.056505592261519196,ir8070081.trees
