#/home/enes/bim/BIM.py trees/r8090049.trees,trees/r8090050.trees,trees/r8090051.trees,trees/r8090052.trees,trees/r8090053.trees,trees/r8090054.trees,trees/r8090055.trees 250 --stats=all --eta=etas/BC.json --out=outs/144366562.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,TajD,FerL,FulD,bsfs,ZngE,btree,Colless,path
0,2501.0,250,8,0.04933408054661683,1.6690891954184277,-0.6079094122320924,-2.133690217292945,2.237629758195711,1.1328104377853014,0.4020541983690328,0.030923694779116467,r8090049.trees
0,2501.0,250,13,-0.010539307150578093,1.186683723845578,-0.6531873210090888,0.9776412577841304,1.3119385169186704,0.9983748268149337,0.07929976972353645,0.03198924731182796,r8090050.trees
0,2501.0,250,15,0.03738776223629397,2.446091678047705,-1.048503548288271,-2.4670401169421527,4.678083593207999,1.8312880454247646,0.9928954082255336,0.024005700220235786,r8090051.trees
0,2501.0,250,4,0.019003811245881592,-1.5940264278390643,0.813264041164333,6.1477061835204,-1.2255548767166788,-1.2386565375548286,-0.47910650166065333,0.038125620762620376,r8090052.trees
0,2501.0,250,6,0.0661573900361727,-0.9585454568934181,0.7138261599564905,6.02452282282351,-1.2153384116137116,-0.9321192336842199,-0.6778310670180944,0.03739150148983029,r8090053.trees
0,2501.0,250,13,0.04304868432309809,-0.6401247978594559,0.5421734967645688,3.227449956318898,-0.9169184305246374,-0.6898207239025855,-0.5033441955654858,0.04127621597501115,r8090054.trees
0,2501.0,250,12,0.061667041368502144,1.3150570393337977,-0.35582115697577643,-1.1583576205662869,3.681124225542618,0.809991716325115,0.4485441547822444,0.030401174590836463,r8090055.trees
