#/home/enes/bim/BIM.py trees/ir3100010.trees,trees/ir3100011.trees,trees/ir3100012.trees,trees/ir3100013.trees,trees/ir3100014.trees,trees/ir3100015.trees,trees/ir3100016.trees,trees/ir3100017.trees,trees/ir3100018.trees,trees/ir3100019.trees 50 --stats=all --eta=etas/Fn.json --out=outs/769179036.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,ZngE,TajD,FayH,FulD,FerL,Colless,btree,path
0,100001.0,50,336,-0.6906131913990056,-0.5740565805457325,-0.41290348154837125,0.020187590417295516,1.6866419654459461,0.41244820394472914,0.13281191597518124,-0.665494498775725,ir3100010.trees
0,100001.0,50,463,0.5363412589299004,0.33133464872418483,0.4185795912263871,0.013696317740912692,-0.6051732643373448,-0.13108086819554204,0.1168236525379382,0.30978253345004997,ir3100011.trees
0,100001.0,50,358,0.02472216954289784,0.017470962984638808,0.0054058715050807745,-0.0016133732584275719,-0.602145597227322,-0.016757287923867006,0.10301020408163264,0.24616500063213714,ir3100012.trees
0,100001.0,50,446,0.10817873149867804,-0.2945348419475665,-0.12994247338322157,0.02163883186102528,-0.3697020903245146,0.2593541484335533,0.14029866332497912,-0.49822910608512766,ir3100013.trees
0,100001.0,50,451,0.43363685909970523,-0.7310738447544975,-0.1383087729726365,0.07941020691472761,0.5177914414882224,0.7523226539803918,0.12057089022659422,-0.02699431129727354,ir3100014.trees
0,100001.0,50,411,0.6744818151210656,-0.019079702637742044,0.3144346621958941,0.04649906973221002,0.09550502026164359,0.20699522657299751,0.11835188620902905,-0.07791015229345741,ir3100015.trees
0,100001.0,50,486,0.3520235322913806,-0.14033414890722812,0.11547124559767362,0.035036486273265145,-0.45809628692973603,0.22815464900115082,0.14008746355685137,0.04235674004351048,ir3100016.trees
0,100001.0,50,540,-0.9055000409473104,0.3957940593466957,-0.1330208286636535,-0.07184373133327647,0.3290012621678751,-0.5298131730353568,0.14294890618117748,-0.8784364680921978,ir3100017.trees
0,100001.0,50,490,0.8402542096082913,0.4346683273374468,0.6355052348791592,0.030043791722444667,-0.33000636828530505,-0.12081164093929575,0.144410771827528,-1.0438752966322622,ir3100018.trees
0,100001.0,50,458,0.29368806546755644,0.1618030443450872,0.19865350881517668,0.005883443283446295,0.7507797959172211,-0.06741867270093999,0.17112930443495225,-1.0086920116766251,ir3100019.trees
