#/home/enes/bim/BIM.py trees/r8070007.trees,trees/r8070008.trees,trees/r8070009.trees,trees/r8070010.trees,trees/r8070011.trees,trees/r8070012.trees,trees/r8070013.trees 250 --stats=all --eta=etas/BC.json --out=outs/791631845.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,ZngE,FayH,FulD,bsfs,TajD,btree,Colless,path
0,2501.0,250,9,-0.5394717720366227,0.9300015236476387,0.020443272057266686,0.7828117394489834,1.500063831902277,1.2769052972365107,0.13420196911017215,0.03147671330483223,r8070007.trees
0,2501.0,250,9,-0.9208265833029086,1.3205140970566016,-0.0400620481370428,-0.7089587510095278,1.3666847650358462,1.4998201422524957,0.14820150542120478,0.03443960172487184,r8070008.trees
0,2501.0,250,8,0.9194177492468254,-0.9344476758385402,0.15444753919547935,-0.5065713299685084,9.120471661981977e-07,-0.5252864644797423,0.5063739468834555,0.029273006002504643,r8070009.trees
0,2501.0,250,10,-1.0068729603839284,1.2120559850392076,-0.10509719247962003,-2.2591619954937,0.5664803765881022,1.0403367669804078,0.23206212729743714,0.03319370672654777,r8070010.trees
0,2501.0,250,13,-1.4023925978194678,1.056588466494848,-0.2910890494726522,0.9776412577841304,-0.42121637074216983,-0.1514193645809481,-0.33591897858684194,0.046551798592218335,r8070011.trees
0,2501.0,250,7,-0.784902693404857,1.2689972244837275,0.007520648604292622,1.5276143141084955,1.545864438300327,1.67406224940423,-0.0897501153259896,0.03489765513667573,r8070012.trees
0,2501.0,250,6,-0.8547752717520157,1.172791898198044,-0.06037188705376035,0.03295822379415032,0.9320389256974255,1.2958228328811312,0.421055401898766,0.033403408354826934,r8070013.trees
