#/home/enes/bim/BIM.py trees/r3060030.trees,trees/r3060031.trees,trees/r3060032.trees,trees/r3060033.trees,trees/r3060034.trees,trees/r3060035.trees,trees/r3060036.trees,trees/r3060037.trees,trees/r3060038.trees,trees/r3060039.trees 50 --stats=all --eta=etas/Fn.json --out=outs/507936474.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,FayH,TajD,FulD,bsfs,ZngE,Colless,btree,path
0,100001.0,50,350,-0.9622952511150455,-0.17738324552014856,-0.900698195243567,1.6994795668889067,-3.04874478303455,0.37896947104495604,0.1970470006184292,-1.6586530360266887,r3060030.trees
0,100001.0,50,345,-1.3227818482472933,-0.2520973072551804,-1.3555157683726264,1.1713290606620375,-3.3002181566441666,0.46050963836381803,0.210123523093448,-2.1950926596618445,r3060031.trees
0,100001.0,50,381,-1.2434985726576029,-0.19264653451555638,-0.6445707991862265,0.5562777687622051,-2.3765133409019086,0.757260498953718,0.1935920796890184,-1.4623581344515775,r3060032.trees
0,100001.0,50,279,-1.3362453568248456,-0.22529046582579634,-0.9372026053337593,1.004997325235086,-2.903869664102411,0.6886012864843121,0.20885608341697337,-1.7934607656821173,r3060033.trees
0,100001.0,50,380,-2.230111945131885,-0.3489786595265268,-1.2056319729272558,1.3454327168279099,-3.702433745516012,1.3324764164435308,0.25089725545390573,-2.2064689090313756,r3060034.trees
0,100001.0,50,446,-1.6535150847791482,-0.2510498204506214,-0.7918373914565336,0.693365094846699,-2.901137234380929,1.0404305005725585,0.18437374949979987,-1.8825066511458584,r3060035.trees
0,100001.0,50,358,-0.9863490637242862,-0.16718698327097528,-0.7148300655506351,0.1831032052352869,-1.9282508854996636,0.4957876375956866,0.18936011904761896,-1.225313341911682,r3060036.trees
0,100001.0,50,390,-0.4619602265247879,-0.11021361377135508,-0.7929566047241036,1.6443480861073172,-2.151730027666842,-0.004331143304864147,0.20842609771181184,-1.6768438841014486,r3060037.trees
0,100001.0,50,331,-0.6367611196493239,-0.16685247967098493,-1.3017342798750722,1.984942836153536,-3.368497262915223,-0.11256140701319038,0.19217201166180753,-1.8823446575096572,r3060038.trees
0,100001.0,50,475,-1.3833865196944797,-0.21828384347183877,-0.7830780890793162,0.9181883363506828,-3.118612740566411,0.8080357175219939,0.23251751195527723,-1.7179931585053927,r3060039.trees
