#/home/enes/bim/BIM.py trees/ir8080039.trees,trees/ir8080040.trees,trees/ir8080041.trees,trees/ir8080042.trees,trees/ir8080043.trees,trees/ir8080044.trees,trees/ir8080045.trees,trees/ir8080046.trees,trees/ir8080047.trees,trees/ir8080048.trees,trees/ir8080049.trees,trees/ir8080050.trees,trees/ir8080051.trees,trees/ir8080052.trees,trees/ir8080053.trees,trees/ir8080054.trees,trees/ir8080055.trees 250 --stats=all --eta=etas/BC.json --out=outs/229384102.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FayH,FulD,TajD,bsfs,ZngE,Colless,btree,path
0,10001.0,250,66,-1.0756634105117826,0.01823875568235278,-1.0389053618664916,2.1989210862020805,4.367643175764945,1.8378055246160026,0.03900548430280261,-0.26541957033800956,ir8080039.trees
0,10001.0,250,105,-1.30123651523806,0.07000093938062488,-1.6130320424863303,3.2645154399676555,3.6230030188772537,2.5133689802626797,0.04860733255603057,-1.1540012158431305,ir8080040.trees
0,10001.0,250,86,-0.8088768044975032,0.06697207738607712,-1.0799706104489974,2.334283363791679,6.3246998765048605,1.692430057147421,0.05203070345899728,-1.2199104286273972,ir8080041.trees
0,10001.0,250,80,-1.3352465595967384,0.055650577139163826,-1.387399039493618,3.1446469698556463,2.904820550157226,2.47476345050055,0.05414399533618344,-1.1728799286388258,ir8080042.trees
0,10001.0,250,98,-0.6330138739603431,0.10130909469323962,-2.631010536380065,2.4646322093740474,1.7134830013424882,1.6128945757324913,0.04362611737271667,-0.71660217032151,ir8080043.trees
0,10001.0,250,101,-0.29267381901679823,0.14816169721816339,-0.6462425656524332,2.4618863722670863,1.7750692476722953,1.3375608117597324,0.046034946236559154,-0.8964950569604464,ir8080044.trees
0,10001.0,250,86,-0.5369101117719285,0.10365477852096618,-0.6561868360329047,2.3154734912019324,4.060789764001668,1.4643884314790627,0.04474349008938982,-0.6355138093481931,ir8080045.trees
0,10001.0,250,78,-0.4837683164970921,0.1106622718624698,-1.1124010286691595,2.304069721694478,3.6273809506033725,1.4130297700267815,0.056535820702163495,-1.1270766831969539,ir8080046.trees
0,10001.0,250,110,-0.7804033805217458,0.06873943676552872,-1.8473166930552634,2.307988632789044,0.8766293039103157,1.6654724812552462,0.042384592131968726,-0.2354811742557028,ir8080047.trees
0,10001.0,250,49,-1.5895373639705352,0.028964727876160275,-1.0878327471550782,3.29689049011878,5.342800500123585,2.7169038976580024,0.049051042881202225,-0.8982466011610714,ir8080048.trees
0,10001.0,250,96,-0.18703948674821125,0.13507821505244086,-1.4760261896043325,2.096367460641123,1.4967677293014823,1.0873642230550267,0.03897849462365592,-0.20201769993715515,ir8080049.trees
0,10001.0,250,61,-1.2892481362610761,0.018222969214657495,-0.2925590550937994,2.5939851514983996,3.374665104451612,2.180515661408087,0.06967871485943775,-2.49452290507239,ir8080050.trees
0,10001.0,250,89,-0.9161438004345757,0.12389715159792095,-1.9665155955953548,3.267005816909242,3.872336248590488,2.195892799479928,0.03814181457010839,-0.23841319092245744,ir8080051.trees
0,10001.0,250,85,-1.4403550753310252,0.03787048217147462,-1.6997052648197595,3.104002436585672,6.323494077754835,2.544555285072561,0.07309884700090685,-2.367669990328579,ir8080052.trees
0,10001.0,250,85,-0.8165067566265365,0.03466155236363589,-0.1998803594806921,1.9302048741806879,3.003103039488807,1.518374208567555,0.045439823811374534,-0.7254962634711822,ir8080053.trees
0,10001.0,250,65,-0.5585872246435152,0.10933219636009442,-2.6646082780772837,2.412074080278999,3.872623388002991,1.5141004464522603,0.04568273092369477,-1.0897001007617224,ir8080054.trees
0,10001.0,250,85,-1.1115040343816958,0.07641809750744347,-2.128226666345208,3.0056042853663185,3.737990717980478,2.235169348574037,0.048070417872205666,-0.8773508613154319,ir8080055.trees
