#/home/enes/bim/BIM.py trees/ir8090019.trees,trees/ir8090020.trees,trees/ir8090021.trees,trees/ir8090022.trees,trees/ir8090023.trees,trees/ir8090024.trees,trees/ir8090025.trees 250 --stats=all --eta=etas/BC.json --out=outs/632104809.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,bsfs,TajD,FerL,FulD,ZngE,btree,Colless,path
0,2501.0,250,3,-0.07128421477780505,1.7886284734303187e-05,0.12422772407412665,-0.24400998682846087,1.5999106058689658,0.23834374080387552,-1.8193747435411005,0.06341495012307294,ir8090019.trees
0,2501.0,250,5,0.09267323939795882,1.1805398618794802,1.363093854138269,-0.3296446998866822,-1.854344998188919,0.776697723173227,-0.2764164325419837,0.038055447596838966,ir8090020.trees
0,2501.0,250,7,0.12566672024452127,0.7983610313212772,0.9643308837355539,0.0400477029821092,-0.26412781878448427,0.34070909996850013,-2.918950808322507,0.09813447337738049,ir8090021.trees
0,2501.0,250,5,0.15112374673178783,0.4104430039546153,-0.08719245983520069,0.5674994360892919,-1.854344998188919,-0.4819841694297796,-0.521257692615634,0.043917605907500976,ir8090022.trees
0,2501.0,250,9,0.02667984419469551,1.1085547122109732e-08,0.16688426722786448,0.03709671707583148,3.766352720366005,0.03605707849459107,-0.2087237223826515,0.03507578701904391,ir8090023.trees
0,2501.0,250,8,0.09464284514771072,9.120471661981977e-07,-0.33536444302915003,0.5700189528309524,1.120547557355928,-0.5831156318975426,-2.071372099378749,0.07335794792071511,ir8090024.trees
0,2501.0,250,7,0.037409696917675955,2.319464677137411,1.035770305002066,-0.3527577795978512,1.527614314108495,0.6797844029351401,-0.21348901785480245,0.03578831454851665,ir8090025.trees
