#/home/enes/bim/BIM.py trees/r8030034.trees,trees/r8030035.trees,trees/r8030036.trees,trees/r8030037.trees,trees/r8030038.trees,trees/r8030039.trees,trees/r8030040.trees,trees/r8030041.trees,trees/r8030042.trees,trees/r8030043.trees,trees/r8030044.trees,trees/r8030045.trees,trees/r8030046.trees,trees/r8030047.trees,trees/r8030048.trees,trees/r8030049.trees,trees/r8030050.trees 250 --stats=all --eta=etas/BC.json --out=outs/562362654.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,ZngE,TajD,FayH,FerL,bsfs,btree,Colless,path
0,10001.0,250,40,-0.6721351477662791,2.0261343254470425,2.6229671742242613,0.04531494617531865,-1.1115630532555931,3.773069791491198,0.3547428468234811,0.03175929524549813,r8030034.trees
0,10001.0,250,48,-0.6830440061623675,2.3811213880744795,2.8134066765826784,0.01277043161053603,-1.4358330083672555,5.25057314892564,0.009616255924101532,0.03651055836248219,r8030035.trees
0,10001.0,250,37,0.43317028445561107,0.9339933227914262,1.4844950603881455,0.06594490198126172,-0.36795294582432936,4.2754178561189855,-0.23883025397848612,0.031146089735285227,r8030036.trees
0,10001.0,250,35,-0.8457761464846305,2.3680538515655725,2.7416270748742586,-0.003388701247592684,-1.4846124120025288,4.486685639115841,0.15921111714063285,0.03370741028630651,r8030037.trees
0,10001.0,250,46,-0.20536846665308633,1.8865826719965644,2.3433445529314314,0.0279637297668289,-1.0785970342674844,5.977877185560118,0.3049562792629047,0.030304011745908365,r8030038.trees
0,10001.0,250,53,-0.22947315298874774,2.8685735550017752,3.3804374184572885,0.016115604953573545,-1.7255417487117195,5.948697400349504,-0.3829439778935912,0.0354482445912683,r8030039.trees
0,10001.0,250,45,-1.6976550226623746,2.9615556911723404,3.5676087716956175,0.025426630712707447,-1.7553240073965266,5.473393283274571,-1.0295116575314882,0.04273631026653304,r8030040.trees
0,10001.0,250,51,-1.1618543292691093,3.392603313455915,3.9278716140313756,0.00685033057248345,-2.0828478178920835,5.365012763938756,-0.13696682392921322,0.037096774193548385,r8030041.trees
0,10001.0,250,46,-1.3459897975374753,2.1520176074676534,2.632069862455216,0.02526738257313778,-1.2524738108932918,5.94042737218832,0.49970396375295756,0.028864562191418,r8030042.trees
0,10001.0,250,37,-1.4197712153334627,3.0760503193098736,3.786592556338942,0.0346627141336269,-1.801607528671357,5.517146110667173,-0.36688960555711947,0.03215766290970333,r8030043.trees
0,10001.0,250,54,-2.24745996317717,3.4041954238961485,3.9933821552368802,0.016675341434282086,-2.0556920729723918,6.015270735356461,0.7889935894320171,0.025342456413088688,r8030044.trees
0,10001.0,250,46,0.9352528642313027,1.3623486744411637,1.652082218329913,0.013703136911046113,-0.8005353296960741,4.523226642314976,0.9344151624463968,0.025072062443321677,r8030045.trees
0,10001.0,250,41,-1.1487094697150813,2.834163972110164,3.390703715353409,0.01832088670458945,-1.701723315569425,4.891113540597793,-0.11087772636123999,0.037423889104806325,r8030046.trees
0,10001.0,250,39,-1.0570590881538553,2.5871783167197666,3.1772734029839755,0.029083353789776317,-1.5141307110536797,5.498021791199985,-0.1488980262432682,0.041823206805717494,r8030047.trees
0,10001.0,250,53,-0.8969703402437369,1.696194421437914,2.7039973773200385,0.12219829645957567,-0.6375393207315823,1.9572351302535853,-0.15452617353389503,0.03549931736873051,r8030048.trees
0,10001.0,250,40,-0.2403524040278596,2.4273508698645463,2.84112670604853,0.004845252007892612,-1.493377433949278,5.002874164219391,0.6352307953075826,0.027840393833398112,r8030049.trees
0,10001.0,250,47,-1.7536309308926523,2.6281949742576187,2.8128822948746075,-0.033575620445059955,-1.744677509539784,3.029917938069651,-0.18972415046639915,0.03638208748974392,r8030050.trees
