#/home/enes/bim/BIM.py trees/r8000187.trees,trees/r8000188.trees,trees/r8000189.trees,trees/r8000190.trees,trees/r8000191.trees,trees/r8000192.trees,trees/r8000193.trees,trees/r8000194.trees,trees/r8000195.trees,trees/r8000196.trees,trees/r8000197.trees,trees/r8000198.trees,trees/r8000199.trees,trees/r8000200.trees,trees/r8000201.trees,trees/r8000202.trees,trees/r8000203.trees 250 --stats=all --eta=etas/BC.json --out=outs/800297261.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FayH,FulD,bsfs,FerL,ZngE,Colless,btree,path
0,10001.0,250,58,-0.5767864331145803,0.07615213385128396,-1.6905562555384763,0.40038077654437765,0.8370165570683809,-0.927896041348585,0.03843600207280736,0.0776800768072707,r8000187.trees
0,10001.0,250,47,-1.8007612347044015,-0.13793510162099468,1.6014837718433668,-2.242676533828189,0.05002305974604425,-0.8236357886662317,0.03990424061838752,-0.46871804532270334,r8000188.trees
0,10001.0,250,70,-0.29632418783021935,0.020622097540944625,0.13537965793308096,-0.1384656572008472,0.3067725746516578,-0.3785473390027169,0.03945928318390358,-0.22359460965336808,r8000189.trees
0,10001.0,250,47,-0.35126784268364,0.054810391803849466,0.8559027267909185,-8.4800947576614e-06,0.5566008506373278,-0.6008950111341644,0.0363924139756783,-0.06637586427288439,r8000190.trees
0,10001.0,250,70,1.5963638011842654,0.022014852810468603,-0.8943969174224438,1.4758003290787733,-0.7205251028979842,1.2871821416389224,0.03609275812929136,-0.07928845522895986,r8000191.trees
0,10001.0,250,50,-0.40260436049603243,-0.036317040940964836,0.6354106430530461,-0.17002390916488413,-0.02691442173066461,-0.1539534868053884,0.04140903791117549,-0.30626454568037526,r8000192.trees
0,10001.0,250,68,0.8167813746666216,0.0971526945432571,-1.626044062768474,1.957794731909258,0.23126753995550076,0.1741587373922412,0.03192180486652491,0.22556260838449774,r8000193.trees
0,10001.0,250,57,0.8984813353511861,-0.047450441932443375,-1.0430187794141088,0.5492726141965367,-0.8141869140027603,1.050366508055512,0.030492168366245322,0.5128909825663894,r8000194.trees
0,10001.0,250,56,-0.37607743504504654,0.0952972975052862,0.577431927617419,0.4612878030189341,0.856307963815061,-0.8549622849178602,0.033050708777384585,0.09407299709923873,r8000195.trees
0,10001.0,250,65,0.17033979058333276,0.0686296907654802,-0.18065470877793777,0.3607171488645936,0.3839421959342647,-0.23457578956718295,0.03357590540136073,0.29982695897558104,r8000196.trees
0,10001.0,250,73,-1.0554375428701073,-0.3045440678261949,0.008441442860697736,-1.8710986085012582,-1.5620824454357227,0.7933983071479958,0.04885611742069833,-0.6245263783433872,r8000197.trees
0,10001.0,250,57,0.5743934697746833,0.11540691299150983,-0.10708012700926078,1.038002882011236,0.4782744285218255,-0.1335182105314192,0.024659930042751646,1.1123253715986616,r8000198.trees
0,10001.0,250,54,-0.1648325792185012,0.043482323066485355,-0.2793068957810527,0.3399481883838349,0.38565319173312124,-0.38288016639335093,0.03673403290581681,0.1884313822740147,r8000199.trees
0,10001.0,250,77,-0.025521876973640868,-0.18378192931893478,-0.6168742036221232,-0.6557314217381924,-1.2843547809417106,1.0255224203832127,0.03945002019463052,-0.19480835339630587,r8000200.trees
0,10001.0,250,72,0.19186180500485697,0.04737831320487851,1.052466974160753,1.7919148590559524,0.2274503114003232,-0.09864613650808497,0.025082858314980357,0.9783810751000103,r8000201.trees
0,10001.0,250,52,0.4186167681679791,0.1375995842394629,-1.8762480989242563,1.301465885441175,0.7056994455768439,-0.38555088676190635,0.027383170055081278,0.7007355388235713,r8000202.trees
0,10001.0,250,87,1.0805596720220356,-0.1330305379634227,-0.8929394274758473,0.29890956421956827,-1.5452860415569056,1.7293747153746373,0.031873880393654706,0.3865539470455554,r8000203.trees
