#/home/enes/bim/BIM.py trees/r8090070.trees,trees/r8090071.trees,trees/r8090072.trees,trees/r8090073.trees,trees/r8090074.trees,trees/r8090075.trees,trees/r8090076.trees 250 --stats=all --eta=etas/BC.json --out=outs/628682174.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,ZngE,FayH,TajD,bsfs,FulD,btree,Colless,path
0,2501.0,250,7,-0.5551749955836267,1.0633285980941263,0.05684725562656454,1.6132149744012458,1.5302407170766856,-0.26412781878448416,0.13913273602271067,0.03228582532896563,r8090070.trees
0,2501.0,250,9,-0.06222750949970335,0.14427140606574962,0.012747976267354537,0.24150873802766876,1.1085547122109732e-08,0.7828117394489834,0.15139725483519653,0.03170747506153647,r8090071.trees
0,2501.0,250,13,-0.8648509607865924,1.3913168946543566,0.0031919866131355163,1.7436243189366747,4.106018645249481,-0.1472630914832532,-1.011147129136569,0.043755667832620804,r8090072.trees
0,2501.0,250,5,0.3260609409506745,-0.28252091868941254,0.08479721344394765,-0.06487588931794039,4.412274868850414e-06,0.4082063286831292,-0.393898773759027,0.03202055533963812,r8090073.trees
0,2501.0,250,7,-0.7111587845473157,1.0577699865700831,-0.021787761397729977,1.2785837448909845,1.1369560515805275,-2.055869951677464,0.3125298105880991,0.03322043936113116,r8090074.trees
0,2501.0,250,6,0.4334940867155804,-0.3798101903331887,0.10217786623175683,-0.09524682112002053,-3.1178367348751664e-06,0.032958223794150095,-0.7473697551596805,0.036457658591354664,r8090075.trees
0,2501.0,250,7,-0.892714605784038,1.430196958680983,0.004479209830497812,1.8700745212917993,2.8528217728247847,-0.2641278187844843,0.025340545240350603,0.03288730960709197,r8090076.trees
