#/home/enes/bim/BIM.py trees/ir8050138.trees,trees/ir8050139.trees,trees/ir8050140.trees,trees/ir8050141.trees,trees/ir8050142.trees,trees/ir8050143.trees,trees/ir8050144.trees,trees/ir8050145.trees,trees/ir8050146.trees,trees/ir8050147.trees,trees/ir8050148.trees,trees/ir8050149.trees,trees/ir8050150.trees,trees/ir8050151.trees,trees/ir8050152.trees,trees/ir8050153.trees 250 --stats=all --eta=etas/BC.json --out=outs/734506771.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,FayH,FerL,FulD,bsfs,btree,Colless,path
0,10001.0,250,63,2.112756447345452,2.655118538971092,0.040429910207830155,-1.16984639490231,-1.7979779388422408,3.998244299523306,-2.0469991315199025,0.06752412877315715,ir8050138.trees
0,10001.0,250,81,1.2934898396011658,2.324691549357395,0.13478022861511652,-0.322739168740476,-0.9593426009148888,1.9424087437002644,-0.5765311074683546,0.0456384678498942,ir8050139.trees
0,10001.0,250,98,1.0985656223299178,2.118727869834599,0.13655827419302785,-0.18785050903747944,-1.6956262993544056,2.0332672984942337,-0.7236187745009806,0.04507384376214536,ir8050140.trees
0,10001.0,250,77,1.313083457445572,1.775456678466505,0.04594077841549466,-0.650988346772463,-1.0874914669034845,0.9601413582041071,-0.08636464824200661,0.03551301982122036,ir8050141.trees
0,10001.0,250,69,1.5993378298968473,2.684673124441498,0.13706618277971627,-0.5118647071422363,-1.6466632487056758,2.4692414399244047,0.031050147885587,0.03322969296541002,ir8050142.trees
0,10001.0,250,90,1.3881285269681216,2.2024861728499676,0.09951797524096069,-0.5029965522843266,-0.7614459367260387,4.619356052056198,-0.4121686537411827,0.041162345233468435,ir8050143.trees
0,10001.0,250,78,1.741965446470148,2.721560614644149,0.11794751100786546,-0.6617209541546751,-1.5773087778349526,2.147876456924444,-0.7092488464966323,0.048390695398079775,ir8050144.trees
0,10001.0,250,77,1.64423975377103,2.60500560132713,0.11691343645399191,-0.6053897519716429,-1.793417361825526,2.7658584322564095,-1.166752764921334,0.05330538744841113,ir8050145.trees
0,10001.0,250,66,1.0240881823109667,1.9200731665104251,0.11932101609057294,-0.21941622903567032,-1.0389053618664916,1.862016711895744,-0.33436829269461515,0.04049531459170014,ir8050146.trees
0,10001.0,250,96,0.7643194018456563,1.61978593732757,0.11741999612325103,-0.05065880787782552,-1.6668267647372603,3.0617523599172265,-0.9225837819703493,0.04911434594683721,ir8050147.trees
0,10001.0,250,79,0.7613117731206019,1.754242957478595,0.1392857567808243,0.021656751947578306,0.011624348835882746,2.5971750947598946,-1.705105041989975,0.0569790683471212,ir8050148.trees
0,10001.0,250,68,2.379655738779832,2.817617227112869,0.01938575948347307,-1.4070986394070015,0.22584979933624305,6.102257918613037,-1.939056828719069,0.054897007384376216,ir8050149.trees
0,10001.0,250,62,0.9601080081008259,2.379257844737652,0.20336120352490508,0.10800024362879394,-2.0662543095709927,1.8134101706846417,-0.2513210042488542,0.039938556067588324,ir8050150.trees
0,10001.0,250,62,1.4139221471604806,2.6393301809321716,0.16304351972577624,-0.31282722034875665,0.5299740207269263,1.7473776930380314,-1.1477868199306784,0.04791207842121173,ir8050151.trees
0,10001.0,250,56,0.9428457858183942,1.9104008654484663,0.13280810830603362,-0.1308089327860018,-1.3254702115536967,2.726018107805341,-0.5841592448107688,0.04345492569355764,ir8050152.trees
0,10001.0,250,68,1.8409513648238847,2.8423006454745545,0.11887871208069539,-0.7258660360040454,-2.4197128608133522,3.7302700440142695,-0.9352802255226788,0.04347497516949519,ir8050153.trees
