#/home/enes/bim/BIM.py trees/r8050017.trees,trees/r8050018.trees,trees/r8050019.trees,trees/r8050020.trees,trees/r8050021.trees,trees/r8050022.trees,trees/r8050023.trees,trees/r8050024.trees,trees/r8050025.trees,trees/r8050026.trees,trees/r8050027.trees,trees/r8050028.trees,trees/r8050029.trees,trees/r8050030.trees,trees/r8050031.trees,trees/r8050032.trees,trees/r8050033.trees 250 --stats=all --eta=etas/BC.json --out=outs/670025482.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,bsfs,ZngE,TajD,FayH,Colless,btree,path
0,10001.0,250,89,-0.8862700294196697,-2.3766956111929174,4.488011814442937,1.867769762929816,2.5848155005264113,0.07545163512611698,0.028789890745778823,0.4758264852966358,r8050017.trees
0,10001.0,250,85,-0.4548904613377006,-0.62840176100614,3.9816340326992385,1.1469579234146237,1.7518780162446763,0.07162706096621109,0.027825377757363764,0.4696379005545737,r8050018.trees
0,10001.0,250,89,-0.44832977853221484,-2.376695611192918,1.5926812421318246,1.6622340800796338,2.9174929081969294,0.16235591396071442,0.02735913786568016,0.7078963132231124,r8050019.trees
0,10001.0,250,94,-1.430338256281014,-2.0262103364429054,1.3021843877431603,2.373815851217848,2.72913750172274,0.010744139562994979,0.03874245761148211,-0.05116150404268265,r8050020.trees
0,10001.0,250,69,-1.4085508045752073,-2.4295182172369314,6.25895442526075,2.4912784297309014,3.0658847181673092,0.038694241730588844,0.030174461286004234,0.462286365220788,r8050021.trees
0,10001.0,250,86,-0.7434542705113283,-1.2918624976570436,2.8167751401546997,1.7568271939640667,2.5976556189055,0.09649964204809468,0.02909815982020649,0.24194191392860473,r8050022.trees
0,10001.0,250,72,-0.22234949169169496,-1.7052891449451397,3.2651930497838566,0.8424442432123312,1.4981058643999725,0.08533783384942877,0.02680427178559962,0.45013772664047147,r8050023.trees
0,10001.0,250,78,0.3129278056916037,-1.1124010286691595,1.8559072648563455,0.2165987453813867,1.057399987762763,0.12641909725437558,0.030022073405283664,0.39007814432771937,r8050024.trees
0,10001.0,250,88,0.10425607736982853,-1.3318790001717642,2.8550815167379957,0.7345235882070753,1.8379748201619155,0.15645635203068603,0.02824408978264776,0.6456819705926587,r8050025.trees
0,10001.0,250,71,-0.4306923638565574,-0.9241748137085984,1.2344568624840428,1.1292142956380997,1.7670888360922223,0.07671737365523737,0.0411298719369713,-0.19967273498952853,r8050026.trees
0,10001.0,250,82,0.013460570836318542,-0.9845838012704483,2.9749401451882265,0.8114022837087373,1.8499466582308168,0.14524286734231082,0.03070032471195917,0.4410105606373157,r8050027.trees
0,10001.0,250,68,-1.247962584132685,-2.1551565947983926,5.450377244177114,2.285804802550573,2.8958153844570504,0.04830580491117584,0.025868707806134934,0.5910787774876071,r8050028.trees
0,10001.0,250,76,0.010837998928605694,-0.3472595097849323,1.5440369554882478,0.967244257371533,2.20124878128592,0.17287477333029808,0.03231821294394167,0.28370873561025634,r8050029.trees
0,10001.0,250,84,-0.9051224680950113,-0.5999886320797153,5.196825886595053,2.0535334933779286,2.973191378657463,0.10290670299667108,0.02700365027472318,0.26498433208767824,r8050030.trees
0,10001.0,250,71,-0.934297516265097,-1.178204664169863,3.5147323492946496,1.9758153961757294,2.762265568177164,0.0826942902282245,0.03464348276697251,-0.2506487808797138,r8050031.trees
0,10001.0,250,81,-0.44656984694394763,0.3864046942055434,1.8146311109109179,1.1766255279629658,1.836619451373423,0.07948325417127673,0.03495973139871313,-0.10462640700151465,r8050032.trees
0,10001.0,250,70,-0.295296540330375,-0.37950862974468164,3.63143762159735,0.9516592440563308,1.6135432867024457,0.08408306905973906,0.0388243535671959,-0.23509254218030742,r8050033.trees
