#/home/enes/bim/BIM.py trees/r8040204.trees,trees/r8040205.trees,trees/r8040206.trees,trees/r8040207.trees,trees/r8040208.trees,trees/r8040209.trees,trees/r8040210.trees,trees/r8040211.trees,trees/r8040212.trees,trees/r8040213.trees,trees/r8040214.trees,trees/r8040215.trees,trees/r8040216.trees,trees/r8040217.trees,trees/r8040218.trees,trees/r8040219.trees,trees/r8040220.trees 250 --stats=all --eta=etas/BC.json --out=outs/625304241.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,FerL,ZngE,FayH,FulD,Colless,btree,path
0,10001.0,250,78,1.9172739427861147,1.805490196698586,-0.1986311216585015,1.0111813995607035,0.1209168611885414,-1.344854903252056,0.03214110923982669,0.4376732135594624,r8040204.trees
0,10001.0,250,90,1.5889378115951411,4.469250226710995,0.15670576957857288,0.5816836812215832,0.1443906284677287,-0.5585270891640742,0.02766943349434605,0.4873274957891941,r8040205.trees
0,10001.0,250,110,1.3409130608875413,1.433498291615154,0.3434205888188791,0.32336721467228974,0.14968369774472187,-0.8425020590776201,0.026368723742897858,0.9665541950830414,r8040206.trees
0,10001.0,250,119,1.4737888741950218,1.8318263215073647,-0.313180118207671,0.9151562466338182,0.06923704710733643,-0.699633747005872,0.030029796605777953,0.42596366124146007,r8040207.trees
0,10001.0,250,85,1.1651444481126523,1.6841486253680253,0.1937280710594979,0.36200598056564526,0.11729309192766427,-0.6284017610061399,0.03279066085129047,0.24875856183374326,r8040208.trees
0,10001.0,250,78,1.197290542776811,0.8440598578138827,-0.6128536631289105,1.0260953597017126,0.006398380842801291,-1.344854903252056,0.035541498586113086,0.041507676645584586,r8040209.trees
0,10001.0,250,92,2.0410247570235396,0.7473447438806949,-1.0646409306835602,1.7705596222988462,0.008670260898643352,-1.0095148062547439,0.036027541250044176,0.0456457270922424,r8040210.trees
0,10001.0,250,101,1.0730522412633268,1.0634181461401522,-0.2388175104473415,0.6729162976702137,0.04916700946572874,0.4442951835358681,0.03523395909218267,-0.02795612631379559,r8040211.trees
0,10001.0,250,78,1.2272686906507304,1.4093934879810306,0.17128080662876682,0.4063374605086687,0.11959353859042936,-1.5773087778349526,0.03342401865526623,0.21447541355277047,r8040212.trees
0,10001.0,250,103,1.7562695716808157,2.650603182498573,-0.15958554910231235,0.9148508456659258,0.11241893457081036,-1.2278183397272018,0.028874715451668437,0.4903099572106179,r8040213.trees
0,10001.0,250,94,1.5205218012765445,1.683907166794052,-0.30917990022543906,0.9284674627719102,0.07390420770870461,-0.6634802630363544,0.03359824168755111,0.2622878369754976,r8040214.trees
0,10001.0,250,80,1.835022877076396,2.305597404698675,-0.026191763158646904,0.8361408988993116,0.1386998238804553,-1.1604514870869915,0.033051145857208815,0.34191962505238505,r8040215.trees
0,10001.0,250,85,1.2388501291750291,1.9063505558426446,0.5197383693881202,0.13149814173877436,0.16875095373007395,-0.6284017610061402,0.0289455932740975,0.5584282218128113,r8040216.trees
0,10001.0,250,84,2.6441323414259634,3.614283864193635,-0.9147736258154635,1.9149552671020111,0.07608752162686273,-1.4667212390850626,0.027347022498596545,0.5986800683692564,r8040217.trees
0,10001.0,250,105,1.6445906923948017,0.7494104824288926,-0.09984422931507513,0.816971460796505,0.11203800756991464,-1.0876834320731132,0.0312747405392178,0.22116622051575088,r8040218.trees
0,10001.0,250,79,2.422444880405766,2.010705169559131,-0.5704906051002929,1.5360522460852861,0.1075477016187503,-1.596049289109227,0.024041731441896624,1.0012432995561316,r8040219.trees
0,10001.0,250,109,0.9967785827632257,0.7432209084529299,0.25753336093718887,0.2384624760877837,0.11163006462306244,-0.3153983515256255,0.03317963937862889,-0.20592936654945654,r8040220.trees
