#/home/enes/bim/BIM.py trees/ir3120030.trees,trees/ir3120031.trees,trees/ir3120032.trees,trees/ir3120033.trees,trees/ir3120034.trees,trees/ir3120035.trees,trees/ir3120036.trees,trees/ir3120037.trees,trees/ir3120038.trees,trees/ir3120039.trees 50 --stats=all --eta=etas/Fn.json --out=outs/913728148.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,ZngE,FulD,FerL,TajD,FayH,Colless,btree,path
0,100001.0,50,427,0.3268401170464014,0.37934116255371053,-0.5170806003346483,-0.22433894138363142,0.3536303980139773,-0.0018901546711630975,0.1254646188372256,0.016219350460814786,ir3120030.trees
0,100001.0,50,416,-0.659612820626864,0.15866260778054306,0.05479946795220669,-0.38959153643392674,-0.35405591742802783,-0.07090226853662387,0.14907370715276402,-0.22421335515460972,ir3120031.trees
0,100001.0,50,425,-0.6545154370960661,0.3537478927328413,-0.05092389838329731,-0.5337107735528587,-0.220918821364029,-0.07866397501065207,0.14196779629282907,-0.2000016212427918,ir3120032.trees
0,100001.0,50,462,-0.7306380005483204,0.2636032124360519,0.3629541592653455,-0.3872359877920236,-0.14684263071887266,-0.0560733912146239,0.1635508217885695,-1.0167790630176907,ir3120033.trees
0,100001.0,50,489,-0.9000040207025919,0.6185242465639738,-0.05110652916371259,-0.8015214000125043,-0.16298676829817207,-0.10614877198916982,0.1708084095707249,-0.6185971776603335,ir3120034.trees
0,100001.0,50,408,0.24748942486961467,-0.4294632732836407,-0.13366526383799493,0.4303945631840633,-0.10110288484663087,0.04396914683929029,0.12667748917748917,-0.15590736567650812,ir3120035.trees
0,100001.0,50,501,0.321166897975905,-0.00018551910479119342,-0.21759291957775176,0.10891113679101742,0.18423578744951047,0.025724053019367758,0.11700556134862704,0.027208796450883706,ir3120036.trees
0,100001.0,50,426,-2.691957302324851,0.017238790464413272,1.7147973785661665,-0.546738668940923,-0.8944611887676994,-0.12723128274020942,0.16699151570740656,-1.0532634129794827,ir3120037.trees
0,100001.0,50,453,-0.30341689894344437,0.5103090400346446,-0.3494924199960893,-0.6051217573882367,-0.03913089735534476,-0.07436309167122021,0.1359942967085825,-0.17541095115983324,ir3120038.trees
0,100001.0,50,468,-1.0851086100256007,0.5901949367465198,-1.108950826492995,-0.9421083518812989,-0.45613110289484693,-0.1432978444019694,0.23030168589174801,-1.7834465449931456,ir3120039.trees
